ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Alignment,Partial_Cognacy,Borrowing,Morphemes,GroupedSounds
Shuar-82_tokill-1,,Shuar,82_tokill,ma-a,ma-a,m a + a,None,Pellizzaro2005,2343,,,,m a + a - - - - - -,4164 4185,,,"['m', 'a', '+', 'a']"
Shuar-83_toknowfacts-1,,Shuar,83_toknowfacts,neká-,neká-,n ɨ k a,None,Pellizzaro2005,2363,,,,n ɨ k a,4206,,,"['n', 'ɨ', 'k', 'a']"
Shuar-86_leaf-1,,Shuar,86_leaf,nuka,nuka,n u k a,None,Pellizzaro2005,566,,,,n u k a,1732,,,"['n', 'u', 'k', 'a']"
Shuar-87_lefthand-1,,Shuar,87_lefthand,mena,mena,m ɨ n a,None,Pellizzaro2005,602,,,,m ɨ n a,1773,,,"['m', 'ɨ', 'n', 'a']"
Shuar-88_leg-1,,Shuar,88_leg,maku,maku,m a k u,None,Pellizzaro2005,625,,,,m a k u,1798,,,"['m', 'a', 'k', 'u']"
Shuar-89_tolie-1,,Shuar,89_tolie,tepesma,tepesma,t ɨ p ɨ + s + m a,None,Pellizzaro2005,2396,,,,t ɨ p ɨ + s + m a,4244 1152 1153,,,"['t', 'ɨ', 'p', 'ɨ', '+', 's', '+', 'm', 'a']"
Shuar-90_tolive-1,,Shuar,90_tolive,iwiák-,iwiák-,i w i a k,None,Pellizzaro2005,2418,,,,i w i a k,4267,,,"['i', 'w', 'i', 'a', 'k']"
Shuar-91_liver-1,,Shuar,91_liver,akape,akape,a k a p ɨ,None,Pellizzaro2005,647,,,,a k a p ɨ,1826,,,"['a', 'k', 'a', 'p', 'ɨ']"
Shuar-92_long-1,,Shuar,92_long,táinkiasip,táinkiasip,t ei ŋ kʲ a s i p,"Because of more semantic complexity, here is the variant: ésaram",Pellizzaro2005,680,,,,t ei ŋ kʲ a s i p,1868,,,"['t', 'ei', 'ŋ', 'kʲ', 'a', 's', 'i', 'p']"
Shuar-93_louse-1,,Shuar,93_louse,tema,tema,t ɨ m a,"This is the term for louse (in humans). Because of more morphological complexity, here is the variant for louse (in animals): temáish",Pellizzaro2005,693,,,,t ɨ m a,1887,,,"['t', 'ɨ', 'm', 'a']"
Shuar-94_manmalehuman-1,,Shuar,94_manmalehuman,áishmank,áishmank,e i ʃ m a !nk/ŋ,None,Pellizzaro2005,721,,,,e.i ʃ m a !nk/ŋ,1916,,,"['e.i', 'ʃ', 'm', 'a', '!nk/ŋ']"
Shuar-95_many-1,,Shuar,95_many,untsurí,untsurí,u n ts u ɾ i,None,Pellizzaro2005,731,,,,u n ts u ɾ i,1928,,,"['u', 'n', 'ts', 'u', 'ɾ', 'i']"
Shuar-96_meatflesh-1,,Shuar,96_meatflesh,namanke,namanke,n a m a ŋ k ɨ,None,Pellizzaro2005,758,,,,n a m a ŋ k ɨ ( - - - ),1957,,,"['n', 'a', 'm', 'a', 'ŋ', 'k', 'ɨ']"
Shuar-97_mother-1,,Shuar,97_mother,nuku,nuku,n u k u,None,Pellizzaro2005,778,,,,n u k u,1983,,,"['n', 'u', 'k', 'u']"
Shuar-98_mountain-1,,Shuar,98_mountain,náint,náint,n ei n t,None,Pellizzaro2005,809,,,,n ei n.t,2019,,,"['n', 'ei', 'n.t']"
Shuar-99_mouth-1,,Shuar,99_mouth,wene,wene,w ɨ n ɨ,None,Pellizzaro2005,834,,,,w ɨ n ɨ,2047,,,"['w', 'ɨ', 'n', 'ɨ']"
Shuar-102_near-1,,Shuar,102_near,tíjiuch’,tíjiuch’,t i h i u tʃˀ,None,Pellizzaro2005,917,,,,t i h i u tʃˀ,2144,,,"['t', 'i', 'h', 'i', 'u', 'tʃˀ']"
Shuar-103_neck-1,,Shuar,103_neck,kuntuj,kuntuj,k u n t u h,None,Pellizzaro2005,934,,,,k u n t u h,2158,,,"['k', 'u', 'n', 't', 'u', 'h']"
Shuar-104_new-1,,Shuar,104_new,yamáram,yamáram,j a m a + ɾ a m,None,Pellizzaro2005,967,,,,j a m a + ɾ a m,2192 874,,,"['j', 'a', 'm', 'a', '+', 'ɾ', 'a', 'm']"
Shuar-105_night-1,,Shuar,105_night,kashi,kashi,k a ʃ i,None,Pellizzaro2005,986,,,,k a ʃ i,2220,,,"['k', 'a', 'ʃ', 'i']"
Shuar-106_nose-1,,Shuar,106_nose,nuji̠,nuji̠,n u h i,None,Pellizzaro2005,1010,,,,n u h i,2253,,,"['n', 'u', 'h', 'i']"
Shuar-107_not-1,,Shuar,107_not,-ch,-ch,tʃ,"Because of order of entries, here are the variants: sh,ts",Pellizzaro2005,1038,,,,tʃ -,2295,,,['tʃ']
Shuar-108_old-1,,Shuar,108_old,arut,arut,a ɾ u t,"Because of more morphological complexity (and perhaps also semantic), here is the variant: úuntach’",Pellizzaro2005,1074,,,,a ɾ u t,2349,,,"['a', 'ɾ', 'u', 't']"
Shuar-109_one-1,,Shuar,109_one,chikíchik,chikíchik,tʃ i k i tʃ i k,None,Pellizzaro2005,1087,,,,tʃ i k i tʃ i k,2365,,,"['tʃ', 'i', 'k', 'i', 'tʃ', 'i', 'k']"
Shuar-110_other-1,,Shuar,110_other,chíkich,chíkich,tʃ i k i tʃ,None,Pellizzaro2005,1109,,,,tʃ i k i tʃ,2406,,,"['tʃ', 'i', 'k', 'i', 'tʃ']"
Shuar-111_person-1,,Shuar,111_person,aéntsu,aéntsu,a ɨ n ts u,None,Pellizzaro2005,1123,,,,a.ɨ n ts u,2438,,,"['a.ɨ', 'n', 'ts', 'u']"
Shuar-112_toplay-1,,Shuar,112_toplay,nakur-ús,nakur-ús,n a k u ɾ + u s,None,Pellizzaro2005,2430,,,,n a k u ɾ + u s,4284 4287,,,"['n', 'a', 'k', 'u', 'ɾ', '+', 'u', 's']"
Shuar-113_topull-1,,Shuar,113_topull,japí-k,japí-k,h a p i + k,None,Pellizzaro2005,2441,,,,h a p i + k -,4298 4304,,,"['h', 'a', 'p', 'i', '+', 'k']"
Shuar-114_topush-1,,Shuar,114_topush,útsu-k,útsu-k,u ts u + k,None,Pellizzaro2005,2471,,,,u ts u + k -,4330 4328,,,"['u', 'ts', 'u', '+', 'k']"
Shuar-115_torain-1,,Shuar,115_torain,yut-uk,yut-uk,j u t + u k,None,Pellizzaro2005,2479,,,,j u t - + u k,4347 4348,,,"['j', 'u', 't', '+', 'u', 'k']"
Shuar-116_red-1,,Shuar,116_red,kapántin,kapántin,k a p a n t i n,None,Pellizzaro2005,1137,,,,k a p a n t i n,2458,,,"['k', 'a', 'p', 'a', 'n', 't', 'i', 'n']"
Shuar-118_righthand-1,,Shuar,118_righthand,untsur,untsur,u n ts u ɾ,None,Pellizzaro2005,1182,,,,u n ts u ɾ,2526,,,"['u', 'n', 'ts', 'u', 'ɾ']"
Shuar-119_river-1,,Shuar,119_river,entsa,entsa,ɨ n ts a,None,Pellizzaro2005,1207,,,,ɨ n ts a,2552,,,"['ɨ', 'n', 'ts', 'a']"
Shuar-120_roadortrail-1,,Shuar,120_roadortrail,jíntia,jíntia,h i n tʲ a,None,Pellizzaro2005,1235,,,,h i n tʲ a,2596,,,"['h', 'i', 'n', 'tʲ', 'a']"
Shuar-121_root-1,,Shuar,121_root,kankap,kankap,k a ŋ k a p,None,Pellizzaro2005,1244,,,,k a ŋ k a p,2606,,,"['k', 'a', 'ŋ', 'k', 'a', 'p']"
Shuar-122_rope-1,,Shuar,122_rope,chápic,chápic,tʃ a p i k,None,Pellizzaro2005,1264,,,,tʃ a p i k,2638,,,"['tʃ', 'a', 'p', 'i', 'k']"
Shuar-123_rottenespeciallylog-1,,Shuar,123_rottenespeciallylog,kaúrma,kaúrma,k a u + ɾ + m a,None,Pellizzaro2005,1287,,,,k a.u + ɾ + m a,2669 895 897,,,"['k', 'a.u', '+', 'ɾ', '+', 'm', 'a']"
Shuar-124_torub-1,,Shuar,124_torub,kue-r,kue-r,k u ɨ + ɾ,"Because of examples amd more semantic complexity, here is the variant: majú-r",Pellizzaro2005,2490,,,,k u ɨ + ɾ,4360 241,,,"['k', 'u', 'ɨ', '+', 'ɾ']"
Shuar-125_salt-1,,Shuar,125_salt,wee,wee,w ɨː,This is the term for sa; (de vertiente Amazonica). Here is the name for sal (del mar): kachi,Pellizzaro2005,1306,,,,w ɨː,2698,,,"['w', 'ɨː']"
Shuar-127_say-1,,Shuar,127_say,chichá-s,chichá-s,tʃ i tʃ a + s,None,Pellizzaro2005,1346,,,,tʃ i tʃ a + s,2749 2762,,,"['tʃ', 'i', 'tʃ', 'a', '+', 's']"
Shuar-128_toscratchaswithfingernailstorelieveitch-1,,Shuar,128_toscratchaswithfingernailstorelieveitch,méek-ra,méek-ra,m eː k + ɾ a,None,Pellizzaro2005,2504,,,,m eː k + ɾ a,4374 4375,,,"['m', 'eː', 'k', '+', 'ɾ', 'a']"
Shuar-129_seaocean-1,,Shuar,129_seaocean,nayants,nayants,n a j a + n ts,None,Pellizzaro2005,3576,,,,n a j a + - n ts -,900 2785,,,"['n', 'a', 'j', 'a', '+', 'n', 'ts']"
Shuar-130_see-1,,Shuar,130_see,íim-sa,íi-sa,iː + s a,"Because or order of the entries, here is the variant: íim-sa",Pellizzaro2005,1401,,,,- iː + s a,2834 2835,,,"['iː', '+', 's', 'a']"
Shuar-132_tosew-1,,Shuar,132_tosew,apá-r,apá-r,a p a + ɾ,None,Pellizzaro2005,2517,,,,a p a + ɾ,4389 4390,,,"['a', 'p', 'a', '+', 'ɾ']"
Shuar-133_sharpasknife-1,,Shuar,133_sharpasknife,atsákamu,atsákamu,a ts a k a + m u,None,Pellizzaro2005,1433,,,,- ts a k a ts k a + m u,2882 946,,,"['a', 'ts', 'a', 'k', 'a', '+', 'm', 'u']"
Shuar-134_short-1,,Shuar,134_short,sútarach’,sútarach’,s u t a ɾ a tʃˀ,"Because it is not the most general meaning, here is the variant: sumpit",Pellizzaro2005,1447,,,,s u t a ɾ a tʃˀ,2904,,,"['s', 'u', 't', 'a', 'ɾ', 'a', 'tʃˀ']"
Shuar-135_tosing-1,,Shuar,135_tosing,nampés,nampés,n a m p ɨ + s,"Not sure about this form, the entry does not give much information: kantam-á",Pellizzaro2005,2528,,,,n a m p ɨ + s,4401 1203,,,"['n', 'a', 'm', 'p', 'ɨ', '+', 's']"
Shuar-136_sit-1,,Shuar,136_sit,pujú-s,pujú-s,p u h u + s,None,Pellizzaro2005,1480,,,,p u h u + s,2943 2944,,,"['p', 'u', 'h', 'u', '+', 's']"
Shuar-137_skinpersons-1,,Shuar,137_skinpersons,nuápe,nuápe,n u a p ɨ,None,Pellizzaro2005,1487,,,,n u - a p ɨ,2957,,,"['n', 'u', 'a', 'p', 'ɨ']"
Shuar-138_sky-1,,Shuar,138_sky,nayáimp’,nayáimp’,n a j e i m pˀ,None,Pellizzaro2005,1495,,,,n a j e.i m pˀ,2971,,,"['n', 'a', 'j', 'e.i', 'm', 'pˀ']"
Shuar-139_sleep-1,,Shuar,139_sleep,kaná-r,kaná-r,k a n a + ɾ,None,Pellizzaro2005,1520,,,,k a n a + ɾ,3010 3020,,,"['k', 'a', 'n', 'a', '+', 'ɾ']"
Shuar-141_tosmellperceiveodor-1,,Shuar,141_tosmellperceiveodor,meje-ás,meje-ás,m ɨ h ɨ + a s,None,Pellizzaro2005,2558,,,,m ɨ h ɨ + a s,4437 4438,,,"['m', 'ɨ', 'h', 'ɨ', '+', 'a', 's']"
Shuar-142_smokeoffire-1,,Shuar,142_smokeoffire,mukuíntiu,mukuíntiu,m u k u i n tʲ u,None,Pellizzaro2005,1566,,,,m u k u.i n ( tʲ u - - ),3071,,,"['m', 'u', 'k', 'u.i', 'n', 'tʲ', 'u']"
Shuar-143_smooth-1,,Shuar,143_smooth,piniúkma,piniúkma,p i ɲ u k m a,None,Pellizzaro2005,1583,,,,p i ɲ u ( k m a ),3095,,,"['p', 'i', 'ɲ', 'u', 'k', 'm', 'a']"
Shuar-144_snake-1,,Shuar,144_snake,napi,napi,n a p i,None,Pellizzaro2005,1606,,,,n a p i,3125,,,"['n', 'a', 'p', 'i']"
Shuar-145_snow-1,,Shuar,145_snow,etsétsentai,etsétsentai,ɨ ts ɨ ts ɨ n t ei,None,Pellizzaro2005,1628,,,,ɨ ts ɨ ts ɨ n t ei,3152,,,"['ɨ', 'ts', 'ɨ', 'ts', 'ɨ', 'n', 't', 'ei']"
Shuar-147_tospit-1,,Shuar,147_tospit,usúk-ia,usúk-ia,u s u kʲ + a,None,Pellizzaro2005,2568,,,,u s u kʲ + a,4450 4456,,,"['u', 's', 'u', 'kʲ', '+', 'a']"
Shuar-148_tosplit-1,,Shuar,148_tosplit,yumpu-ár,yumpu-ár,j u m p u + a ɾ,None,Pellizzaro2005,2589,,,,j u m p u + a ɾ,4478 4479,,,"['j', 'u', 'm', 'p', 'u', '+', 'a', 'ɾ']"
Shuar-149_tosqueeze-1,,Shuar,149_tosqueeze,ijiur-á,ijiur-á,i hʲ u ɾ + a,None,Pellizzaro2005,2595,,,,i hʲ u ɾ + a,4488 4496,,,"['i', 'hʲ', 'u', 'ɾ', '+', 'a']"
Shuar-150_tostaborstick-1,,Shuar,150_tostaborstick,akut-a,akut-a,a k u + t + a,'clavar algo lanzándolo',Pellizzaro2005,2611,,,,a k u + t + a,4516 1276 4517,,,"['a', 'k', 'u', '+', 't', '+', 'a']"
Shuar-151_tostand-1,,Shuar,151_tostand,wájaku,wájaku,w a h a + k u,None,Pellizzaro2005,2618,,,,w a h a + k u,4524 1280,,,"['w', 'a', 'h', 'a', '+', 'k', 'u']"
Shuar-152_star-1,,Shuar,152_star,yáa,yáa,j aː,None,Pellizzaro2005,1642,,,,j aː,3169,,,"['j', 'aː']"
Shuar-153_stickofwood-1,,Shuar,153_stickofwood,numi,numi,n u m i,None,Pellizzaro2005,1668,,,,n u m i,3206,,,"['n', 'u', 'm', 'i']"
Shuar-154_stone-1,,Shuar,154_stone,kaya,kaya,k a j a,None,Pellizzaro2005,1688,,,,k a j a,3241,,,"['k', 'a', 'j', 'a']"
Shuar-155_straight-1,,Shuar,155_straight,naka,naka,n a k a,None,Pellizzaro2005,1718,,,,n a k a,3280,,,"['n', 'a', 'k', 'a']"
Shuar-156_tosuck-1,,Shuar,156_tosuck,muku-n-a,muku-n-a,m u k u + n a,None,Pellizzaro2005,2630,,,,m u k u + n a,4540 4549,,,"['m', 'u', 'k', 'u', '+', 'n', 'a']"
Shuar-157_sun-1,,Shuar,157_sun,tsawái-nantu,tsawái-nantu,ts a w ei + n a n t u,None,Pellizzaro2005,1729,,,,- - ts a ( w ei ) + n a n t u,3299 3315,,,"['ts', 'a', 'w', 'ei', '+', 'n', 'a', 'n', 't', 'u']"
Shuar-158_toswell-1,,Shuar,158_toswell,tanká-r,tanká-r,t a ŋ k a + ɾ,None,Pellizzaro2005,2663,,,,t a ŋ k a + ɾ,4577 4578,,,"['t', 'a', 'ŋ', 'k', 'a', '+', 'ɾ']"
Shuar-159_toswim-1,,Shuar,159_toswim,yukuá-k,yukuá-k,j u k u + a + k,None,Pellizzaro2005,2674,,,,j u k u + a + k,4591 1304 1306,,,"['j', 'u', 'k', 'u', '+', 'a', '+', 'k']"
Shuar-160_tail-1,,Shuar,160_tail,ujuke,ujuke,u h u k ɨ,None,Pellizzaro2005,1759,,,,u h u k ɨ,3338,,,"['u', 'h', 'u', 'k', 'ɨ']"
Shuar-161_that-1,,Shuar,161_that,nu,nu,n u,None,Pellizzaro2005,1777,,,,- n u,3366,,,"['n', 'u']"
Shuar-162_there-1,,Shuar,162_there,nuí,nuí,n u i,None,Pellizzaro2005,1792,,,,- n u i,3394,,,"['n', 'u', 'i']"
Shuar-163_they-1,,Shuar,163_they,au,au,au,masculine,Pellizzaro2005,1814,,,,au,3434,,,['au']
Shuar-163_they-2,,Shuar,163_they,nii,nii,n iː,feminine,Pellizzaro2005,1808,,,,n iː,3426,,,"['n', 'iː']"
Shuar-164_thick-1,,Shuar,164_thick,kámpuram,kámpuram,k a m p u + ɾ a m,None,Pellizzaro2005,1822,,,,k a m p u + ɾ a m,3467 943,,,"['k', 'a', 'm', 'p', 'u', '+', 'ɾ', 'a', 'm']"
Shuar-165_thin-1,,Shuar,165_thin,yayu,yayu,j a j u,None,Pellizzaro2005,1856,,,,j a j u,3503,,,"['j', 'a', 'j', 'u']"
Shuar-166_tothink-1,,Shuar,166_tothink,enentáim-sa,enentáim-sa,ɨ n ɨ n t e i + m + s a,None,Pellizzaro2005,2697,,,,ɨ n ɨ n t e.i + m + s a,4619 4631 1312,,,"['ɨ', 'n', 'ɨ', 'n', 't', 'e.i', '+', 'm', '+', 's', 'a']"
Shuar-167_this-1,,Shuar,167_this,ju,ju,h u,None,Pellizzaro2005,1866,,,,h u,3520,,,"['h', 'u']"
Shuar-168_thou-1,,Shuar,168_thou,ame,ame,a m ɨ,None,Pellizzaro2005,1885,,,,a m ɨ,3552,,,"['a', 'm', 'ɨ']"
Shuar-169_three-1,,Shuar,169_three,menáintiu,menáintiu,m ɨ n a i n tʲ u,None,Pellizzaro2005,1916,,,,m ɨ n a.i n tʲ u,3596,,,"['m', 'ɨ', 'n', 'a.i', 'n', 'tʲ', 'u']"
Shuar-171_totie-1,,Shuar,171_totie,jinkiá-,jinkiá-,h i ŋ kʲ a,None,Pellizzaro2005,2738,,,,h i ŋ kʲ a,4683,,,"['h', 'i', 'ŋ', 'kʲ', 'a']"
Shuar-172_tongue-1,,Shuar,172_tongue,iniái,iniái,i ɲ e i,None,Pellizzaro2005,2833,,,,i ɲ e.i,4809,,,"['i', 'ɲ', 'e.i']"
Shuar-173_toothfrontratherthanmolar-1,,Shuar,173_toothfrontratherthanmolar,nai,nai,n e i,None,Pellizzaro2005,2856,,,,- n e.i,4843,,,"['n', 'e.i']"
Shuar-174_tree-1,,Shuar,174_tree,numi,numi,n u m i,None,Pellizzaro2005,2880,,,,n u m i,4884,,,"['n', 'u', 'm', 'i']"
Shuar-175_toturnchangeonesdirection-1,,Shuar,175_toturnchangeonesdirection,íik-ia,íik-ia,iː kʲ + a,None,Pellizzaro2005,2768,,,,iː kʲ + a,4724 4725,,,"['iː', 'kʲ', '+', 'a']"
Shuar-176_two-1,,Shuar,176_two,jímiar,jímiar,h i mʲ a ɾ,None,Pellizzaro2005,2899,,,,h i mʲ a ɾ,4923,,,"['h', 'i', 'mʲ', 'a', 'ɾ']"
Shuar-177_tovomit-1,,Shuar,177_tovomit,imia-k,imia-k,i + mʲ a + k,CAUS + stem,Pellizzaro2005,334,,,,i + mʲ a + k,1417 4729 4738,,,"['i', '+', 'mʲ', 'a', '+', 'k']"
Shuar-178_towalk-1,,Shuar,178_towalk,weká-sa,weká-sa,w ɨ k a + s a,None,Pellizzaro2005,2788,,,,w ɨ k a ( - - - ) + s a,4753 4763,,,"['w', 'ɨ', 'k', 'a', '+', 's', 'a']"
Shuar-180_towash-1,,Shuar,180_towash,nijiá-r,nijiá-r,n i hʲ a + ɾ,None,Pellizzaro2005,2806,,,,n i hʲ a + ɾ,4779 4786,,,"['n', 'i', 'hʲ', 'a', '+', 'ɾ']"
Shuar-181_water-1,,Shuar,181_water,entsa,entsa,ɨ n ts a,'agua de vertiente',Pellizzaro2005,2941,,,,ɨ n ts a,4987,,,"['ɨ', 'n', 'ts', 'a']"
Shuar-182_we-1,,Shuar,182_we,li,li,iː,None,Pellizzaro2005,2954,,,,iː,5015,,,['iː']
Shuar-183_wet-1,,Shuar,183_wet,jiniárma,jiniárma,h i nʲ a + ɾ + m a,None,Pellizzaro2005,298,,,,h i nʲ a + ɾ + m a,1386 1387 1385,,,"['h', 'i', 'nʲ', 'a', '+', 'ɾ', '+', 'm', 'a']"
Shuar-184_what-1,,Shuar,184_what,warí,warí,w a ɾ i,None,Pellizzaro2005,2991,,,,w a ɾ i,5079,,,"['w', 'a', 'ɾ', 'i']"
Shuar-185_when-1,,Shuar,185_when,urútai,urútai,u ɾ u t ei,None,Pellizzaro2005,3011,,,,- u ɾ u t ei - ( - - ),5107,,,"['u', 'ɾ', 'u', 't', 'ei']"
Shuar-187_white-1,,Shuar,187_white,puju,puju,p u h u,None,Pellizzaro2005,3044,,,,p u h u,5159,,,"['p', 'u', 'h', 'u']"
Shuar-188_who-1,,Shuar,188_who,ya,ya,j a,None,Pellizzaro2005,3071,,,,j a,5199,,,"['j', 'a']"
Shuar-189_wide-1,,Shuar,189_wide,wankáaram,wankáaram,w a ŋ k aː + ɾ a m,None,Pellizzaro2005,3091,,,,w a ŋ k aː + ɾ a m,5229 1391,,,"['w', 'a', 'ŋ', 'k', 'aː', '+', 'ɾ', 'a', 'm']"
Shuar-191_wind-1,,Shuar,191_wind,nase,nase,n a s ɨ,None,Pellizzaro2005,3129,,,,n a s ɨ,5277,,,"['n', 'a', 's', 'ɨ']"
Shuar-192_wing-1,,Shuar,192_wing,nánape,nánape,n a n a p ɨ,None,Pellizzaro2005,3152,,,,n a n a p ɨ,5307,,,"['n', 'a', 'n', 'a', 'p', 'ɨ']"
Shuar-194_withaccompanying-1,,Shuar,194_withaccompanying,-ja̠i,-ja̠i,h a i,None,Pellizzaro2005,3170,,,,h a i,5330,,,"['h', 'a', 'i']"
Shuar-195_woman-1,,Shuar,195_woman,nua,nua,n u a,None,Pellizzaro2005,3183,,,,n u - a,5351,,,"['n', 'u', 'a']"
Shuar-196_woods-1,,Shuar,196_woods,kampúntin,kampúntin,k a m p u n t i n,None,Pellizzaro2005,3222,,,,k a m p u n t i n,5400,,,"['k', 'a', 'm', 'p', 'u', 'n', 't', 'i', 'n']"
Shuar-197_worm-1,,Shuar,197_worm,aka,aka,a k a,None,Pellizzaro2005,3227,,,,a k a,5409,,,"['a', 'k', 'a']"
Shuar-198_ye-1,,Shuar,198_ye,átum,átum,a t u m,None,Pellizzaro2005,3240,,,,a t u m -,5433,,,"['a', 't', 'u', 'm']"
Shuar-199_year-1,,Shuar,199_year,uwí,uwí,u w i,None,Pellizzaro2005,3271,,,,u w i,5479,,,"['u', 'w', 'i']"
Shuar-200_yellow-1,,Shuar,200_yellow,yanku,yanku,j a ŋ k u,None,Pellizzaro2005,3294,,,,j a ŋ k u,5504,,,"['j', 'a', 'ŋ', 'k', 'u']"
Chibito-172_tongue-1,,Chibito,172_tongue,moaltsǔ (malsu),moaltsǔ,m o a l ts u,Tessmann: Zunge,Tessmann1930,2841,,,,m o a l ts u,4817,,,"['m', 'o', 'a', 'l', 'ts', 'u']"
Chibito-173_toothfrontratherthanmolar-1,,Chibito,173_toothfrontratherthanmolar,dzuī (tui),dzuī,dz u i,Tessmann: Zahn,Tessmann1930,2857,,,,dz u.i ( - - - ),4844,,,"['dz', 'u.i']"
Chibito-40_eye-1,,Chibito,40_eye,montsá (mantsá),montsá,m o n ts a,Tessmann: Auge,Tessmann1930,3524,,,,m o n ts a,841,,,"['m', 'o', 'n', 'ts', 'a']"
Chibito-36_ear-1,,Chibito,36_ear,otšī (otšji),otšī,o tʃ i,Tessmann: Ohr,Tessmann1930,3439,,,,o tʃ i,734,,,"['o', 'tʃ', 'i']"
Chibito-68_head-1,,Chibito,68_head,sótša,sótša,s o tʃ a,Tessmann: Kopf,Tessmann1930,368,,,,s o tʃ a,1470,,,"['s', 'o', 'tʃ', 'a']"
Chibito-66_hand-1,,Chibito,66_hand,nūl,nūl,n u l,Tessmann: Hand,Tessmann1930,305,,,,n u l,1394,,,"['n', 'u', 'l']"
Chibito-181_water-1,,Chibito,181_water,otšj,otšj,o tʃ j,Tessmann: Wasser,Tessmann1930,2934,,,,o tʃ j,4980,,,"['o', 'tʃ', 'j']"
Chibito-49_fire-1,,Chibito,49_fire,olho' (utšj),olho',o l h o,Tessmann: Feuer,Tessmann1930,29,,,,o l h o,1028,,,"['o', 'l', 'h', 'o']"
Chibito-157_sun-1,,Chibito,157_sun,nim (njim),nim,n i m,Tessmann: Sonne,Tessmann1930,1737,,,,n i m,3306,,,"['n', 'i', 'm']"
Chibito-154_stone-1,,Chibito,154_stone,tšē,tšē,tʃ e,Tessmann: Stein,Tessmann1930,1693,,,,tʃ e,3248,,,"['tʃ', 'e']"
Chibito-195_woman-1,,Chibito,195_woman,"udū, alu",udū,u d u,Tessmann: Frau,Tessmann1930,3190,,,,u d u,5358,,,"['u', 'd', 'u']"
Chibito-195_woman-2,,Chibito,195_woman,"udū, alu",alu,a l u,Tessmann: Frau,Tessmann1930,3207,,,,a l u,5373,,,"['a', 'l', 'u']"
Chibito-31_dog-1,,Chibito,31_dog,šu',šu',ʃ u,Tessmann: Hund,Tessmann1930,3353,,,,ʃ u,625,,,"['ʃ', 'u']"
Chibito-153_stickofwood-1,,Chibito,153_stickofwood,mitš,mitš,m i tʃ,Tessmann: Stock,Tessmann1930,2307,,,,m i tʃ,411,,,"['m', 'i', 'tʃ']"
Chibito-109_one-1,,Chibito,109_one,etsí,etsí,e ts i,Tessmann: eins,Tessmann1930,1092,,,,e ts i,2372,,,"['e', 'ts', 'i']"
Chibito-176_two-1,,Chibito,176_two,optšē,optšē,o p tʃ e,Tessmann: zwei,Tessmann1930,2905,,,,o p tʃ e,4931,,,"['o', 'p', 'tʃ', 'e']"
Chibito-169_three-1,,Chibito,169_three,útsi,útsi,u ts i,Tessmann: drei,Tessmann1930,2953,,,,u ts i,501,,,"['u', 'ts', 'i']"
Chibito-187_white-1,,Chibito,187_white,utsūtš (atsutš),utsūtš,u ts u tʃ,Tessmann: weiß,Tessmann1930,3053,,,,u ts u tʃ,5166,,,"['u', 'ts', 'u', 'tʃ']"
Chibito-15_black-1,,Chibito,15_black,utsálmana,utsálmana,u ts a l m a n a,Tessmann: schwarz,Tessmann1930,2142,,,,u ts a l m a n a,389,,,"['u', 'ts', 'a', 'l', 'm', 'a', 'n', 'a']"
Chibito-116_red-1,,Chibito,116_red,mútsmana,mútsmana,m u ts m a n a,Tessmann: rot,Tessmann1930,1143,,,,m u ts m a n a,2466,,,"['m', 'u', 'ts', 'm', 'a', 'n', 'a']"
Omurano-172_tongue-1,,Omurano,172_tongue,nateto,nateto,n a t e t o,Tessmann: Zunge,Tessmann1930,2845,,,,n a t e t o,4821,,,"['n', 'a', 't', 'e', 't', 'o']"
Omurano-173_toothfrontratherthanmolar-1,,Omurano,173_toothfrontratherthanmolar,nanani,nanani,n a n a n i,Tessmann: Zahn,Tessmann1930,2869,,,,n a n a n i,4856,,,"['n', 'a', 'n', 'a', 'n', 'i']"
Omurano-40_eye-1,,Omurano,40_eye,(a)natn̄n,natn̄n,n a t n n,Tessmann: Auge,Tessmann1930,3529,,,,n a t n n,847,,,"['n', 'a', 't', 'n', 'n']"
Omurano-36_ear-1,,Omurano,36_ear,(a)natsḗi̯yo,natsḗi̯yo,n a ts e i j o,Tessmann: Ohr,Tessmann1930,3446,,,,n a ts e i j o,743,,,"['n', 'a', 'ts', 'e', 'i', 'j', 'o']"
Omurano-68_head-1,,Omurano,68_head,naneyalok,naneyalok,n a n e j a l o k,Tessmann: Kopf,Tessmann1930,371,,,,n a n e j a l o k,1477,,,"['n', 'a', 'n', 'e', 'j', 'a', 'l', 'o', 'k']"
Omurano-66_hand-1,,Omurano,66_hand,(a)na̯óra,na̯óra,n a o r a,Tessmann: Hand,Tessmann1930,316,,,,n a o r a,1400,,,"['n', 'a', 'o', 'r', 'a']"
Omurano-181_water-1,,Omurano,181_water,tówă,tówă,t o w a,Tessmann: Wasser,Tessmann1930,2937,,,,t o w a,4983,,,"['t', 'o', 'w', 'a']"
Omurano-49_fire-1,,Omurano,49_fire,ínjo,ínjo,i ɲ o,Tessmann: Feuer,Tessmann1930,34,,,,i ɲ o,1033,,,"['i', 'ɲ', 'o']"
