ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Alignment,Partial_Cognacy,Borrowing,Morphemes,GroupedSounds
Juri-173_toothfrontratherthanmolar-1,,Juri,173_toothfrontratherthanmolar,ti tschäco,ti tschäco,t i + dʒ a c o,Martius: dens,Martius1867,2858,,,,t i ( - - - ) + dʒ a c o -,4844 4852,,,"['t', 'i', '+', 'dʒ', 'a', 'c', 'o']"
Juri-173_toothfrontratherthanmolar-2,,Juri,173_toothfrontratherthanmolar,su-seko,su-seko,s u + s e k o,Martius: dens,Martius1867,2876,,,,s u + s e k o -,4863 4864,,,"['s', 'u', '+', 's', 'e', 'k', 'o']"
Juri-173_toothfrontratherthanmolar-3,,Juri,173_toothfrontratherthanmolar,(tcha) tikou,tikou,t i k o u,Martius: dens,Martius1867,2857,,,,t i ( k o u ),4844,,,"['t', 'i', 'k', 'o', 'u']"
Juri-27_dayoppositeofnightratherthantimemeasure-1,,Juri,27_dayoppositeofnightratherthantimemeasure,oà,oà,o a,Martius: dies,Martius1867,3310,,,,o a -,560,,,"['o', 'a']"
Juri-27_dayoppositeofnightratherthantimemeasure-2,,Juri,27_dayoppositeofnightratherthantimemeasure,oáh,oáh,o a ʔ,Martius: dies,Martius1867,3310,,,,o a ʔ,560,,,"['o', 'a', 'ʔ']"
Juri-6_backpersons-1,,Juri,6_backpersons,tschu-ibaüh,tschu-ibaüh,dʒ u + i b a ɨ ʔ,Martius: dorsum,Martius1867,421,,,,dʒ u + i b a ɨ ʔ,154 155,,,"['dʒ', 'u', '+', 'i', 'b', 'a', 'ɨ', 'ʔ']"
Juri-38_toeat-1,,Juri,38_toeat,wähaú,wähaú,w a ʔ a u,Martius: edo,Martius1867,2125,,,,w a ʔ a u,3870,,,"['w', 'a', 'ʔ', 'a', 'u']"
Juri-78_i-1,,Juri,78_i,tshuu,tshuu,ts u u,Martius: ego,Martius1867,3407,,,,ts u u,7,,,"['ts', 'u', 'u']"
Juri-78_i-2,,Juri,78_i,súu,súu,s u u,Martius: ego,Martius1867,3407,,,,s u u,7,,,"['s', 'u', 'u']"
Juri-200_yellow-1,,Juri,200_yellow,goättä,goättä,g o a t t a,Martius: flavus,Martius1867,3287,,,,g o a t t a,5498,,,"['g', 'o', 'a', 't', 't', 'a']"
Juri-200_yellow-2,,Juri,200_yellow,ghuury,ghuury,g u u ɾʲ,Martius: flavus,Martius1867,3300,,,,g u u ɾʲ,5512,,,"['g', 'u', 'u', 'ɾʲ']"
Juri-200_yellow-3,,Juri,200_yellow,coeti,coeti,c o e t i,Martius: flavus,Martius1867,3301,,,,c o e t i,5513,,,"['c', 'o', 'e', 't', 'i']"
Juri-54_flower-1,,Juri,54_flower,noohwü,noohwü,n o o ʔ w ɨ,Martius: flos,Martius1867,105,,,,n o o ʔ w ɨ,1134,,,"['n', 'o', 'o', 'ʔ', 'w', 'ɨ']"
Juri-86_leaf-1,,Juri,86_leaf,nointjú,nointjú,n o i n t h u,Martius: folium,Martius1867,574,,,,n o i n t h u,1740,,,"['n', 'o', 'i', 'n', 't', 'h', 'u']"
Juri-86_leaf-2,,Juri,86_leaf,noiyóu,noiyóu,n o i j o u,Martius: folium,Martius1867,587,,,,n o i j o - u,1755,,,"['n', 'o', 'i', 'j', 'o', 'u']"
Juri-62_grass-1,,Juri,62_grass,pinóu,pinóu,p i n o u,Martius: gramen,Martius1867,223,,,,p i n o u,1290,,,"['p', 'i', 'n', 'o', 'u']"
Juri-111_person-1,,Juri,111_person,tschoko,tschoko,dʒ o k o,Martius: homo,Martius1867,1128,,,,dʒ o k o,2444,,,"['dʒ', 'o', 'k', 'o']"
Juri-111_person-2,,Juri,111_person,soku,soku,s o k u,Martius: homo,Martius1867,1136,,,,s o k u,2452,,,"['s', 'o', 'k', 'u']"
Juri-49_fire-1,,Juri,49_fire,ji,ji,h i,Martius: ignis,Martius1867,18,,,,h i,1019,,,"['h', 'i']"
Juri-49_fire-2,,Juri,49_fire,yy,yy,j j,Martius: ignis,Martius1867,45,,,,j j,1044,,,"['j', 'j']"
Juri-49_fire-3,,Juri,49_fire,ii,ii,i i,Martius: ignis,Martius1867,46,,,,i i,1045,,,"['i', 'i']"
Juri-67_he-1,,Juri,67_he,niy,niy,n i j,Martius: ille,Martius1867,347,,,,n i j,1437,,,"['n', 'i', 'j']"
Juri-21_childyoungpersonratherthanasrelationshipterm-1,,Juri,21_childyoungpersonratherthanasrelationshipterm,uhé,uhé,u ʔ e,Martius: infans,Martius1867,2982,,,,u ʔ e,506,,,"['u', 'ʔ', 'e']"
Juri-92_long-1,,Juri,92_long,mähä,mähä,m a ʔ a,Martius: longus,Martius1867,674,,,,m a ʔ a,1860,,,"['m', 'a', 'ʔ', 'a']"
Juri-92_long-2,,Juri,92_long,maêe,maêe,m a e e,Martius: longus,Martius1867,689,,,,m a e e,1876,,,"['m', 'a', 'e', 'e']"
Juri-92_long-3,,Juri,92_long,meyé,meyé,m e j e,Martius: longus,Martius1867,689,,,,m e j e,1876,,,"['m', 'e', 'j', 'e']"
Juri-12_big-1,,Juri,12_big,tihi,tihi,t i ʔ i,Martius: magnus,Martius1867,1643,,,,t i ʔ i,317,,,"['t', 'i', 'ʔ', 'i']"
Juri-12_big-2,,Juri,12_big,tiy,tiy,t i j,Martius: magnus,Martius1867,1751,,,,t i - j,332,,,"['t', 'i', 'j']"
Juri-66_hand-1,,Juri,66_hand,tschu-enóo,tschu-enóo,dʒ u + e n o o,Martius: manus,Martius1867,311,,,,dʒ u + e n o o,1397 1398,,,"['dʒ', 'u', '+', 'e', 'n', 'o', 'o']"
Juri-66_hand-2,,Juri,66_hand,su-unóo,su-unóo,s u + u n o o,Martius: manus,Martius1867,327,,,,s u + u n o o,1411 1398,,,"['s', 'u', '+', 'u', 'n', 'o', 'o']"
Juri-66_hand-3,,Juri,66_hand,(tcho) upumáu,upumáu,u p u m a u,Martius: manus,Martius1867,329,,,,u p u m a u,1413,,,"['u', 'p', 'u', 'm', 'a', 'u']"
Juri-129_seaocean-1,,Juri,129_seaocean,nada-tii,nada-tii,n a d a + t i i,Martius: mare,Martius1867,1372,,,,n a d a + t i i,2792 2793,,,"['n', 'a', 'd', 'a', '+', 't', 'i', 'i']"
Juri-77_husband-1,,Juri,77_husband,wesokoy,wesokoy,w e s o k o j,Martius: maritus (conjux),Martius1867,491,,,,w e s o k o j,1632,,,"['w', 'e', 's', 'o', 'k', 'o', 'j']"
Juri-97_mother-1,,Juri,97_mother,ijoho,ijoho,i h o ʔ o,Martius: mater,Martius1867,785,,,,i h o ʔ o,1989,,,"['i', 'h', 'o', 'ʔ', 'o']"
Juri-97_mother-2,,Juri,97_mother,suay,suay,s u a j,Martius: mater,Martius1867,798,,,,s u a j,2001,,,"['s', 'u', 'a', 'j']"
Juri-97_mother-3,,Juri,97_mother,iyuhó,iyuhó,i j u ʔ o,Martius: mater,Martius1867,800,,,,i j u ʔ o,2003,,,"['i', 'j', 'u', 'ʔ', 'o']"
Juri-98_mountain-1,,Juri,98_mountain,poa,poa,p o a,Martius: mons,Martius1867,814,,,,p o a,2023,,,"['p', 'o', 'a']"
Juri-28_todie-1,,Juri,28_todie,tschatsché,tschatsché,dʒ a dʒ e,Martius: morior,Martius1867,2054,,,,dʒ a dʒ e,3782,,,"['dʒ', 'a', 'dʒ', 'e']"
Juri-195_woman-1,,Juri,195_woman,suryu,suryu,s u ɾʲ u,Martius: mulier,Martius1867,3193,,,,s u ɾʲ u,5360,,,"['s', 'u', 'ɾʲ', 'u']"
Juri-106_nose-1,,Juri,106_nose,tschu-ugónne,tschu-ugónne,dʒ u + u g o n n e,Martius: nasus,Martius1867,1012,,,,dʒ u + u g o n n e,2254 2261,,,"['dʒ', 'u', '+', 'u', 'g', 'o', 'n', 'n', 'e']"
Juri-106_nose-2,,Juri,106_nose,su-kane,su-kane,s u + k a n e,Martius: nasus,Martius1867,1029,,,,s u + - k a n - e,2274 2275,,,"['s', 'u', '+', 'k', 'a', 'n', 'e']"
Juri-106_nose-3,,Juri,106_nose,youcóne,youcóne,j o u c o n e,Martius: nasus,Martius1867,1030,,,,j o - u c o n - e,2276,,,"['j', 'o', 'u', 'c', 'o', 'n', 'e']"
Juri-15_black-1,,Juri,15_black,tschuhí,tschuhí,dʒ u ʔ i,Martius: niger,Martius1867,2158,,,,dʒ u ʔ i,392,,,"['dʒ', 'u', 'ʔ', 'i']"
Juri-15_black-2,,Juri,15_black,suy,suy,s u j,Martius: niger,Martius1867,2280,,,,s u j,407,,,"['s', 'u', 'j']"
Juri-15_black-3,,Juri,15_black,tuyí,tuyí,t u j i,Martius: niger,Martius1867,2158,,,,t u j i,392,,,"['t', 'u', 'j', 'i']"
Juri-107_not-1,,Juri,107_not,tiwá,tiwá,t i w a,Martius: non,Martius1867,1045,,,,t i w a,2301,,,"['t', 'i', 'w', 'a']"
Juri-107_not-2,,Juri,107_not,ghainà,ghainà,g a i n a,Martius: non,Martius1867,1057,,,,g a i n a,2313,,,"['g', 'a', 'i', 'n', 'a']"
Juri-182_we-1,,Juri,182_we,too,too,t o o,Martius: nos,Martius1867,2958,,,,t o o,5019,,,"['t', 'o', 'o']"
Juri-105_night-1,,Juri,105_night,taiaeboi,taiaeboi,t a i a e b o i,Martius: nox,Martius1867,989,,,,( t a i a e ) b o - i,2225,,,"['t', 'a', 'i', 'a', 'e', 'b', 'o', 'i']"
Juri-105_night-2,,Juri,105_night,toipuy,toipuy,t o i p u j,Martius: nox,Martius1867,1002,,,,t o i - - p u j,2237,,,"['t', 'o', 'i', 'p', 'u', 'j']"
Juri-105_night-3,,Juri,105_night,epóri,epóri,e p o ɾ i,Martius: nox,Martius1867,989,,,,( - - - - e ) p o ɾ i,2225,,,"['e', 'p', 'o', 'ɾ', 'i']"
Juri-82_tokill-1,,Juri,82_tokill,tschanutsché,tschanutsché,dʒ a n u dʒ e,Martius: occido,Martius1867,2351,,,,dʒ a n u dʒ e,4174,,,"['dʒ', 'a', 'n', 'u', 'dʒ', 'e']"
Juri-40_eye-1,,Juri,40_eye,tschu-äti,tschu-äti,dʒ u + a t i,Martius: oculus,Martius1867,3526,,,,dʒ u + - a t i,843 835,,,"['dʒ', 'u', '+', 'a', 't', 'i']"
Juri-40_eye-2,,Juri,40_eye,su-itty,su-itty,s u + i t tʲ,Martius: oculus,Martius1867,3540,,,,s u + i t tʲ,858 859,,,"['s', 'u', '+', 'i', 't', 'tʲ']"
Juri-40_eye-3,,Juri,40_eye,(tcho) ití,ití,i t i,Martius: oculus,Martius1867,3518,,,,- i t i,835,,,"['i', 't', 'i']"
Juri-141_tosmellperceiveodor-1,,Juri,141_tosmellperceiveodor,tschu-nämä,tschu-nämä,dʒ u + n a m a,Martius: olfacio,Martius1867,2552,,,,dʒ u + n a m a,4430 4431,,,"['dʒ', 'u', '+', 'n', 'a', 'm', 'a']"
Juri-141_tosmellperceiveodor-2,,Juri,141_tosmellperceiveodor,schanême,schanême,ʒ a n e m e,Martius: olfacio,Martius1867,2565,,,,ʒ a - n e m e,4443,,,"['ʒ', 'a', 'n', 'e', 'm', 'e']"
Juri-99_mouth-1,,Juri,99_mouth,tschu-ijägh,tschu-ijägh,dʒ u + i h a g,"Martius: os, oris",Martius1867,840,,,,dʒ u + i h a g,2057 2058,,,"['dʒ', 'u', '+', 'i', 'h', 'a', 'g']"
Juri-99_mouth-2,,Juri,99_mouth,suya,suya,s u j a,"Martius: os, oris",Martius1867,855,,,,s u j a,2073,,,"['s', 'u', 'j', 'a']"
Juri-99_mouth-3,,Juri,99_mouth,(tcho) iá,iá,i a,"Martius: os, oris",Martius1867,857,,,,i a,2075,,,"['i', 'a']"
Juri-18_bone-1,,Juri,18_bone,niano,niano,n i a n o,"Martius: os, ossis",Martius1867,2771,,,,n i a n - o - - -,473,,,"['n', 'i', 'a', 'n', 'o']"
Juri-18_bone-2,,Juri,18_bone,(tcho) uinó,uinó,u i n o,"Martius: os, ossis",Martius1867,2886,,,,u i n o,489,,,"['u', 'i', 'n', 'o']"
Juri-39_egg-1,,Juri,39_egg,eaté,eaté,e a t e,Martius: ovum,Martius1867,3496,,,,e a t e,810,,,"['e', 'a', 't', 'e']"
Juri-44_father-1,,Juri,44_father,hato,hato,ʔ a t o,Martius: pater,Martius1867,3596,,,,ʔ a t o,927,,,"['ʔ', 'a', 't', 'o']"
Juri-44_father-2,,Juri,44_father,suâtu,suâtu,s u a t u,Martius: pater,Martius1867,3615,,,,s u a t u,940,,,"['s', 'u', 'a', 't', 'u']"
Juri-44_father-3,,Juri,44_father,háto,háto,ʔ a t o,Martius: pater,Martius1867,3596,,,,ʔ a t o,927,,,"['ʔ', 'a', 't', 'o']"
Juri-47_few-1,,Juri,47_few,ihi,ihi,i ʔ i,Martius: paucus,Martius1867,3656,,,,i ʔ i,995,,,"['i', 'ʔ', 'i']"
Juri-57_foot-1,,Juri,57_foot,tschu-óti,tschu-óti,dʒ u + o t i,Martius: pes,Martius1867,134,,,,dʒ u + - o t i,1177 1185,,,"['dʒ', 'u', '+', 'o', 't', 'i']"
Juri-57_foot-2,,Juri,57_foot,su-uty,su-uty,s u + u tʲ,Martius: pes,Martius1867,135,,,,s u + u tʲ -,1177 1200,,,"['s', 'u', '+', 'u', 'tʲ']"
Juri-57_foot-3,,Juri,57_foot,(tscho) u-óti,u-óti,u + o t i,Martius: pes,Martius1867,134,,,,- u + - o t i,1177 1185,,,"['u', '+', 'o', 't', 'i']"
Juri-50_fish-1,,Juri,50_fish,oöó,oöó,o o o,Martius: piscis,Martius1867,54,,,,o o o,1065,,,"['o', 'o', 'o']"
Juri-46_featherlargerfeathersratherthandown-1,,Juri,46_featherlargerfeathersratherthandown,naini,naini,n a i n i,Martius: pluma,Martius1867,3632,,,,n a i n i,960,,,"['n', 'a', 'i', 'n', 'i']"
Juri-121_root-1,,Juri,121_root,näti,näti,n a t i,Martius: radix,Martius1867,1248,,,,n a t i ( - ) - ( - ),2609,,,"['n', 'a', 't', 'i']"
Juri-116_red-1,,Juri,116_red,áhre,áhre,a ʔ ɾ e,Martius: ruber,Martius1867,1145,,,,a ʔ ɾ e,2469,,,"['a', 'ʔ', 'ɾ', 'e']"
Juri-116_red-2,,Juri,116_red,aré,aré,a ɾ e,Martius: ruber,Martius1867,1145,,,,a - ɾ e,2469,,,"['a', 'ɾ', 'e']"
Juri-116_red-3,,Juri,116_red,ahrí,ahrí,a ʔ ɾ i,Martius: ruber,Martius1867,1145,,,,a ʔ ɾ i,2469,,,"['a', 'ʔ', 'ɾ', 'i']"
Juri-16_blood-1,,Juri,16_blood,naigonihi,naigonihi,n a i g o n i ʔ i,Martius: sanguis,Martius1867,2458,,,,( n a i ) g o n i ( ʔ i ),432,,,"['n', 'a', 'i', 'g', 'o', 'n', 'i', 'ʔ', 'i']"
Juri-16_blood-2,,Juri,16_blood,ükon-ia,ükon-ia,ɨ k o n + i a,Martius: sanguis,Martius1867,2459,,,,( - ɨ - ) k o n - ( - - ) + - i - a,432 446,,,"['ɨ', 'k', 'o', 'n', '+', 'i', 'a']"
Juri-16_blood-3,,Juri,16_blood,ehcóni eri,ehcóni eri,e ʔ c o n i + e ɾ i,Martius: sanguis,Martius1867,2460,,,,( - e ʔ ) c o n i ( - - ) + - e ɾ i,432 449,,,"['e', 'ʔ', 'c', 'o', 'n', 'i', '+', 'e', 'ɾ', 'i']"
Juri-108_old-1,,Juri,108_old,itä,itä,i t a,Martius: senex,Martius1867,1066,,,,i t a,2342,,,"['i', 't', 'a']"
Juri-108_old-2,,Juri,108_old,raiuu,raiuu,ɾ a i u u,Martius: senex,Martius1867,1083,,,,ɾ a i u u,2356,,,"['ɾ', 'a', 'i', 'u', 'u']"
Juri-157_sun-1,,Juri,157_sun,ijü,ijü,i h ɨ,Martius: sol,Martius1867,1739,,,,i h ɨ,3308,,,"['i', 'h', 'ɨ']"
Juri-157_sun-2,,Juri,157_sun,yyú,yyú,j j u,Martius: sol,Martius1867,1755,,,,j j u,3323,,,"['j', 'j', 'u']"
Juri-157_sun-3,,Juri,157_sun,iyé,iyé,i j e,Martius: sol,Martius1867,1756,,,,i j e,3324,,,"['i', 'j', 'e']"
Juri-152_star-1,,Juri,152_star,ohngo,ohngo,o ʔ n g o,Martius: stella,Martius1867,1649,,,,o ʔ n g o,3179,,,"['o', 'ʔ', 'n', 'g', 'o']"
Juri-152_star-2,,Juri,152_star,ukoo,ukoo,u k o o,Martius: stella,Martius1867,1664,,,,u - k o o,3192,,,"['u', 'k', 'o', 'o']"
Juri-152_star-3,,Juri,152_star,oúco,oúco,o u c o,Martius: stella,Martius1867,1665,,,,o u c o -,3193,,,"['o', 'u', 'c', 'o']"
Juri-196_woods-1,,Juri,196_woods,noijú,noijú,n o i h u,Martius: sylva,Martius1867,3218,,,,n o i h u,5396,,,"['n', 'o', 'i', 'h', 'u']"
Juri-196_woods-2,,Juri,196_woods,noiyú,noiyú,n o i j u,Martius: sylva,Martius1867,3218,,,,n o i j u,5396,,,"['n', 'o', 'i', 'j', 'u']"
Juri-198_ye-1,,Juri,198_ye,wikú,wikú,w i k u,Martius: tu,Martius1867,3248,,,,w i k u,5444,,,"['w', 'i', 'k', 'u']"
Juri-198_ye-2,,Juri,198_ye,wiù,wiù,w i u,Martius: tu,Martius1867,3248,,,,w i - u,5444,,,"['w', 'i', 'u']"
Juri-76_tohuntgame-1,,Juri,76_tohuntgame,tschuinaihnió,tschuinaihnió,dʒ u i n a i ʔ n i o,Martius: venor,Martius1867,2331,,,,dʒ u i n a i ʔ n i o,4149,,,"['dʒ', 'u', 'i', 'n', 'a', 'i', 'ʔ', 'n', 'i', 'o']"
Juri-191_wind-1,,Juri,191_wind,yu-nia,yu-nia,j u + n i a,Martius: ventus,Martius1867,3136,,,,j u + n i a,5284 5285,,,"['j', 'u', '+', 'n', 'i', 'a']"
Juri-191_wind-2,,Juri,191_wind,rereáh,rereáh,ɾ e ɾ e a ʔ,Martius: ventus,Martius1867,3149,,,,ɾ e ɾ e a ʔ,5297,,,"['ɾ', 'e', 'ɾ', 'e', 'a', 'ʔ']"
Juri-130_see-1,,Juri,130_see,tschan igó,tschan igó,dʒ a n + i g o,Martius: video,Martius1867,1411,,,,dʒ a ( n ) + i g o,2844 2828,,,"['dʒ', 'a', 'n', '+', 'i', 'g', 'o']"
Juri-130_see-2,,Juri,130_see,schau-wiraku,schau-wiraku,ʒ a u + w i ɾ a k u,Martius: video,Martius1867,1412,,,,ʒ a.u ( - ) + w i ɾ a k u,2844 2845,,,"['ʒ', 'a.u', '+', 'w', 'i', 'ɾ', 'a', 'k', 'u']"
Juri-77_husband-2,,Juri,77_husband,tchoucú,tchoucú,dʒ o u c u,Martius: vir,Martius1867,503,,,,dʒ o u c u,1644,,,"['dʒ', 'o', 'u', 'c', 'u']"
Juri-63_green-1,,Juri,63_green,tschúhmŏ,tschúhmŏ,dʒ u ʔ m o,Martius: viridis,Martius1867,250,,,,dʒ u ʔ m o,1324,,,"['dʒ', 'u', 'ʔ', 'm', 'o']"
Juri-90_tolive-1,,Juri,90_tolive,nihcó,nihcó,n i ʔ c o,Martius: vivo,Martius1867,2413,,,,n i ʔ c o,4259,,,"['n', 'i', 'ʔ', 'c', 'o']"
Juri-109_one-1,,Juri,109_one,ghoméa,ghoméa,g o m e a,Martius: 1,Martius1867,1094,,,,g o m e a -,2374,,,"['g', 'o', 'm', 'e', 'a']"
Juri-109_one-2,,Juri,109_one,comäa,comäa,c o m a a,Martius: 1,Martius1867,1094,,,,c o m a a -,2374,,,"['c', 'o', 'm', 'a', 'a']"
Juri-109_one-3,,Juri,109_one,coméeh,coméeh,c o m e e ʔ,Martius: 1,Martius1867,1094,,,,c o m e e ʔ,2374,,,"['c', 'o', 'm', 'e', 'e', 'ʔ']"
Juri-176_two-1,,Juri,176_two,panga,panga,p a n g a,Martius: 2,Martius1867,2906,,,,p a n g a,4932,,,"['p', 'a', 'n', 'g', 'a']"
Juri-176_two-2,,Juri,176_two,peiá,peiá,p e i a,Martius: 2,Martius1867,2921,,,,p e i a,4948,,,"['p', 'e', 'i', 'a']"
Juri-176_two-3,,Juri,176_two,paoó,paoó,p a o o,Martius: 2,Martius1867,2922,,,,p a o o,4949,,,"['p', 'a', 'o', 'o']"
Juri-169_three-1,,Juri,169_three,umüea,umüea,u m ɨ e a,Martius: 3,Martius1867,1909,,,,u m ɨ e a,3588,,,"['u', 'm', 'ɨ', 'e', 'a']"
Juri-169_three-2,,Juri,169_three,gojogóba,gojogóba,g o h o g o b a,Martius: 3,Martius1867,1924,,,,g o h - o g o b a -,3606,,,"['g', 'o', 'h', 'o', 'g', 'o', 'b', 'a']"
Juri-169_three-3,,Juri,169_three,keuyecopáh,keuyecopáh,k e u j e c o p a ʔ,Martius: 3,Martius1867,1925,,,,k e u j e c o p a ʔ,3607,,,"['k', 'e', 'u', 'j', 'e', 'c', 'o', 'p', 'a', 'ʔ']"
Juri-58_four-1,,Juri,58_four,tariooma,tariooma,t a ɾ i o o m a,Martius: 4,Martius1867,169,,,,t a ɾ i o o m a,1226,,,"['t', 'a', 'ɾ', 'i', 'o', 'o', 'm', 'a']"
Juri-58_four-2,,Juri,58_four,tărăaóba,tărăaóba,t a ɾ a a o b a,Martius: 4,Martius1867,188,,,,t a ɾ a a o b a,1245,,,"['t', 'a', 'ɾ', 'a', 'a', 'o', 'b', 'a']"
Juri-58_four-3,,Juri,58_four,cominó púh,cominó púh,c o m i n o + p u ʔ,Martius: 4,Martius1867,189,,,,c o m i n o + p u ʔ,1246 1247,,,"['c', 'o', 'm', 'i', 'n', 'o', '+', 'p', 'u', 'ʔ']"
Juri-51_five-1,,Juri,51_five,ghomen-apa,ghomen-apa,g o m e n + a p a,Martius: 5,Martius1867,76,,,,g o m e n + a p a,1098 1099,,,"['g', 'o', 'm', 'e', 'n', '+', 'a', 'p', 'a']"
Juri-51_five-2,,Juri,51_five,ticomenáueba,ticomenáueba,t i c o m e n a u e b a,Martius: 5,Martius1867,94,,,,t i c o m e n a u e b a,1117,,,"['t', 'i', 'c', 'o', 'm', 'e', 'n', 'a', 'u', 'e', 'b', 'a']"
Juri-51_five-3,,Juri,51_five,wenóri,wenóri,w e n o ɾ i,Martius: 5,Martius1867,95,,,,w e n o ɾ i,1118,,,"['w', 'e', 'n', 'o', 'ɾ', 'i']"
Juri-31_dog-1,,Juri,31_dog,wéri,wéri,w e ɾ i,Martius: canis,Martius1867,3355,,,,w e ɾ i,627,,,"['w', 'e', 'ɾ', 'i']"
Juri-144_snake-1,,Juri,144_snake,göohti,göohti,g o o ʔ t i,Martius: serpens,Martius1867,1610,,,,g o o ʔ t i,3129,,,"['g', 'o', 'o', 'ʔ', 't', 'i']"
Coeruna-187_white-1,,Coeruna,187_white,hacoámö,hacoámö,ʔ a k o a m o,"Martius: albus, a, um",Martius1867,3054,,,,ʔ a k o a m o,5167,,,"['ʔ', 'a', 'k', 'o', 'a', 'm', 'o']"
Coeruna-3_animal-1,,Coeruna,3_animal,tschoaimá,tschoaimá,dʒ o a i m a,Martius: animal,Martius1867,3532,,,,dʒ o a i m a,85,,,"['dʒ', 'o', 'a', 'i', 'm', 'a']"
Coeruna-181_water-1,,Coeruna,181_water,nühó,nühó,n ɨ ʔ o,Martius: aqua,Martius1867,692,,,,n ɨ ʔ o,1886,,,"['n', 'ɨ', 'ʔ', 'o']"
Coeruna-174_tree-1,,Coeruna,174_tree,taina,taina,t a i n a,Martius: arbor /-na/ Huitotoan CLF:tree?,Martius1867,691,,,,t a - i n - - a,1883,,,"['t', 'a', 'i', 'n', 'a']"
Coeruna-69_tohear-1,,Coeruna,69_tohear,ojagotjötschá,ojagotjötschá,o h a g o + tʲ o + dʒ a,Martius: audire,Martius1867,2285,,,,( o ) h a g o + tʲ o + dʒ a,4075 1825 1840,,,"['o', 'h', 'a', 'g', 'o', '+', 'tʲ', 'o', '+', 'dʒ', 'a']"
Coeruna-13_bird-1,,Coeruna,13_bird,öhockgömö,öhockgömö,o ʔ o + !kg/k o m o,Martius: avis,Martius1867,1883,,,,o ʔ o - + !kg/k o m o,354 1424,,,"['o', 'ʔ', 'o', '+', '!kg/k', 'o', 'm', 'o']"
Coeruna-36_ear-1,,Coeruna,36_ear,comätoré,comätoré,k o m a t o ɾ e,Martius: auris,Martius1867,933,,,,k o m a t o ( ɾ e ),2157,,,"['k', 'o', 'm', 'a', 't', 'o', 'ɾ', 'e']"
Coeruna-32_todrink-1,,Coeruna,32_todrink,erecocó,erecocó,e ɾ e k o k o,"Martius: bibo, ere",Martius1867,2097,,,,e ɾ e k o k o,3835,,,"['e', 'ɾ', 'e', 'k', 'o', 'k', 'o']"
Coeruna-134_short-1,,Coeruna,134_short,aonamö,aonamö,a o n a m o,"Martius: brevis, e",Martius1867,1452,,,,a o n a m o,2908,,,"['a', 'o', 'n', 'a', 'm', 'o']"
Coeruna-65_hair-1,,Coeruna,65_hair,covaungeté,covaungeté,k o v a u n g e t e,Martius: capillus,Martius1867,277,,,,k o v a u n g e t e,1360,,,"['k', 'o', 'v', 'a', 'u', 'n', 'g', 'e', 't', 'e']"
Coeruna-68_head-1,,Coeruna,68_head,copia,copia,k + o p ia,Martius: caput,Martius1867,394,,,,k + o p ia,1506 1485,,,"['k', '+', 'o', 'p', 'ia']"
Coeruna-96_meatflesh-1,,Coeruna,96_meatflesh,goiá,goiá,g o i a,Martius: caro,Martius1867,761,,,,g o i a,1960,,,"['g', 'o', 'i', 'a']"
Coeruna-103_neck-1,,Coeruna,103_neck,conämoó,conämoó,k o n a m o o,Martius: collum,Martius1867,946,,,,( k o ) n a m o.o ( - - ),2166,,,"['k', 'o', 'n', 'a', 'm', 'o.o']"
Coeruna-88_leg-1,,Coeruna,88_leg,oemoná,oemoná,o e m o n a,Martius: crus,Martius1867,629,,,,o e m o n a,1802,,,"['o', 'e', 'm', 'o', 'n', 'a']"
Coeruna-137_skinpersons-1,,Coeruna,137_skinpersons,cunnühpehú,cunnühpehú,k u n n ɨ ʔ p e ʔ u,Martius: cutis,Martius1867,1509,,,,k u n n ɨ ʔ p e ʔ u,299,,,"['k', 'u', 'n', 'n', 'ɨ', 'ʔ', 'p', 'e', 'ʔ', 'u']"
Coeruna-173_toothfrontratherthanmolar-1,,Coeruna,173_toothfrontratherthanmolar,cuirí,cuirí,k u + i ɾ i,Martius: dens,Martius1867,2865,,,,k u + i ɾ i,4851,,,"['k', 'u', '+', 'i', 'ɾ', 'i']"
Coeruna-139_sleep-1,,Coeruna,139_sleep,coiná,coiná,k o i n a,"Martius: dormio, ire",Martius1867,1519,,,,k o.i n a,3010,,,"['k', 'o.i', 'n', 'a']"
Coeruna-6_backpersons-1,,Coeruna,6_backpersons,coamoho,coamoho,k oa m o ʔ o,Martius: dorsum,Martius1867,511,,,,( k ) oa m o ʔ o,166,,,"['k', 'oa', 'm', 'o', 'ʔ', 'o']"
Coeruna-38_toeat-1,,Coeruna,38_toeat,ucumá,ucumá,u k u + m a,"Martius: edo, ere",Martius1867,613,,,,u k u + m a,1782 3868,,,"['u', 'k', 'u', '+', 'm', 'a']"
Coeruna-78_i-1,,Coeruna,78_i,coáe,coáe,k o a e,Martius: ego,Martius1867,796,,,,k o a.e,2,,,"['k', 'o', 'a.e']"
Coeruna-200_yellow-1,,Coeruna,200_yellow,oassaimö,oassaimö,o a s s a i m o,"Martius: flavus, a, um",Martius1867,3285,,,,o a s s a i m o,5496,,,"['o', 'a', 's', 's', 'a', 'i', 'm', 'o']"
Coeruna-54_flower-1,,Coeruna,54_flower,aeeäé,aeeäé,a e e a e,Martius: flos,Martius1867,103,,,,a e e a e,1132,,,"['a', 'e', 'e', 'a', 'e']"
