ID	CONCEPT_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOCODE	CONCEPT_CONCEPTICON_ID	COMMENT	FAMILY	SUBGROUP	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGID	COGIDS	ALIGNMENT	MORPHEMES	STRUCTURE
3926	14_tobite	to bite	Urarina	Urarina	kal̪aá	kal̪aá	k a l a a		1403		Urarina	Isolate	1 7 5 7 7	AXBYZ	KALAA	26	26.K.C 26.A.V 26.L.C 26.A.V 26.A.V	2.0 1.5 1.75 1.3 0.8	kalaa	0	2189	3633	k a l a a	k a l a a	c v c v v
4149	14_tobite	to bite	Wampis	Huambisa	esait	esait	e s a i t		1403		Chicham	Chicham	7 3 7 7 1	XBYYN	ESAIT	27	27.E.V 27.S.C 27.A.V 27.I.V 27.T.c	1.5 1.75 1.3 1.3 0.8	esait	0	2178	3621	e s a i t	e s a i t	v c v v c
4374	14_tobite	to bite	Yagua	Yagua	yasu̠	yasu̠	j a s u		1403		Peba-Yagua	Peba-Yagua	6 7 3 7	AXBZ	JASY	32	32.J.C 32.A.V 32.S.C 32.Y.V	2.0 1.5 1.75 0.8	jasu	0	2191	3635	j a s u	j a s u	c v c v
4585	14_tobite	to bite	Yanesha	Yanesha'	at͡ʃɻeɲet͡s	at͡ʃɻeɲet͡s	a tʃ ɻ e ɲ e ts		1403		Arawakan	Arawakan	7 1 5 7 4 7 2	XBCYBYN	ATRENEC	34	34.A.V 34.T.C 34.R.C 34.E.V 34.N.C 34.E.V 34.C.c	1.5 1.75 1.5 1.3 1.75 1.3 0.8	atʃɻeɲets	0	2192	3636	a tʃ ɻ e ɲ e ts	a tʃ ɻ e ɲ e ts	v c c v c v c
4672	14_tobite	to bite	Zaparo	Záparo	tsainyu	tsainyu	ts a i ɲ u		1403		Zaparoan	Zaparoan	2 7 7 4 7	AXYBZ	CAINY	35	35.C.C 35.A.V 35.I.V 35.N.C 35.Y.V	2.0 1.5 1.3 1.75 0.8	tsaiɲu	0	2179	3622	ts a i ɲ u -	ts a i ɲ u	c v v c v
17	17_toblowofwind	to blow (of wind)	Iquito	Iquito	núuni	núuni	n uː n i		175	blow or blow on something	Zaparoan	Zaparoan	4 7 4 7	AXBZ	NYNI	11	11.N.C 11.Y.V 11.N.C 11.I.V	2.0 1.5 1.75 0.8	nuːni	0	2194	3650	n uː n i -	n uː n i	c v c v
567	17_toblowofwind	to blow (of wind)	Ocaina	Ocaina	ɸooɸo	ɸooɸo	ɸ oː ɸ o		175		Huitotoan	Huitotoan	3 7 3 7	AXBZ	BUBU	16	16.B.C 16.U.V 16.B.C 16.U.V	2.0 1.5 1.75 0.8	ɸoːɸo	0	2198	3654	ɸ oː ɸ o	ɸ oː ɸ o	c v c v
568	17_toblowofwind	to blow (of wind)	Ocaina	Ocaina	hɯɯʔxa	hɯɯʔxa	h ɯː ʔ x a		175		Huitotoan	Huitotoan	3 7 1 3 7	AXBCZ	HIHGA	16	16.H.C 16.I.V 16.H.C 16.G.C 16.A.V	2.0 1.5 1.75 1.5 0.8	hɯːʔxa	0	2208	3665	h ɯː ʔ x a	h ɯː ʔ x a	c v c c v
739	17_toblowofwind	to blow (of wind)	Resigaro	Resígaro	ɸóo kʰú	ɸóo kʰú	ɸ oː + kʰ u		175		Arawakan	Arawakan	3 7 9 1 7	AX_AX	BU_KY	20	20.B.C 20.U.V 20._._ 20.K.C 20.Y.V	2.0 1.5 0.0 2.0 1.5	ɸoː+kʰu	0	2199	3655 3656	ɸ oː + kʰ u	ɸ oː + kʰ u	c v + c v
958	17_toblowofwind	to blow (of wind)	WitotoMinica	Minica Huitoto	haiɲóde	haiɲóde	h ai ɲ o d e		175		Huitotoan	Huitotoan	3 7 4 7 1 7	AXBYBZ	HANUTE	29	29.H.C 29.A.V 29.N.C 29.U.V 29.T.C 29.E.V	2.0 1.5 1.75 1.3 1.75 0.8	haiɲode	0	2205	3663	h ai ɲ o d e	h ai ɲ o d e	c v c v c v
959	17_toblowofwind	to blow (of wind)	WitotoMinica	Minica Huitoto	ɸúude	ɸúude	ɸ uː d e		175		Huitotoan	Huitotoan	3 7 1 7	AXBZ	BYTE	29	29.B.C 29.Y.V 29.T.C 29.E.V	2.0 1.5 1.75 0.8	ɸuːde	0	2206	3663	ɸ uː - - d e	ɸ uː d e	c v c v
1163	17_toblowofwind	to blow (of wind)	WitotoMurui	Murui Huitoto	ɸuride	ɸuride	ɸ u r i d e		175		Huitotoan	Huitotoan	3 7 5 7 1 7	AXBYBZ	BYRITE	30	30.B.C 30.Y.V 30.R.C 30.I.V 30.T.C 30.E.V	2.0 1.5 1.75 1.3 1.75 0.8	ɸuride	0	2206	3663	ɸ u r i d e	ɸ u r i d e	c v c v c v
1164	17_toblowofwind	to blow (of wind)	WitotoMurui	Murui Huitoto	hɯɯde	hɯɯde	h ɯː d e		175		Huitotoan	Huitotoan	3 7 1 7	AXBZ	HITE	30	30.H.C 30.I.V 30.T.C 30.E.V	2.0 1.5 1.75 0.8	hɯːde	0	2205	3663	h ɯː - - d e	h ɯː d e	c v c v
1165	17_toblowofwind	to blow (of wind)	WitotoMurui	Murui Huitoto	ɸiraide	ɸiraide	ɸ i r ai d e		175		Huitotoan	Huitotoan	3 7 5 7 1 7	AXBYBZ	BIRATE	30	30.B.C 30.I.V 30.R.C 30.A.V 30.T.C 30.E.V	2.0 1.5 1.75 1.3 1.75 0.8	ɸiraide	0	2206	3663	ɸ i r ai d e	ɸ i r ai d e	c v c v c v
1166	17_toblowofwind	to blow (of wind)	WitotoMurui	Murui Huitoto	θaɯrɯride	θaɯrɯride	θ aɯ r ɯ r i d e		175		Huitotoan	Huitotoan	3 7 5 7 5 7 1 7	AXBYBYBZ	DARIRITE	30	30.D.C 30.A.V 30.R.C 30.I.V 30.R.C 30.I.V 30.T.C 30.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	θaɯrɯride	0	2209	3666	θ aɯ r ɯ r i d e	θ aɯ r ɯ r i d e	c v c v c v c v
1167	17_toblowofwind	to blow (of wind)	WitotoMurui	Murui Huitoto	betaride	betaride	b e t a r i d e		175		Huitotoan	Huitotoan	1 7 1 7 5 7 1 7	AXBYBYBZ	PETARITE	30	30.P.C 30.E.V 30.T.C 30.A.V 30.R.C 30.I.V 30.T.C 30.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	betaride	0	2210	3667	b e t a r i d e	b e t a r i d e	c v c v c v c v
1371	17_toblowofwind	to blow (of wind)	WitotoNipode	Nüpode Huitoto	haiɲóde	haiɲóde	h ai ɲ o d e		175		Huitotoan	Huitotoan	3 7 4 7 1 7	AXBYBZ	HANUTE	31	31.H.C 31.A.V 31.N.C 31.U.V 31.T.C 31.E.V	2.0 1.5 1.75 1.3 1.75 0.8	haiɲode	0	2205	3663	h ai ɲ o d e	h ai ɲ o d e	c v c v c v
1372	17_toblowofwind	to blow (of wind)	WitotoNipode	Nüpode Huitoto	púunoɗe	púunoɗe	p uː n o ɗ e		175		Huitotoan	Huitotoan	1 7 4 7 1 7	AXBYBZ	PYNUTE	31	31.P.C 31.Y.V 31.N.C 31.U.V 31.T.C 31.E.V	2.0 1.5 1.75 1.3 1.75 0.8	puːnoɗe	0	2206	3663	p uː n o ɗ e	p uː n o ɗ e	c v c v c v
1397	17_toblowofwind	to blow (of wind)	Aguaruna	Aguaruna	umpuut	umpuut	ʊ m p ʊː t		175		Chicham	Chicham	7 4 1 7 1	XMBYN	YMPYT	2	2.Y.V 2.M.c 2.P.C 2.Y.V 2.T.c	1.5 1.1 1.75 1.3 0.8	ʊmpʊːt	0	2193	3649	ʊ m p ʊː t - -	ʊ m p ʊː t	v c c v c
1535	17_toblowofwind	to blow (of wind)	Arabela	Arabela	nooniu	nooniu	n oː n i u		175		Zaparoan	Zaparoan	4 7 4 7 7	AXBYZ	NUNIY	4	4.N.C 4.U.V 4.N.C 4.I.V 4.Y.V	2.0 1.5 1.75 1.3 0.8	noːniu	0	2194	3650	n oː n i u	n oː n i u	c v c v v
1669	17_toblowofwind	to blow (of wind)	Candoshi-Shapra	Candoshi-Shapra	tapoossamaama	tapoossamaama	t a p oː s s a m aː m a		175		Candoshi-Shapra	Isolate	1 7 1 7 3 3 7 4 7 4 7	AXBYMBYBYBZ	TAPUSSAMAMA	6	6.T.C 6.A.V 6.P.C 6.U.V 6.S.c 6.S.C 6.A.V 6.M.C 6.A.V 6.M.C 6.A.V	2.0 1.5 1.75 1.3 1.1 1.75 1.3 1.75 1.3 1.75 0.8	tapoːssamaːma	0	2195	3651	t a p oː s s a m aː m a	t a p oː s s a m aː m a	c v c v c c v c v c v
1780	17_toblowofwind	to blow (of wind)	Chayahuita	Shawi	piwiɾin	piwiɾin	p i w i ɾ i n		175		Cahuapanan	Cahuapanan	1 7 6 7 5 7 4	AXBYBYN	PIWIRIN	8	8.P.C 8.I.V 8.W.C 8.I.V 8.R.C 8.I.V 8.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	piwiɾin	0	2196	3652	p i w i ɾ i n	p i w i ɾ i n	c v c v c v c
1909	17_toblowofwind	to blow (of wind)	Muniche	Muniche	ʂunu	ʂunu	ʂ u n u		175		Muniche	Isolate	3 7 4 7	AXBZ	SYNY	15	15.S.C 15.Y.V 15.N.C 15.Y.V	2.0 1.5 1.75 0.8	ʂunu	0	2197	3653	ʂ u n u	ʂ u n u	c v c v
2030	17_toblowofwind	to blow (of wind)	Taushiro	Taushiro	aʔxonɨ	aʔxonɨ	a ʔ x o n ɨ		175		Taushiro	Isolate	7 1 3 7 4 7	XBCYBZ	AHGUNI	23	23.A.V 23.H.C 23.G.C 23.U.V 23.N.C 23.I.V	1.5 1.75 1.5 1.3 1.75 0.8	aʔxonɨ	0	2202	3659	a ʔ x o n ɨ	a ʔ x o n ɨ	v c c v c v
2142	17_toblowofwind	to blow (of wind)	Waorani	Sabela	wo_õõ	wo_õõ	w o + o o		175		Waorani	Isolate	6 7 9 7 7	AX_XZ	WU_UU	28	28.W.C 28.U.V 28._._ 28.U.V 28.U.V	2.0 1.5 0.0 1.5 0.8	wo+oo	0	2204	3661 3662	w o + o o	w o + o o	c v + v v
2749	17_toblowofwind	to blow (of wind)	AchuarShiwiar	Achuar	umpuítin	umpuítin	u m p ui t i n		175		Chicham	Chicham	7 4 1 7 1 7 4	XMBYBYN	YMPYTIN	1	1.Y.V 1.M.c 1.P.C 1.Y.V 1.T.C 1.I.V 1.N.c	1.5 1.1 1.75 1.3 1.75 1.3 0.8	umpuitin	0	2193	3649	u m p ui t i n	u m p ui t i n	v c c v c v c
3379	17_toblowofwind	to blow (of wind)	Shiwilu	Jebero	pekku’palli	pekku’palli	pˀ ə k k u ʔ p a ʎ i		175		Cahuapanan	Cahuapanan	1 7 1 1 7 1 1 7 5 7	AXMBYMBYBZ	PEKKYHPALI	21	21.P.C 21.E.V 21.K.c 21.K.C 21.Y.V 21.H.c 21.P.C 21.A.V 21.L.C 21.I.V	2.0 1.5 1.1 1.75 1.3 1.1 1.75 1.3 1.75 0.8	pˀəkkuʔpaʎi	0	2200	3657	pˀ ə k k u ʔ p a ʎ i	pˀ ə k k u ʔ p a ʎ i	c v c c v c c v c v
3558	17_toblowofwind	to blow (of wind)	Shuar	Shuar	nasent-ka	nasent-ka	n a s ɨ n t + k a		175		Chicham	Chicham	4 7 3 7 4 1 9 1 7	AXBYLN_AX	NASINT_KA	22	22.N.C 22.A.V 22.S.C 22.I.V 22.N.c 22.T.c 22._._ 22.K.C 22.A.V	2.0 1.5 1.75 1.3 1.1 0.8 0.0 2.0 1.5	nasɨnt+ka	0	2201	3658 3656	n a s ɨ n t + k a	n a s ɨ n t + k a	c v c v c c + c v
3980	17_toblowofwind	to blow (of wind)	Urarina	Urarina	fɨɰakaá	fɨɰakaá	f ɨ ɰ a k a a		175		Urarina	Isolate	3 7 6 7 1 7 7	AXBYBYZ	BIJAKAA	26	26.B.C 26.I.V 26.J.C 26.A.V 26.K.C 26.A.V 26.A.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	fɨɰakaa	0	2203	3660	f ɨ ɰ a k a a	f ɨ ɰ a k a a	c v c v c v v
4153	17_toblowofwind	to blow (of wind)	Wampis	Huambisa	umput	umput	u m p u t		175		Chicham	Chicham	7 4 1 7 1	XMBYN	YMPYT	27	27.Y.V 27.M.c 27.P.C 27.Y.V 27.T.c	1.5 1.1 1.75 1.3 0.8	umput	0	2193	3649	u m p u t - -	u m p u t	v c c v c
4349	17_toblowofwind	to blow (of wind)	Yagua	Yagua	sadu	sadu	s a d u		175		Peba-Yagua	Peba-Yagua	3 7 1 7	AXBZ	SATY	32	32.S.C 32.A.V 32.T.C 32.Y.V	2.0 1.5 1.75 0.8	sadu	0	2205	3663	s a - - d u	s a d u	c v c v
4559	17_toblowofwind	to blow (of wind)	Yanesha	Yanesha'	atʲoreɲets	atʲoreɲets	a tʲ o ɾ e ɲ e ts		175		Arawakan	Arawakan	7 1 7 5 7 4 7 2	XBYBYBYN	ATURENEC	34	34.A.V 34.T.C 34.U.V 34.R.C 34.E.V 34.N.C 34.E.V 34.C.c	1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	atʲoɾeɲets	0	2207	3664	a tʲ o ɾ e ɲ e ts	a tʲ o ɾ e ɲ e ts	v c v c v c v c
20	19_tobreathe	to breathe	Iquito	Iquito	júnɨɨna iríini	júnɨɨna iríini	h u n ɨː n a + i r iː n i		1407	breathe	Zaparoan	Zaparoan	3 7 4 7 4 7 9 7 5 7 4 7	AXBYBZ_XBYBZ	HYNINA_IRINI	11	11.H.C 11.Y.V 11.N.C 11.I.V 11.N.C 11.A.V 11._._ 11.I.V 11.R.C 11.I.V 11.N.C 11.I.V	2.0 1.5 1.75 1.3 1.75 0.8 0.0 1.5 1.75 1.3 1.75 0.8	hunɨːna+iriːni	0	2215	3684 3681	h u n ɨː n a + - - i r iː n i - -	h u n ɨː n a + i r iː n i	c v c v c v + v c v c v
1400	19_tobreathe	to breathe	Aguaruna	Aguaruna	majatut	majatut	m a j a t ʊ t		1407		Chicham	Chicham	4 7 6 7 1 7 1	AXBYBYN	MAJATYT	2	2.M.C 2.A.V 2.J.C 2.A.V 2.T.C 2.Y.V 2.T.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	majatʊt	0	2211	3680	m a j - - a t ʊ t	m a j a t ʊ t	c v c v c v c
1538	19_tobreathe	to breathe	Arabela	Arabela	ɾiniu	ɾiniu	ɾ i n i u		1407		Zaparoan	Zaparoan	5 7 4 7 7	AXBYZ	RINIY	4	4.R.C 4.I.V 4.N.C 4.I.V 4.Y.V	2.0 1.5 1.75 1.3 0.8	ɾiniu	0	2212	3681	- - - ɾ i n i u -	ɾ i n i u	c v c v v
1671	19_tobreathe	to breathe	Candoshi-Shapra	Candoshi-Shapra	kanoosamaama	kanoosamaama	k a n oː s a m aː m a		1407		Candoshi-Shapra	Isolate	1 7 4 7 3 7 4 7 4 7	AXBYBYBYBZ	KANUSAMAMA	6	6.K.C 6.A.V 6.N.C 6.U.V 6.S.C 6.A.V 6.M.C 6.A.V 6.M.C 6.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	kanoːsamaːma	0	2213	3682	k a n oː s a m aː m a	k a n oː s a m aː m a	c v c v c v c v c v
1782	19_tobreathe	to breathe	Chayahuita	Shawi	niiɾin	niiɾin	n i i ɾ i n		1407		Cahuapanan	Cahuapanan	4 7 7 5 7 4	AXYBYN	NIIRIN	8	8.N.C 8.I.V 8.I.V 8.R.C 8.I.V 8.N.c	2.0 1.5 1.3 1.75 1.3 0.8	niiɾin	0	2214	3683	n i i ɾ i n	n i i ɾ i n	c v v c v c
1911	19_tobreathe	to breathe	Muniche	Muniche	ɾɨʔsma	ɾɨʔsma	ɾ ɨ ʔ s m a		1407		Muniche	Isolate	5 7 1 3 4 7	AXBCCZ	RIHSMA	15	15.R.C 15.I.V 15.H.C 15.S.C 15.M.C 15.A.V	2.0 1.5 1.75 1.5 1.5 0.8	ɾɨʔsma	0	2216	3685	ɾ ɨ ʔ s m a	ɾ ɨ ʔ s m a	c v c c c v
2145	19_tobreathe	to breathe	Waorani	Sabela	gẽbã	gẽbã	g e b a		1407		Waorani	Isolate	1 7 1 7	AXBZ	KEPA	28	28.K.C 28.E.V 28.P.C 28.A.V	2.0 1.5 1.75 0.8	geba	0	2219	3689	g e b a	g e b a	c v c v
2751	19_tobreathe	to breathe	AchuarShiwiar	Achuar	mayáiratin	mayáiratin	m a j ɨi r a t i n		1407		Chicham	Chicham	4 7 6 7 5 7 1 7 4	AXBYBYBYN	MAJIRATIN	1	1.M.C 1.A.V 1.J.C 1.I.V 1.R.C 1.A.V 1.T.C 1.I.V 1.N.c	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	majɨiratin	0	2211	3680	m a j ɨi r a t i n	m a j ɨi r a t i n	c v c v c v c v c
3381	19_tobreathe	to breathe	Shiwilu	Jebero	neripalli	neripalli	n ə ɾ i p a ʎ i		1407		Cahuapanan	Cahuapanan	4 7 5 7 1 7 5 7	AXBYBYBZ	NERIPALI	21	21.N.C 21.E.V 21.R.C 21.I.V 21.P.C 21.A.V 21.L.C 21.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	nəɾipaʎi	0	2217	3686	n ə ɾ i p a ʎ i	n ə ɾ i p a ʎ i	c v c v c v c v
3560	19_tobreathe	to breathe	Shuar	Shuar	mayat-ka	mayat-ka	m a j a t + k a		1407		Chicham	Chicham	4 7 6 7 1 9 1 7	AXBYN_AX	MAJAT_KA	22	22.M.C 22.A.V 22.J.C 22.A.V 22.T.c 22._._ 22.K.C 22.A.V	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5	majat+ka	0	2211	3680 3687	m a j - - a t - - + k a	m a j a t + k a	c v c v c + c v
3990	19_tobreathe	to breathe	Urarina	Urarina	n̪ed̺aiɲãã́	n̪ed̺aiɲãã́	n e d a i ɲ a a		1407		Urarina	Isolate	4 7 1 7 7 4 7 7	AXBYYBYZ	NETAINAA	26	26.N.C 26.E.V 26.T.C 26.A.V 26.I.V 26.N.C 26.A.V 26.A.V	2.0 1.5 1.75 1.3 1.3 1.75 1.3 0.8	nedaiɲaa	0	2218	3688	n e d a i ɲ a a	n e d a i ɲ a a	c v c v v c v v
4154	19_tobreathe	to breathe	Wampis	Huambisa	mayat	mayat	m a j a t		1407	también mayatat	Chicham	Chicham	4 7 6 7 1	AXBYN	MAJAT	27	27.M.C 27.A.V 27.J.C 27.A.V 27.T.c	2.0 1.5 1.75 1.3 0.8	majat	0	2211	3680	m a j - - a t - -	m a j a t	c v c v c
4348	19_tobreathe	to breathe	Yagua	Yagua	sanari	sanari	s a n a r i		1407		Peba-Yagua	Peba-Yagua	3 7 4 7 5 7	AXBYBZ	SANARI	32	32.S.C 32.A.V 32.N.C 32.A.V 32.R.C 32.I.V	2.0 1.5 1.75 1.3 1.75 0.8	sanari	0	2220	3690	s a n a r i	s a n a r i	c v c v c v
4558	19_tobreathe	to breathe	Yanesha	Yanesha'	oɻeɻeɲets	oɻeɻeɲets	o ɻ e ɻ e ɲ e ts		1407		Arawakan	Arawakan	7 5 7 5 7 4 7 2	XBYBYBYN	URERENEC	34	34.U.V 34.R.C 34.E.V 34.R.C 34.E.V 34.N.C 34.E.V 34.C.c	1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	oɻeɻeɲets	0	2221	3681	o ɻ e ɻ e ɲ e - ts	o ɻ e ɻ e ɲ e ts	v c v c v c v c
21	20_toburnintrans	to burn (intrans)	Iquito	Iquito	núùnì	núùnì	n uː n i		1428		Zaparoan	Zaparoan	4 7 4 7	AXBZ	NYNI	11	11.N.C 11.Y.V 11.N.C 11.I.V	2.0 1.5 1.75 0.8	nuːni	1	2223	3698	n uː n i	n uː n i	c v c v
2752	20_toburnintrans	to burn (intrans)	AchuarShiwiar	Achuar	kéektin	kéektin	k ɨː k t i n		1428		Chicham	Chicham	1 7 1 1 7 4	AXMBYN	KIKTIN	1	1.K.C 1.I.V 1.K.c 1.T.C 1.I.V 1.N.c	2.0 1.5 1.1 1.75 1.3 0.8	kɨːktin	0	2222	3697	k ɨː k t i n	k ɨː k t i n	c v c c v c
3382	20_toburnintrans	to burn (intrans)	Shiwilu	Jebero	uluntaplli	uluntaplli	u l u n d a p ʎ i		1428		Cahuapanan	Cahuapanan	7 5 7 4 1 7 1 5 7	XBYMBYBCZ	YLYNTAPLI	21	21.Y.V 21.L.C 21.Y.V 21.N.c 21.T.C 21.A.V 21.P.C 21.L.C 21.I.V	1.5 1.75 1.3 1.1 1.75 1.3 1.75 1.5 0.8	ulundapʎi	0	2224	3699	u l u n d a p ʎ i	u l u n d a p ʎ i	v c v c c v c c v
3561	20_toburnintrans	to burn (intrans)	Shuar	Shuar	kée-k	kée-k	k eː + k		1428		Chicham	Chicham	1 7 9 1	AX_A	KE_K	22	22.K.C 22.E.V 22._._ 22.K.C	2.0 1.5 0.0 2.0	keː+k	0	2225	3700 3701	k eː + k	k eː + k	c v + c
4054	20_toburnintrans	to burn (intrans)	Urarina	Urarina	ahaat̪í	ahaat̪í	a h a a t i		1428		Urarina	Isolate	7 3 7 7 1 7	XBYYBZ	AHAATI	26	26.A.V 26.H.C 26.A.V 26.A.V 26.T.C 26.I.V	1.5 1.75 1.3 1.3 1.75 0.8	ahaati	0	2226	3702	a h a a t i	a h a a t i	v c v v c v
4216	20_toburnintrans	to burn (intrans)	Wampis	Huambisa	esat	esat	e s a t		1428		Chicham	Chicham	7 3 7 1	XBYN	ESAT	27	27.E.V 27.S.C 27.A.V 27.T.c	1.5 1.75 1.3 0.8	esat	0	2227	3703	e s a t	e s a t	v c v c
4379	20_toburnintrans	to burn (intrans)	Yagua	Yagua	yarupa	yarupa	j a r u p a		1428		Peba-Yagua	Peba-Yagua	6 7 5 7 1 7	AXBYBZ	JARYPA	32	32.J.C 32.A.V 32.R.C 32.Y.V 32.P.C 32.A.V	2.0 1.5 1.75 1.3 1.75 0.8	jarupa	0	2228	3704	j a r u p a	j a r u p a	c v c v c v
4383	20_toburnintrans	to burn (intrans)	Yagua	Yagua	arupa	arupa	a r u p a		1428		Peba-Yagua	Peba-Yagua	7 5 7 1 7	XBYBZ	ARYPA	32	32.A.V 32.R.C 32.Y.V 32.P.C 32.A.V	1.5 1.75 1.3 1.75 0.8	arupa	0	2228	3704	- a r u p a	a r u p a	v c v c v
4590	20_toburnintrans	to burn (intrans)	Yanesha	Yanesha'	et͡ʃomweɲet͡s	et͡ʃomweɲet͡s	e tʃ o m w e ɲ e ts		1428		Arawakan	Arawakan	7 1 7 4 6 7 4 7 2	XBYBCYBYN	ETUMWENEC	34	34.E.V 34.T.C 34.U.V 34.M.C 34.W.C 34.E.V 34.N.C 34.E.V 34.C.c	1.5 1.75 1.3 1.75 1.5 1.3 1.75 1.3 0.8	etʃomweɲets	0	2229	3705	e tʃ o m w e ɲ e ts	e tʃ o m w e ɲ e ts	v c v c c v c v c
25	24_tocome	to come	Iquito	Iquito	aníini	aníini	a n iː n i		1446	come	Zaparoan	Zaparoan	7 4 7 4 7	XBYBZ	ANINI	11	11.A.V 11.N.C 11.I.V 11.N.C 11.I.V	1.5 1.75 1.3 1.75 0.8	aniːni	0	2231	3709	a n iː n i -	a n iː n i	v c v c v
487	24_tocome	to come	Ocaina	Ocaina	aa	aa	aː		1446		Huitotoan	Huitotoan	7	X	A	16	16.A.V	1.5	aː	0	2236	3717	aː - -	aː	v
488	24_tocome	to come	Ocaina	Ocaina	ɯɯ	ɯɯ	ɯː		1446		Huitotoan	Huitotoan	7	X	I	16	16.I.V	1.5	ɯː	0	2244	3725	ɯː	ɯː	v
489	24_tocome	to come	Ocaina	Ocaina	aahi	aahi	aː h i		1446		Huitotoan	Huitotoan	7 3 7	XBZ	AHI	16	16.A.V 16.H.C 16.I.V	1.5 1.75 0.8	aːhi	0	2236	3717	aː h i	aː h i	v c v
677	24_tocome	to come	Resigaro	Resígaro	tsaʔnú	tsaʔnú	td a ʔ n u		1446		Arawakan	Arawakan	1 7 1 4 7	AXBCZ	TAHNY	20	20.T.C 20.A.V 20.H.C 20.N.C 20.Y.V	2.0 1.5 1.75 1.5 0.8	tdaʔnu	0	2237	3718	td a ʔ n u	td a ʔ n u	c v c c v
873	24_tocome	to come	WitotoMinica	Minica Huitoto	bíte	bíte	b i t e		1446		Huitotoan	Huitotoan	1 7 1 7	AXBZ	PITE	29	29.P.C 29.I.V 29.T.C 29.E.V	2.0 1.5 1.75 0.8	bite	0	2242	3723	b i t e	b i t e	c v c v
1087	24_tocome	to come	WitotoMurui	Murui Huitoto	bite	bite	b i t e		1446		Huitotoan	Huitotoan	1 7 1 7	AXBZ	PITE	30	30.P.C 30.I.V 30.T.C 30.E.V	2.0 1.5 1.75 0.8	bite	0	2242	3723	b i t e	b i t e	c v c v
1292	24_tocome	to come	WitotoNipode	Nüpode Huitoto	bíɗe	bíɗe	b i ɗ e		1446		Huitotoan	Huitotoan	1 7 1 7	AXBZ	PITE	31	31.P.C 31.I.V 31.T.C 31.E.V	2.0 1.5 1.75 0.8	biɗe	0	2242	3723	b i ɗ e	b i ɗ e	c v c v
1402	24_tocome	to come	Aguaruna	Aguaruna	minit	minit	m i n i t		1446		Chicham	Chicham	4 7 4 7 1	AXBYN	MINIT	2	2.M.C 2.I.V 2.N.C 2.I.V 2.T.c	2.0 1.5 1.75 1.3 0.8	minit	0	2230	3708	m i - n i t - -	m i n i t	c v c v c
1540	24_tocome	to come	Arabela	Arabela	niniu	niniu	n i n i u		1446		Zaparoan	Zaparoan	4 7 4 7 7	AXBYZ	NINIY	4	4.N.C 4.I.V 4.N.C 4.I.V 4.Y.V	2.0 1.5 1.75 1.3 0.8	niniu	0	2231	3709	- n i n i u	n i n i u	c v c v v
1672	24_tocome	to come	Candoshi-Shapra	Candoshi-Shapra	nantaɾaŋkitʃ	nantaɾaŋkitʃ	n a n t a ɾ a ŋ k i tʃ		1446		Candoshi-Shapra	Isolate	4 7 4 1 7 5 7 4 1 7 1	AXMBYBYMBYN	NANTARANKIT	6	6.N.C 6.A.V 6.N.c 6.T.C 6.A.V 6.R.C 6.A.V 6.N.c 6.K.C 6.I.V 6.T.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 1.1 1.75 1.3 0.8	nantaɾaŋkitʃ	0	2233	3711	n a n t a ɾ a ŋ k i tʃ	n a n t a ɾ a ŋ k i tʃ	c v c c v c v c c v c
1784	24_tocome	to come	Chayahuita	Shawi	wɨʔnin	wɨʔnin	w ɨ ʔ n i n		1446		Cahuapanan	Cahuapanan	6 7 1 4 7 4	AXBCYN	WIHNIN	8	8.W.C 8.I.V 8.H.C 8.N.C 8.I.V 8.N.c	2.0 1.5 1.75 1.5 1.3 0.8	wɨʔnin	0	2230	3708	w ɨ ʔ n - - i n	w ɨ ʔ n i n	c v c c v c
1913	24_tocome	to come	Muniche	Muniche	ma	ma	m a		1446		Muniche	Isolate	4 7	AX	MA	15	15.M.C 15.A.V	2.0 1.5	ma	0	2235	3716	m a	m a	c v
2033	24_tocome	to come	Taushiro	Taushiro	intɨ	intɨ	i n t ɨ		1446		Taushiro	Isolate	7 4 1 7	XMBZ	INTI	23	23.I.V 23.N.c 23.T.C 23.I.V	1.5 1.1 1.75 0.8	intɨ	0	2239	3720	i n t ɨ	i n t ɨ	v c c v
2147	24_tocome	to come	Waorani	Sabela	põ	põ	p o		1446		Waorani	Isolate	1 7	AX	PU	28	28.P.C 28.U.V	2.0 1.5	po	0	2241	3722	p o	p o	c v
