ID	CONCEPT_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOCODE	CONCEPT_CONCEPTICON_ID	COMMENT	FAMILY	SUBGROUP	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGID	COGIDS	ALIGNMENT	MORPHEMES	STRUCTURE
2535	24_tocome	to come	Bora	Bora	ʦʰaá	ʦʰaá	tsʰ a a		1446		Boran	Boran	2 7 7	AXZ	CAA	5	5.C.C 5.A.V 5.A.V	2.0 1.5 0.8	tsʰaa	0	2232	3710	tsʰ a a	tsʰ a a	c v v
2536	24_tocome	to come	Muinane	Muinane	sáá-ʔi	sáá-ʔi	s a a + ʔ i		1446		Boran	Boran	3 7 7 9 1 7	AXZ_AX	SAA_HI	14	14.S.C 14.A.V 14.A.V 14._._ 14.H.C 14.I.V	2.0 1.5 0.8 0.0 2.0 1.5	saa+ʔi	0	2232	3710 3715	s a a + ʔ i	s a a + ʔ i	c v v + c v
2756	24_tocome	to come	AchuarShiwiar	Achuar	winítin	winítin	v i n i t i n		1446		Chicham	Chicham	3 7 4 7 1 7 4	AXBYBYN	BINITIN	1	1.B.C 1.I.V 1.N.C 1.I.V 1.T.C 1.I.V 1.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	vinitin	0	2230	3708	v i - n i t i n	v i n i t i n	c v c v c v c
3384	24_tocome	to come	Shiwilu	Jebero	uk’apalli	uk’apalli	u k ʔ a p a ʎ i		1446	There is also other entry and the examples given for both are the same: wek’apalli	Cahuapanan	Cahuapanan	7 1 1 7 1 7 5 7	XMBYBYBZ	YKHAPALI	21	21.Y.V 21.K.c 21.H.C 21.A.V 21.P.C 21.A.V 21.L.C 21.I.V	1.5 1.1 1.75 1.3 1.75 1.3 1.75 0.8	ukʔapaʎi	0	2238	3719	u k ʔ a p a ʎ i	u k ʔ a p a ʎ i	v c c v c v c v
3564	24_tocome	to come	Shuar	Shuar	winí-	winí-	w i n i		1446		Chicham	Chicham	6 7 4 7	AXBZ	WINI	22	22.W.C 22.I.V 22.N.C 22.I.V	2.0 1.5 1.75 0.8	wini	0	2230	3708	w i - n i - - -	w i n i	c v c v
3901	24_tocome	to come	Urarina	Urarina	ɨɰá	ɨɰá	ɨ ɰ a		1446		Urarina	Isolate	7 6 7	XBZ	IJA	26	26.I.V 26.J.C 26.A.V	1.5 1.75 0.8	ɨɰa	0	2240	3721	ɨ ɰ a	ɨ ɰ a	v c v
4176	24_tocome	to come	Wampis	Huambisa	winit	winit	w i n i t		1446		Chicham	Chicham	6 7 4 7 1	AXBYN	WINIT	27	27.W.C 27.I.V 27.N.C 27.I.V 27.T.c	2.0 1.5 1.75 1.3 0.8	winit	0	2230	3708	w i - n i t - -	w i n i t	c v c v c
4355	24_tocome	to come	Yagua	Yagua	warenuma	warenuma	w a r e n u m a		1446		Peba-Yagua	Peba-Yagua	6 7 5 7 4 7 4 7	AXBYBYBZ	WARENYMA	32	32.W.C 32.A.V 32.R.C 32.E.V 32.N.C 32.Y.V 32.M.C 32.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	warenuma	0	2243	3724	w a r e n u m a	w a r e n u m a	c v c v c v c v
4566	24_tocome	to come	Yanesha	Yanesha'	weɲets	weɲets	w e ɲ e ts		1446		Arawakan	Arawakan	6 7 4 7 2	AXBYN	WENEC	34	34.W.C 34.E.V 34.N.C 34.E.V 34.C.c	2.0 1.5 1.75 1.3 0.8	weɲets	0	2230	3708	w e - ɲ e ts - -	w e ɲ e ts	c v c v c
4678	24_tocome	to come	Zaparo	Záparo	aninyu	aninyu	a n i ɲ u		1446		Zaparoan	Zaparoan	7 4 7 4 7	XBYBZ	ANINY	35	35.A.V 35.N.C 35.I.V 35.N.C 35.Y.V	1.5 1.75 1.3 1.75 0.8	aniɲu	0	2231	3709	a n i ɲ u -	a n i ɲ u	v c v c v
26	25_tocount	to count	Iquito	Iquito	sanitáani	sanitáani	s a n i t aː n i		1420	measure or count	Zaparoan	Zaparoan	3 7 4 7 1 7 4 7	AXBYBYBZ	SANITANI	11	11.S.C 11.A.V 11.N.C 11.I.V 11.T.C 11.A.V 11.N.C 11.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	sanitaːni	0	2246	3740	s a n i t aː n i	s a n i t aː n i	c v c v c v c v
2757	25_tocount	to count	AchuarShiwiar	Achuar	nekápmartin	nekápmartin	n ɨ k a p m a r t i n		1420		Chicham	Chicham	4 7 1 7 1 4 7 5 1 7 4	AXBYBCYMBYN	NIKAPMARTIN	1	1.N.C 1.I.V 1.K.C 1.A.V 1.P.C 1.M.C 1.A.V 1.R.c 1.T.C 1.I.V 1.N.c	2.0 1.5 1.75 1.3 1.75 1.5 1.3 1.1 1.75 1.3 0.8	nɨkapmartin	0	2245	3739	n ɨ k a p m a r t i n	n ɨ k a p m a r t i n	c v c v c c v c c v c
3385	25_tocount	to count	Shiwilu	Jebero	pichipalli	pichipalli	p i tʃ i p a ʎ i		1420		Cahuapanan	Cahuapanan	1 7 1 7 1 7 5 7	AXBYBYBZ	PITIPALI	21	21.P.C 21.I.V 21.T.C 21.I.V 21.P.C 21.A.V 21.L.C 21.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	pitʃipaʎi	0	2247	3741	p i tʃ i p a ʎ i	p i tʃ i p a ʎ i	c v c v c v c v
3565	25_tocount	to count	Shuar	Shuar	aújmat-sa	aújmat-sa	au h m a t + s a		1420		Chicham	Chicham	7 3 4 7 1 9 3 7	XBCYN_AX	AHMAT_SA	22	22.A.V 22.H.C 22.M.C 22.A.V 22.T.c 22._._ 22.S.C 22.A.V	1.5 1.75 1.5 1.3 0.8 0.0 2.0 1.5	auhmat+sa	0	2248	3742 3743	au h m a t + s a	au h m a t + s a	v c c v c + c v
3998	25_tocount	to count	Urarina	Urarina	han̪iiɲã́	han̪iiɲã́	h a n i i ɲ a		1420		Urarina	Isolate	3 7 4 7 7 4 7	AXBYYBZ	HANIINA	26	26.H.C 26.A.V 26.N.C 26.I.V 26.I.V 26.N.C 26.A.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	haniiɲa	0	2249	3744	h a n i i ɲ a	h a n i i ɲ a	c v c v v c v
4193	25_tocount	to count	Wampis	Huambisa	nekapmat	nekapmat	n e k a p m a t		1420		Chicham	Chicham	4 7 1 7 1 4 7 1	AXBYBCYN	NEKAPMAT	27	27.N.C 27.E.V 27.K.C 27.A.V 27.P.C 27.M.C 27.A.V 27.T.c	2.0 1.5 1.75 1.3 1.75 1.5 1.3 0.8	nekapmat	0	2245	3739	n e k a p m a - t - -	n e k a p m a t	c v c v c c v c
4366	25_tocount	to count	Yagua	Yagua	yasaranu̠	yasaranu̠	j a s a r a n u		1420		Peba-Yagua	Peba-Yagua	6 7 3 7 5 7 4 7	AXBYBYBZ	JASARANY	32	32.J.C 32.A.V 32.S.C 32.A.V 32.R.C 32.A.V 32.N.C 32.Y.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	jasaranu	0	2250	3745	j a s a r a n u	j a s a r a n u	c v c v c v c v
4578	25_tocount	to count	Yanesha	Yanesha'	eˀɲoteɲets	eˀɲoteɲets	e ʔ ɲ o t e ɲ e ts		1420		Arawakan	Arawakan	7 1 4 7 1 7 4 7 2	XBCYBYBYN	EHNUTENEC	34	34.E.V 34.H.C 34.N.C 34.U.V 34.T.C 34.E.V 34.N.C 34.E.V 34.C.c	1.5 1.75 1.5 1.3 1.75 1.3 1.75 1.3 0.8	eʔɲoteɲets	0	2251	3746	e ʔ ɲ o t e ɲ e ts	e ʔ ɲ o t e ɲ e ts	v c c v c v c v c
27	26_tocut	to cut	Iquito	Iquito	rapíini	rapíini	r a p iː n i		1432	cut	Zaparoan	Zaparoan	5 7 1 7 4 7	AXBYBZ	RAPINI	11	11.R.C 11.A.V 11.P.C 11.I.V 11.N.C 11.I.V	2.0 1.5 1.75 1.3 1.75 0.8	rapiːni	0	2254	3751	r a p iː n i	r a p iː n i	c v c v c v
212	26_tocut	to cut	Ticuna	Ticuna	wȉ	wȉ	w i		1432	cut	Ticuna-Yuri	Ticuna-Yuri	6 7	AX	WI	25	25.W.C 25.I.V	2.0 1.5	wi	0	2260	3758	w i	w i	c v
530	26_tocut	to cut	Ocaina	Ocaina	baaʔ	baaʔ	b aː ʔ		1432		Huitotoan	Huitotoan	1 7 1	AXN	PAH	16	16.P.C 16.A.V 16.H.c	2.0 1.5 0.8	baːʔ	0	2256	3753	b aː ʔ	b aː ʔ	c v c
531	26_tocut	to cut	Ocaina	Ocaina	saβo	saβo	s a β o		1432		Huitotoan	Huitotoan	3 7 3 7	AXBZ	SABU	16	16.S.C 16.A.V 16.B.C 16.U.V	2.0 1.5 1.75 0.8	saβo	0	2267	3765	s a β o	s a β o	c v c v
532	26_tocut	to cut	Ocaina	Ocaina	hɯɯbo	hɯɯbo	h ɯː b o		1432		Huitotoan	Huitotoan	3 7 1 7	AXBZ	HIPU	16	16.H.C 16.I.V 16.P.C 16.U.V	2.0 1.5 1.75 0.8	hɯːbo	0	2268	3766	h ɯː b o	h ɯː b o	c v c v
707	26_tocut	to cut	Resigaro	Resígaro	tuu kʰú	tuu kʰú	t uː + kʰ u		1432		Arawakan	Arawakan	1 7 9 1 7	AX_AX	TY_KY	20	20.T.C 20.Y.V 20._._ 20.K.C 20.Y.V	2.0 1.5 0.0 2.0 1.5	tuː+kʰu	0	2257	3754 3755	t uː + kʰ u	t uː + kʰ u	c v + c v
915	26_tocut	to cut	WitotoMinica	Minica Huitoto	haitáde	haitáde	h ai t a d e		1432		Huitotoan	Huitotoan	3 7 1 7 1 7	AXBYBZ	HATATE	29	29.H.C 29.A.V 29.T.C 29.A.V 29.T.C 29.E.V	2.0 1.5 1.75 1.3 1.75 0.8	haitade	0	2263	3761	h ai t a d e	h ai t a d e	c v c v c v
916	26_tocut	to cut	WitotoMinica	Minica Huitoto	kotáde	kotáde	k o t a d e		1432		Huitotoan	Huitotoan	1 7 1 7 1 7	AXBYBZ	KUTATE	29	29.K.C 29.U.V 29.T.C 29.A.V 29.T.C 29.E.V	2.0 1.5 1.75 1.3 1.75 0.8	kotade	0	2263	3761	k o t a d e	k o t a d e	c v c v c v
1123	26_tocut	to cut	WitotoMurui	Murui Huitoto	haitade	haitade	h ai t a d e		1432		Huitotoan	Huitotoan	3 7 1 7 1 7	AXBYBZ	HATATE	30	30.H.C 30.A.V 30.T.C 30.A.V 30.T.C 30.E.V	2.0 1.5 1.75 1.3 1.75 0.8	haitade	0	2263	3761	h ai t a d e	h ai t a d e	c v c v c v
1124	26_tocut	to cut	WitotoMurui	Murui Huitoto	kotade	kotade	k o t a d e		1432		Huitotoan	Huitotoan	1 7 1 7 1 7	AXBYBZ	KUTATE	30	30.K.C 30.U.V 30.T.C 30.A.V 30.T.C 30.E.V	2.0 1.5 1.75 1.3 1.75 0.8	kotade	0	2263	3761	k o t a d e	k o t a d e	c v c v c v
1328	26_tocut	to cut	WitotoNipode	Nüpode Huitoto	haiɗáde	haiɗáde	h ai ɗ a d e		1432		Huitotoan	Huitotoan	3 7 1 7 1 7	AXBYBZ	HATATE	31	31.H.C 31.A.V 31.T.C 31.A.V 31.T.C 31.E.V	2.0 1.5 1.75 1.3 1.75 0.8	haiɗade	0	2263	3761	h ai ɗ a d e	h ai ɗ a d e	c v c v c v
2732	26_tocut	to cut	Bora	Bora	-βɯrɯ-	-βɯrɯ-	β ɯ ɾ ɯ		1432		Boran	Boran	3 7 5 7	AXBZ	BIRI	5	5.B.C 5.I.V 5.R.C 5.I.V	2.0 1.5 1.75 0.8	βɯɾɯ	0	2253	3750	- - β ɯ ɾ - - - ɯ	β ɯ ɾ ɯ	c v c v
2733	26_tocut	to cut	Muinane	Muinane	gáβɨrɨ́ɨ́ku-ʔi	gáβɨrɨ́ɨ́ku-ʔi	g a β ɨ r ɨ ɨ k u + ʔ i		1432		Boran	Boran	1 7 3 7 5 7 7 1 7 9 1 7	AXBYBYYBZ_AX	KABIRIIKY_HI	14	14.K.C 14.A.V 14.B.C 14.I.V 14.R.C 14.I.V 14.I.V 14.K.C 14.Y.V 14._._ 14.H.C 14.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.3 1.75 0.8 0.0 2.0 1.5	gaβɨrɨɨku+ʔi	0	2255	3750 3752	g a β ɨ r ɨ ɨ k u + ʔ i	g a β ɨ r ɨ ɨ k u + ʔ i	c v c v c v v c v + c v
2758	26_tocut	to cut	AchuarShiwiar	Achuar	charúktin	charúktin	tʃ a r u k t i n		1432		Chicham	Chicham	1 7 5 7 1 1 7 4	AXBYMBYN	TARYKTIN	1	1.T.C 1.A.V 1.R.C 1.Y.V 1.K.c 1.T.C 1.I.V 1.N.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	tʃaruktin	0	2252	3749	tʃ a r u k t i n	tʃ a r u k t i n	c v c v c c v c
3386	26_tocut	to cut	Shiwilu	Jebero	dektunpalli	dektunpalli	ð ə ˀk t u m b a ʎ i		1432		Cahuapanan	Cahuapanan	3 7 1 1 7 4 1 7 5 7	AXMBYMBYBZ	DEKTYMPALI	21	21.D.C 21.E.V 21.K.c 21.T.C 21.Y.V 21.M.c 21.P.C 21.A.V 21.L.C 21.I.V	2.0 1.5 1.1 1.75 1.3 1.1 1.75 1.3 1.75 0.8	ðəˀktumbaʎi	0	2258	3756	ð ə ˀk t u m b a ʎ i	ð ə ˀk t u m b a ʎ i	c v c c v c c v c v
3566	26_tocut	to cut	Shuar	Shuar	churút-ka	churút-ka	tʃ u ɾ u t + k a		1432		Chicham	Chicham	1 7 5 7 1 9 1 7	AXBYN_AX	TYRYT_KA	22	22.T.C 22.Y.V 22.R.C 22.Y.V 22.T.c 22._._ 22.K.C 22.A.V	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5	tʃuɾut+ka	0	2259	3757 3755	tʃ u ɾ u t + k a	tʃ u ɾ u t + k a	c v c v c + c v
4042	26_tocut	to cut	Urarina	Urarina	saɨn̪ãã́	saɨn̪ãã́	s a ɨ n a a		1432		Urarina	Isolate	3 7 7 4 7 7	AXYBYZ	SAINAA	26	26.S.C 26.A.V 26.I.V 26.N.C 26.A.V 26.A.V	2.0 1.5 1.3 1.75 1.3 0.8	saɨnaa	0	2261	3759	s a ɨ n a a	s a ɨ n a a	c v v c v v
4169	26_tocut	to cut	Wampis	Huambisa	tsupit	tsupit	ts u p i t		1432		Chicham	Chicham	2 7 1 7 1	AXBYN	CYPIT	27	27.C.C 27.Y.V 27.P.C 27.I.V 27.T.c	2.0 1.5 1.75 1.3 0.8	tsupit	0	2262	3760	ts u p i t	ts u p i t	c v c v c
4393	26_tocut	to cut	Yagua	Yagua	sirï	sirï	s i r i		1432		Peba-Yagua	Peba-Yagua	3 7 5 7	AXBZ	SIRI	32	32.S.C 32.I.V 32.R.C 32.I.V	2.0 1.5 1.75 0.8	siri	0	2264	3762	s i r i	s i r i	c v c v
4603	26_tocut	to cut	Yanesha	Yanesha'	ʃoɾeɲet͡s	ʃoɾeɲet͡s	ʃ o ɾ e ɲ e ts		1432		Arawakan	Arawakan	3 7 5 7 4 7 2	AXBYBYN	SURENEC	34	34.S.C 34.U.V 34.R.C 34.E.V 34.N.C 34.E.V 34.C.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	ʃoɾeɲets	0	2265	3763	ʃ o ɾ e ɲ e ts	ʃ o ɾ e ɲ e ts	c v c v c v c
4679	26_tocut	to cut	Zaparo	Záparo	mahaanu	mahaanu	m a h aː n u		1432		Zaparoan	Zaparoan	4 7 3 7 4 7	AXBYBZ	MAHANY	35	35.M.C 35.A.V 35.H.C 35.A.V 35.N.C 35.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	mahaːnu	0	2266	3764	m a h aː n u	m a h aː n u	c v c v c v
29	28_todie	to die	Iquito	Iquito	iwarɨ́ɨni	iwarɨ́ɨni	i w a r ɨː n i		1494	die	Zaparoan	Zaparoan	7 6 7 5 7 4 7	XBYBYBZ	IWARINI	11	11.I.V 11.W.C 11.A.V 11.R.C 11.I.V 11.N.C 11.I.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	iwarɨːni	0	2276	3783	i w a r ɨː n i	i w a r ɨː n i	v c v c v c v
213	28_todie	to die	Ticuna	Ticuna	yŭ	yŭ	dʑ u		1494	die	Ticuna-Yuri	Ticuna-Yuri	2 7	AX	CY	25	25.C.C 25.Y.V	2.0 1.5	dʑu	0	2284	3792	dʑ u	dʑ u	c v
481	28_todie	to die	Ocaina	Ocaina	ɯrá nɯɯ	ɯrá nɯɯ	ɯ r a + n ɯː		1494		Huitotoan	Huitotoan	7 5 7 9 4 7	XBZ_AX	IRA_NI	16	16.I.V 16.R.C 16.A.V 16._._ 16.N.C 16.I.V	1.5 1.75 0.8 0.0 2.0 1.5	ɯra+nɯː	0	2280	3787 3788	ɯ r a + n ɯː	ɯ r a + n ɯː	v c v + c v
482	28_todie	to die	Ocaina	Ocaina	ɲom̥õõbi	ɲom̥õõbi	ɲ o m̥ oː b i		1494		Huitotoan	Huitotoan	4 7 4 7 1 7	AXBYBZ	NUMUPI	16	16.N.C 16.U.V 16.M.C 16.U.V 16.P.C 16.I.V	2.0 1.5 1.75 1.3 1.75 0.8	ɲom̥oːbi	0	2292	3801	ɲ o m̥ oː b i	ɲ o m̥ oː b i	c v c v c v
672	28_todie	to die	Resigaro	Resígaro	kainée ʤú	kainée ʤú	k a i n eː + dʒ u		1494		Arawakan	Arawakan	1 7 7 4 7 9 1 7	AXYBZ_AX	KAINE_TY	20	20.K.C 20.A.V 20.I.V 20.N.C 20.E.V 20._._ 20.T.C 20.Y.V	2.0 1.5 1.3 1.75 0.8 0.0 2.0 1.5	kaineː+dʒu	0	2281	3789 3790	k a i n eː + dʒ u	k a i n eː + dʒ u	c v v c v + c v
868	28_todie	to die	WitotoMinica	Minica Huitoto	tɯíde	tɯíde	t ɯ i d e		1494		Huitotoan	Huitotoan	1 7 7 1 7	AXYBZ	TIITE	29	29.T.C 29.I.V 29.I.V 29.T.C 29.E.V	2.0 1.5 1.3 1.75 0.8	tɯide	0	2287	3796	t ɯ i d e	t ɯ i d e	c v v c v
1082	28_todie	to die	WitotoMurui	Murui Huitoto	ɸiodaite	ɸiodaite	ɸ i o d ai t e		1494		Huitotoan	Huitotoan	3 7 7 1 7 1 7	AXYBYBZ	BIUTATE	30	30.B.C 30.I.V 30.U.V 30.T.C 30.A.V 30.T.C 30.E.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	ɸiodaite	0	2288	3797	ɸ i o d ai t e	ɸ i o d ai t e	c v v c v c v
1287	28_todie	to die	WitotoNipode	Nüpode Huitoto	ɗɯíde	ɗɯíde	ɗ ɯ i d e		1494		Huitotoan	Huitotoan	1 7 7 1 7	AXYBZ	TIITE	31	31.T.C 31.I.V 31.I.V 31.T.C 31.E.V	2.0 1.5 1.3 1.75 0.8	ɗɯide	0	2287	3796	ɗ ɯ i d e	ɗ ɯ i d e	c v v c v
1405	28_todie	to die	Aguaruna	Aguaruna	hakau	hakau	h a k oʊ		1494		Chicham	Chicham	3 7 1 7	AXBZ	HAKU	2	2.H.C 2.A.V 2.K.C 2.U.V	2.0 1.5 1.75 0.8	hakoʊ	0	2269	3775	h a k oʊ - - -	h a k oʊ	c v c v
1543	28_todie	to die	Arabela	Arabela	kwsonu	kwsonu	k u s o n u		1494		Zaparoan	Zaparoan	1 7 3 7 4 7	AXBYBZ	KYSUNY	4	4.K.C 4.Y.V 4.S.C 4.U.V 4.N.C 4.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	kusonu	0	2270	3776	k u s o n u	k u s o n u	c v c v c v
1674	28_todie	to die	Candoshi-Shapra	Candoshi-Shapra	tsipaamaama	tsipaamaama	ts i p aː m aː m a		1494		Candoshi-Shapra	Isolate	2 7 1 7 4 7 4 7	AXBYBYBZ	CIPAMAMA	6	6.C.C 6.I.V 6.P.C 6.A.V 6.M.C 6.A.V 6.M.C 6.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	tsipaːmaːma	0	2272	3779	ts i p aː m aː m a	ts i p aː m aː m a	c v c v c v c v
1786	28_todie	to die	Chayahuita	Shawi	tʃiminin	tʃiminin	tʃ i m i n i n		1494		Cahuapanan	Cahuapanan	1 7 4 7 4 7 4	AXBYBYN	TIMININ	8	8.T.C 8.I.V 8.M.C 8.I.V 8.N.C 8.I.V 8.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	tʃiminin	0	2274	3781	tʃ i m i - n i n -	tʃ i m i n i n	c v c v c v c
1915	28_todie	to die	Muniche	Muniche	kɨa	kɨa	k ɨ a		1494		Muniche	Isolate	1 7 7	AXZ	KIA	15	15.K.C 15.I.V 15.A.V	2.0 1.5 0.8	kɨa	0	2279	3786	k ɨ a	k ɨ a	c v v
2035	28_todie	to die	Taushiro	Taushiro	waʔ	waʔ	w a ʔ		1494		Taushiro	Isolate	6 7 1	AXN	WAH	23	23.W.C 23.A.V 23.H.c	2.0 1.5 0.8	waʔ	0	2283	3791	w a ʔ	w a ʔ	c v c
2150	28_todie	to die	Waorani	Sabela	æ̃bæ̃wo_wæ̃	æ̃bæ̃wo_wæ̃	æ b æ w o + w æ		1494		Waorani	Isolate	7 1 7 6 7 9 6 7	XBYBZ_AX	EPEWU_WE	28	28.E.V 28.P.C 28.E.V 28.W.C 28.U.V 28._._ 28.W.C 28.E.V	1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5	æbæwo+wæ	0	2286	3794 3795	æ b æ w o + w æ	æ b æ w o + w æ	v c v c v + c v
2517	28_todie	to die	Bora	Bora	ʦɨhɨ́-βe	ʦɨhɨ́-βe	ts ɨ h ɨ + β ɛ		1494		Boran	Boran	2 7 3 7 9 3 7	AXBZ_AX	CIHI_BE	5	5.C.C 5.I.V 5.H.C 5.I.V 5._._ 5.B.C 5.E.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	tsɨhɨ+βɛ	0	2271	3777 3778	ts ɨ h ɨ + β ɛ	ts ɨ h ɨ + β ɛ	c v c v + c v
2518	28_todie	to die	Muinane	Muinane	gíhé-βe-ʔi	gíhé-βe-ʔi	g i h e + β e + ʔ i		1494		Boran	Boran	1 7 3 7 9 3 7 9 1 7	AXBZ_AX_AX	KIHE_BE_HI	14	14.K.C 14.I.V 14.H.C 14.E.V 14._._ 14.B.C 14.E.V 14._._ 14.H.C 14.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.0 2.0 1.5	gihe+βe+ʔi	0	2271	3777 3778 3775	g i h e + β e + ʔ i - - - - -	g i h e + β e + ʔ i	c v c v + c v + c v
2760	28_todie	to die	AchuarShiwiar	Achuar	jákatin	jákatin	h a k a t i n		1494		Chicham	Chicham	3 7 1 7 1 7 4	AXBYBYN	HAKATIN	1	1.H.C 1.A.V 1.K.C 1.A.V 1.T.C 1.I.V 1.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	hakatin	0	2269	3775	h a k a t i n	h a k a t i n	c v c v c v c
3388	28_todie	to die	Shiwilu	Jebero	chiminpalli	chiminpalli	tʃ i m i m b a ʎ i		1494		Cahuapanan	Cahuapanan	1 7 4 7 4 1 7 5 7	AXBYMBYBZ	TIMIMPALI	21	21.T.C 21.I.V 21.M.C 21.I.V 21.M.c 21.P.C 21.A.V 21.L.C 21.I.V	2.0 1.5 1.75 1.3 1.1 1.75 1.3 1.75 0.8	tʃimimbaʎi	0	2274	3781	tʃ i m i m b a ʎ i	tʃ i m i m b a ʎ i	c v c v c c v c v
3568	28_todie	to die	Shuar	Shuar	já-ka	já-ka	h a + k a		1494		Chicham	Chicham	3 7 9 1 7	AX_AX	HA_KA	22	22.H.C 22.A.V 22._._ 22.K.C 22.A.V	2.0 1.5 0.0 2.0 1.5	ha+ka	0	2282	3775 3786	h a - - - - - + k a -	h a + k a	c v + c v
3982	28_todie	to die	Urarina	Urarina	uʷá	uʷá	u a		1494		Urarina	Isolate	7 7	XZ	YA	26	26.Y.V 26.A.V	1.5 0.8	ua	0	2285	3793	u a	u a	v v
4164	28_todie	to die	Wampis	Huambisa	jakat	jakat	h a k a t		1494		Chicham	Chicham	3 7 1 7 1	AXBYN	HAKAT	27	27.H.C 27.A.V 27.K.C 27.A.V 27.T.c	2.0 1.5 1.75 1.3 0.8	hakat	0	2269	3775	h a k a t - -	h a k a t	c v c v c
4344	28_todie	to die	Yagua	Yagua	yadi	yadi	j a d i		1494		Peba-Yagua	Peba-Yagua	6 7 1 7	AXBZ	JATI	32	32.J.C 32.A.V 32.T.C 32.I.V	2.0 1.5 1.75 0.8	jadi	0	2289	3798	j a d i	j a d i	c v c v
4554	28_todie	to die	Yanesha	Yanesha'	ɻomʷeɲets	ɻomʷeɲets	ɻ o mʷ e ɲ e ts		1494		Arawakan	Arawakan	5 7 4 7 4 7 2	AXBYBYN	RUMENEC	34	34.R.C 34.U.V 34.M.C 34.E.V 34.N.C 34.E.V 34.C.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	ɻomʷeɲets	0	2290	3799	ɻ o mʷ e ɲ e ts	ɻ o mʷ e ɲ e ts	c v c v c v c
4680	28_todie	to die	Zaparo	Záparo	pukɨnu	pukɨnu	p u k ɨ n u		1494		Zaparoan	Zaparoan	1 7 1 7 4 7	AXBYBZ	PYKINY	35	35.P.C 35.Y.V 35.K.C 35.I.V 35.N.C 35.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	pukɨnu	0	2291	3800	p u k ɨ n u	p u k ɨ n u	c v c v c v
30	29_todig	to dig	Iquito	Iquito	muráànì	muráànì	m u r aː n i		1418		Zaparoan	Zaparoan	4 7 5 7 4 7	AXBYBZ	MYRANI	11	11.M.C 11.Y.V 11.R.C 11.A.V 11.N.C 11.I.V	2.0 1.5 1.75 1.3 1.75 0.8	muraːni	0	2295	3816	m u r aː n i	m u r aː n i	c v c v c v
554	29_todig	to dig	Ocaina	Ocaina	ɸɯɯso	ɸɯɯso	ɸ ɯː s o		1418		Huitotoan	Huitotoan	3 7 3 7	AXBZ	BISU	16	16.B.C 16.I.V 16.S.C 16.U.V	2.0 1.5 1.75 0.8	ɸɯːso	0	2296	3818	ɸ ɯː s o	ɸ ɯː s o	c v c v
729	29_todig	to dig	Resigaro	Resígaro	híʔʒo	híʔʒo	h i ʔ ʒ o		1418		Arawakan	Arawakan	3 7 1 3 7	AXBCZ	HIHSU	20	20.H.C 20.I.V 20.H.C 20.S.C 20.U.V	2.0 1.5 1.75 1.5 0.8	hiʔʒo	0	2297	3819	h i ʔ ʒ o	h i ʔ ʒ o	c v c c v
944	29_todig	to dig	WitotoMinica	Minica Huitoto	ráɯte	ráɯte	ɾ a ɯ t e		1418		Huitotoan	Huitotoan	5 7 7 1 7	AXYBZ	RAITE	29	29.R.C 29.A.V 29.I.V 29.T.C 29.E.V	2.0 1.5 1.3 1.75 0.8	ɾaɯte	0	2301	3823	ɾ a ɯ t e	ɾ a ɯ t e	c v v c v
1151	29_todig	to dig	WitotoMurui	Murui Huitoto	raɯte	raɯte	r aɯ t e		1418		Huitotoan	Huitotoan	5 7 1 7	AXBZ	RATE	30	30.R.C 30.A.V 30.T.C 30.E.V	2.0 1.5 1.75 0.8	raɯte	0	2301	3823	r aɯ - t e	r aɯ t e	c v c v
