ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	SUBGROUP	ALIGNMENT	COGID	COGIDS	SOURCE	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES
2831	AchuarShiwiar	night	káshi	káshi	k a ʃ i	None	Chicham	k a ʃ i	986	2220	Fast2008	1 7 3 7	AXBZ	KASI	1	1.K.C 1.A.V 1.S.C 1.I.V	2.0 1.5 1.75 0.8	kaʃi	0
3131	Juri	night	taiaeboi	taiaeboi	t a i a e b o i	Martius: nox	Ticuna-Yuri	( t a i a e ) b o - i	989	2225	Martius1867	1 7 7 7 7 1 7 7	AXYYYBYZ	TAIAEPUI	12	12.T.C 12.A.V 12.I.V 12.A.V 12.E.V 12.P.C 12.U.V 12.I.V	2.0 1.5 1.3 1.3 1.3 1.75 1.3 0.8	taiaeboi	0
3132	Juri	night	toipuy	toipuy	t o i p u j	Martius: nox	Ticuna-Yuri	t o i p u j	1002	2237	Martius1867	1 7 7 1 7 6	AXYBYN	TUIPYJ	12	12.T.C 12.U.V 12.I.V 12.P.C 12.Y.V 12.J.c	2.0 1.5 1.3 1.75 1.3 0.8	toipuj	0
3133	Juri	night	epóri	epóri	e p o ɾ i	Martius: nox	Ticuna-Yuri	( - - - - e ) p o ɾ i	989	2225	Martius1867	7 1 7 5 7	XBYBZ	EPURI	12	12.E.V 12.P.C 12.U.V 12.R.C 12.I.V	1.5 1.75 1.3 1.75 0.8	epoɾi	0
3235	Coeruna	night	cannatozümá	cannatozümá	k a n n a t o z ɨ m a	Martius: nox	Huitotoan	( k a n ) n a t - o ( z ɨ m a )	992	2228	Martius1867	1 7 4 4 7 1 7 3 7 4 7	AXMBYBYBYBZ	KANNATUSIMA	10	10.K.C 10.A.V 10.N.c 10.N.C 10.A.V 10.T.C 10.U.V 10.S.C 10.I.V 10.M.C 10.A.V	2.0 1.5 1.1 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	kannatozɨma	0
3331	MiranhaCarapana-Tapuya	night	dohtzen	dohtzen	d o ʔ dz e n	Martius: nox	Huitotoan	d o ʔ dz e n	990	2226	Martius1867	1 7 1 2 7 4	AXBCYN	TUHCEN	13	13.T.C 13.U.V 13.H.C 13.C.C 13.E.V 13.N.c	2.0 1.5 1.75 1.5 1.3 0.8	doʔdzen	0
3452	Shiwilu	night	utawan	utawan	u t a w a n	None	Cahuapanan	u t a w a n	996	2230	Valenzuela2012	7 1 7 6 7 4	XBYBYN	YTAWAN	21	21.Y.V 21.T.C 21.A.V 21.W.C 21.A.V 21.N.c	1.5 1.75 1.3 1.75 1.3 0.8	utawan	0
3631	Shuar	night	kashi	kashi	k a ʃ i	None	Chicham	k a ʃ i	986	2220	Pellizzaro2005	1 7 3 7	AXBZ	KASI	22	22.K.C 22.A.V 22.S.C 22.I.V	2.0 1.5 1.75 0.8	kaʃi	0
3773	Omurano	night	nṓpei	nṓpei	n o p e i	Tessmann: Nacht	Isolate	n o p e i	994	2229	Tessmann1930	4 7 1 7 7	AXBYZ	NUPEI	17	17.N.C 17.U.V 17.P.C 17.E.V 17.I.V	2.0 1.5 1.75 1.3 0.8	nopei	0
3849	Yameo	night	nkṓ̠o̯ši	nkṓ̠o̯ši	n k o o ʃ i	Tessmann: Nacht	Peba-Yagua	n - k o o ( ʃ i )	1000	2234	Tessmann1930	4 1 7 7 3 7	ACYYBZ	NKUUSI	33	33.N.C 33.K.C 33.U.V 33.U.V 33.S.C 33.I.V	2.0 1.5 1.3 1.3 1.75 0.8	nkooʃi	0
3893	Urarina	night	han̪ũt̪ĩ́ĩ́	han̪ũt̪ĩ́ĩ́	h a n u t i i	None	Isolate	h a n u t i i	998	2232	Peña2023	3 7 4 7 1 7 7	AXBYBYZ	HANYTII	26	26.H.C 26.A.V 26.N.C 26.Y.V 26.T.C 26.I.V 26.I.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	hanutii	0
4220	Wampis	night	kashi	kashi	k a ʃ i	None	Chicham	k a ʃ i	986	2220	Peña2023	1 7 3 7	AXBZ	KASI	27	27.K.C 27.A.V 27.S.C 27.I.V	2.0 1.5 1.75 0.8	kaʃi	0
4324	Yagua	night	nupora	nupora	n u p o o r a	None	Peba-Yagua	n u p o o ( r a )	1000	2234	Gonzales2023	4 7 1 7 7 5 7	AXBYYBZ	NYPUURA	32	32.N.C 32.Y.V 32.P.C 32.U.V 32.U.V 32.R.C 32.A.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	nupoora	0
4534	Yanesha	night	tsap	tsap	ts a p	None	Arawakan	ts a p	1001	2236	Peña2024	2 7 1	AXN	CAP	34	34.C.C 34.A.V 34.P.c	2.0 1.5 0.8	tsap	0
4727	Zaparo	night	ninya	ninya	n i ɲ a	None	Zaparoan	n i ɲ a - -	987	2221	Beier2014	4 7 4 7	AXBZ	NINA	35	35.N.C 35.I.V 35.N.C 35.A.V	2.0 1.5 1.75 0.8	niɲa	0
101	Iquito	nose	najika	najika	n a h i k a	nose	Zaparoan	n a h i k a	155	120	Michael2022	4 7 3 7 1 7	AXBYBZ	NAHIKA	11	11.N.C 11.A.V 11.H.C 11.I.V 11.K.C 11.A.V	2.0 1.5 1.75 1.3 1.75 0.8	nahika	0
327	Ocaina	nose	tʲooɸo	tʲooɸo	tʲ oː + ɸ o	None	Huitotoan	tʲ oː + ɸ o	1020	2264 1671	Huber2021	1 7 9 3 7	AX_AX	TU_BU	16	16.T.C 16.U.V 16._._ 16.B.C 16.U.V	2.0 1.5 0.0 2.0 1.5	tʲoː+ɸo	0
579	Resigaro	nose	hitákó	hitákó	h i t a k o	None	Arawakan	h i t a k o	1023	2267	Huber2021	3 7 1 7 1 7	AXBYBZ	HITAKU	20	20.H.C 20.I.V 20.T.C 20.A.V 20.K.C 20.U.V	2.0 1.5 1.75 1.3 1.75 0.8	hitako	0
749	WitotoMinica	nose	dóɸo	dóɸo	d o + ɸ o	None	Huitotoan	d o + ɸ o	1020	2264 1671	Huber2021	1 7 9 3 7	AX_AX	TU_BU	29	29.T.C 29.U.V 29._._ 29.B.C 29.U.V	2.0 1.5 0.0 2.0 1.5	do+ɸo	0
971	WitotoMurui	nose	doɸo	doɸo	d o + ɸ o	(de-fo) nose-CLF:CAVITY	Huitotoan	d o + ɸ o	1020	2264 1671	Huber2021	1 7 9 3 7	AX_AX	TU_BU	30	30.T.C 30.U.V 30._._ 30.B.C 30.U.V	2.0 1.5 0.0 2.0 1.5	do+ɸo	0
1181	WitotoNipode	nose	dópo	dópo	d o + p o	None	Huitotoan	d o + p o	1020	2264 1671	Huber2021	1 7 9 1 7	AX_AX	TU_PU	31	31.T.C 31.U.V 31._._ 31.P.C 31.U.V	2.0 1.5 0.0 2.0 1.5	do+po	0
1461	Aguaruna	nose	nuhi	nuhi	n ʊ h i	None	Chicham	n ʊ h i	1010	2253	Johansson2021	4 7 3 7	AXBZ	NYHI	2	2.N.C 2.Y.V 2.H.C 2.I.V	2.0 1.5 1.75 0.8	nʊhi	0
1596	Arabela	nose	naj̃akwa	naj̃akwa	n a h a kʷ a	None	Zaparoan	n a h a kʷ a	155	120	Johansson2021	4 7 3 7 1 7	AXBYBZ	NAHAKA	4	4.N.C 4.A.V 4.H.C 4.A.V 4.K.C 4.A.V	2.0 1.5 1.75 1.3 1.75 0.8	nahakʷa	0
1718	Candoshi-Shapra	nose	ʃiipa	ʃiipa	ʃ iː p a	None	Isolate	ʃ iː p a	1013	2257	Johansson2021	3 7 1 7	AXBZ	SIPA	6	6.S.C 6.I.V 6.P.C 6.A.V	2.0 1.5 1.75 0.8	ʃiːpa	0
1839	Chayahuita	nose	nitɨʔ	nitɨʔ	n i t ɨ ʔ	None	Cahuapanan	n i - t ɨ ʔ	1015	2259	Johansson2021	4 7 1 7 1	AXBYN	NITIH	8	8.N.C 8.I.V 8.T.C 8.I.V 8.H.c	2.0 1.5 1.75 1.3 0.8	nitɨʔ	0
1963	Muniche	nose	ɨʔʂɨ	ɨʔʂɨ	ɨ ʔ ʂ ɨ	None	Isolate	ɨ ʔ ʂ ɨ	1019	2263	Johansson2021	7 1 3 7	XBCZ	IHSI	15	15.I.V 15.H.C 15.S.C 15.I.V	1.5 1.75 1.5 0.8	ɨʔʂɨ	0
2079	Taushiro	nose	tantan	tantan	t a n t a n	None	Isolate	t a n t a n	1024	2268	Johansson2021	1 7 4 1 7 4	AXMBYN	TANTAN	23	23.T.C 23.A.V 23.N.c 23.T.C 23.A.V 23.N.c	2.0 1.5 1.1 1.75 1.3 0.8	tantan	0
2204	Waorani	nose	õdõkado	õdõkado	o d o k a d o	None	Isolate	o d o k a d o	1027	2270	Johansson2021	7 1 7 1 7 1 7	XBYBYBZ	UTUKATU	28	28.U.V 28.T.C 28.U.V 28.K.C 28.A.V 28.T.C 28.U.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	odokado	0
2274	Proto-Bora-Muinane	nose	tɨhɨ-ʔu	tɨhɨ-ʔu	t ɨ + h ɨ + ʔ u	None	Boran	t ɨ + h ɨ + ʔ u	1011	2254 2255 2256	Seifart2024	1 7 9 3 7 9 1 7	AX_AX_AX	TI_HI_HY	19	19.T.C 19.I.V 19._._ 19.H.C 19.I.V 19._._ 19.H.C 19.Y.V	2.0 1.5 0.0 2.0 1.5 0.0 2.0 1.5	tɨ+hɨ+ʔu	0
2275	Bora	nose	tʰɯ́-hɯ-ʔo	tʰɯ́-hɯ-ʔo	tʰ ɯ + h ɯ + ʔ o	smell-?cl:tube?-cl:oblong	Boran	tʰ ɯ + h ɯ + ʔ o	1011	2254 2255 2256	Seifart2024	1 7 9 3 7 9 1 7	AX_AX_AX	TI_HI_HU	5	5.T.C 5.I.V 5._._ 5.H.C 5.I.V 5._._ 5.H.C 5.U.V	2.0 1.5 0.0 2.0 1.5 0.0 2.0 1.5	tʰɯ+hɯ+ʔo	0
2276	Muinane	nose	tɨ́hɨ-ʔu	tɨ́hɨ-ʔu	t ɨ + h ɨ + ʔ u	None	Boran	t ɨ + h ɨ + ʔ u	1011	2254 2255 2256	Seifart2024	1 7 9 3 7 9 1 7	AX_AX_AX	TI_HI_HY	14	14.T.C 14.I.V 14._._ 14.H.C 14.I.V 14._._ 14.H.C 14.Y.V	2.0 1.5 0.0 2.0 1.5 0.0 2.0 1.5	tɨ+hɨ+ʔu	0
2832	AchuarShiwiar	nose	nújĩ	nújĩ	n u h i	None	Chicham	n u h i	1010	2253	Fast2008	4 7 3 7	AXBZ	NYHI	1	1.N.C 1.Y.V 1.H.C 1.I.V	2.0 1.5 1.75 0.8	nuhi	0
2947	Andoa	nose	najúkwa	najúkwa	n a h u kʷ a	None	Zaparoan	n a h u kʷ a	155	120	Michael2009	4 7 3 7 1 7	AXBYBZ	NAHYKA	3	3.N.C 3.A.V 3.H.C 3.Y.V 3.K.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	nahukʷa	0
3009	Canichana	nose	eu-xe	eu-xe	e u + h e	None	Isolate	e u + h e	1014	2258 1712	Crevels2012	7 7 9 3 7	XZ_AX	EY_HE	7	7.E.V 7.Y.V 7._._ 7.H.C 7.E.V	1.5 0.8 0.0 2.0 1.5	eu+he	0
3122	Juri	nose	tschu-ugónne	tschu-ugónne	dʒ u + u g o n n e	Martius: nasus	Ticuna-Yuri	dʒ u + u g o n n e	1012	2254 2261	Martius1867	1 7 9 7 1 7 4 4 7	AX_XBYMBZ	TY_YKUNNE	12	12.T.C 12.Y.V 12._._ 12.Y.V 12.K.C 12.U.V 12.N.c 12.N.C 12.E.V	2.0 1.5 0.0 1.5 1.75 1.3 1.1 1.75 0.8	dʒu+ugonne	0
3123	Juri	nose	su-kane	su-kane	s u + k a n e	Martius: nasus	Ticuna-Yuri	s u + k a n e	1029	2274 2275	Martius1867	3 7 9 1 7 4 7	AX_AXBZ	SY_KANE	12	12.S.C 12.Y.V 12._._ 12.K.C 12.A.V 12.N.C 12.E.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	su+kane	0
3124	Juri	nose	youcóne	youcóne	j o u c o n e	Martius: nasus	Ticuna-Yuri	j o u c o n e	1030	2276	Martius1867	6 7 7 1 7 4 7	AXYBYBZ	JUYCUNE	12	12.J.C 12.U.V 12.Y.V 12.C.C 12.U.V 12.N.C 12.E.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	joucone	0
3232	Coeruna	nose	cuihottai	cuihottai	k u i ʔ o t t a i	Martius: nasus / /ku-i-ʔo/ seems like other Huitotoan and Boran forms	Huitotoan	k u i ʔ o t t a i	1017	2260	Martius1867	1 7 7 1 7 1 1 7 7	AXYBYMBYZ	KYIHUTTAI	10	10.K.C 10.Y.V 10.I.V 10.H.C 10.U.V 10.T.c 10.T.C 10.A.V 10.I.V	2.0 1.5 1.3 1.75 1.3 1.1 1.75 1.3 0.8	kuiʔottai	0
3278	Pebas	nose	vinerro	vinerro	v i n e r o	Martius: nasus	Peba-Yagua	( v ) i n e r o ( - - - )	1022	2266	Martius1867	3 7 4 7 5 7	AXBYBZ	BINERU	18	18.B.C 18.I.V 18.N.C 18.E.V 18.R.C 18.U.V	2.0 1.5 1.75 1.3 1.75 0.8	vinero	0
3328	MiranhaCarapana-Tapuya	nose	gatzohórĕ	gatzohórĕ	g a dz o ʔ o r e	Martius: nasus / /dzo-ʔo/ seems like other Huitotoan forms.	Huitotoan	g a dz o ʔ o r e	1018	2262	Martius1867	1 7 2 7 1 7 5 7	AXBYBYBZ	KACUHURE	13	13.K.C 13.A.V 13.C.C 13.U.V 13.H.C 13.U.V 13.R.C 13.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	gadzoʔore	0
3453	Shiwilu	nose	nerchek	nerchek	n ə ɾ tʃ ə ˀk	None	Cahuapanan	n ə ɾ tʃ ə ˀk	1015	2259	Valenzuela2012	4 7 5 1 7 1	AXMBYN	NERTEK	21	21.N.C 21.E.V 21.R.c 21.T.C 21.E.V 21.K.c	2.0 1.5 1.1 1.75 1.3 0.8	nəɾtʃəˀk	0
3632	Shuar	nose	nuji̠	nuji̠	n u h i	None	Chicham	n u h i	1010	2253	Pellizzaro2005	4 7 3 7	AXBZ	NYHI	22	22.N.C 22.Y.V 22.H.C 22.I.V	2.0 1.5 1.75 0.8	nuhi	0
3758	Omurano	nose	analáma	analáma	a n a l a m a	Tessmann: Nase	Isolate	a n a l a m a	1021	2265	Tessmann1930	7 4 7 5 7 4 7	XBYBYBZ	ANALAMA	17	17.A.V 17.N.C 17.A.V 17.L.C 17.A.V 17.M.C 17.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	analama	0
3830	Yameo	nose	inĭṛše'á	inĭṛše'á	i n i r ʃ e a	Tessmann: Nase	Peba-Yagua	( - ) i n i r - ( ʃ e a )	1022	2266	Tessmann1930	7 4 7 5 3 7 7	XBYMBYZ	INIRSEA	33	33.I.V 33.N.C 33.I.V 33.R.c 33.S.C 33.E.V 33.A.V	1.5 1.75 1.3 1.1 1.75 1.3 0.8	inirʃea	0
3872	Urarina	nose	aʰs̪í	aʰs̪í	a̤ s i	None	Isolate	a̤ s i	1025	2269	Peña2023	7 3 7	XBZ	ASI	26	26.A.V 26.S.C 26.I.V	1.5 1.75 0.8	a̤si	0
4129	Wampis	nose	nuji	nuji	n u h i	None	Chicham	n u h i	1010	2253	Peña2023	4 7 3 7	AXBZ	NYHI	27	27.N.C 27.Y.V 27.H.C 27.I.V	2.0 1.5 1.75 0.8	nuhi	0
4273	Yagua	nose	nu	nuruu	n u r u u	None	Peba-Yagua	( - ) - n u r u.u ( - - - )	1022	2266	Gonzales2023	4 7 5 7 7	AXBYZ	NYRYY	32	32.N.C 32.Y.V 32.R.C 32.Y.V 32.Y.V	2.0 1.5 1.75 1.3 0.8	nuruu	0
4463	Yanesha	nose	poemaʎant	poemaʎant	p o e m a ʎ a n t	None	Arawakan	p o e m a ʎ a n t	1028	2273	Peña2024	1 7 7 4 7 5 7 4 1	AXYBYBYLN	PUEMALANT	34	34.P.C 34.U.V 34.E.V 34.M.C 34.A.V 34.L.C 34.A.V 34.N.c 34.T.c	2.0 1.5 1.3 1.75 1.3 1.75 1.3 1.1 0.8	poemaʎant	0
4728	Zaparo	nose	nahuka	nahuka	n a h u k a	None	Zaparoan	n a h u k a	155	120	Beier2014	4 7 3 7 1 7	AXBYBZ	NAHYKA	35	35.N.C 35.A.V 35.H.C 35.Y.V 35.K.C 35.A.V	2.0 1.5 1.75 1.3 1.75 0.8	nahuka	0
102	Iquito	not	kaa	kaa	k aː	None	Zaparoan	k aː	1044	2300	Michael2022	1 7	AX	KA	11	11.K.C 11.A.V	2.0 1.5	kaː	0
448	Ocaina	not	ãã́	ãã́	aː	None	Huitotoan	aː	1048	2304	Huber2021	7	X	A	16	16.A.V	1.5	aː	1
449	Ocaina	not	ããɲi	ããɲi	aː ɲ i	None	Huitotoan	( - - ) n e	1046	2302	Huber2021	7 4 7	XBZ	ANI	16	16.A.V 16.N.C 16.I.V	1.5 1.75 0.8	aːɲi	1
450	Ocaina	not	ɲi	ɲi	ɲ i	None	Huitotoan	( - - ) n e	1046	2302	Huber2021	4 7	AX	NI	16	16.N.C 16.I.V	2.0 1.5	ɲi	0
451	Ocaina	not	ɲ̥i	ɲ̥i	ɲ̥ i	None	Huitotoan	( - - ) ɲ̥ i	1046	2302	Huber2021	4 7	AX	NI	16	16.N.C 16.I.V	2.0 1.5	ɲ̥i	0
656	Resigaro	not	nií	nií	n iː	None	Arawakan	( - - ) n iː	1046	2302	Huber2021	4 7	AX	NI	20	20.N.C 20.I.V	2.0 1.5	niː	0
843	WitotoMinica	not	dáma íte	dáma íte	d a m a + i t e	None	Huitotoan	d a m a + i t e	1055	2310 2311	Huber2021	1 7 4 7 9 7 1 7	AXBZ_XBZ	TAMA_ITE	29	29.T.C 29.A.V 29.M.C 29.A.V 29._._ 29.I.V 29.T.C 29.E.V	2.0 1.5 1.75 0.8 0.0 1.5 1.75 0.8	dama+ite	0
844	WitotoMinica	not	ɲe	ɲe	ɲ e	None	Huitotoan	( - - ) ɲ e	1046	2302	Huber2021	4 7	AX	NE	29	29.N.C 29.E.V	2.0 1.5	ɲe	0
1059	WitotoMurui	not	dama ite	dama ite	d a m a + i t e	None	Huitotoan	d a m a + i t e	1055	2310 2311	Huber2021	1 7 4 7 9 7 1 7	AXBZ_XBZ	TAMA_ITE	30	30.T.C 30.A.V 30.M.C 30.A.V 30._._ 30.I.V 30.T.C 30.E.V	2.0 1.5 1.75 0.8 0.0 1.5 1.75 0.8	dama+ite	0
1060	WitotoMurui	not	ɲe	ɲe	ɲ e	None	Huitotoan	( - - ) ɲ e	1046	2302	Huber2021	4 7	AX	NE	30	30.N.C 30.E.V	2.0 1.5	ɲe	0
1265	WitotoNipode	not	damíɗe	damíɗe	d a m + i ɗ e	None	Huitotoan	d a m - + i ɗ e	1055	2310 2311	Huber2021	1 7 4 9 7 1 7	AXN_XBZ	TAM_ITE	31	31.T.C 31.A.V 31.M.c 31._._ 31.I.V 31.T.C 31.E.V	2.0 1.5 0.8 0.0 1.5 1.75 0.8	dam+iɗe	0
1266	WitotoNipode	not	ɲe	ɲe	ɲ e	None	Huitotoan	( - - ) ɲ e	1046	2302	Huber2021	4 7	AX	NE	31	31.N.C 31.E.V	2.0 1.5	ɲe	0
1462	Aguaruna	not	atsa	atsa	a + ts a	this is an interjection, not a grammatical particle.	Chicham	a + ts a	3571	894 2295	Johansson2021	7 9 2 7	X_AX	A_CA	2	2.A.V 2._._ 2.C.C 2.A.V	1.5 0.0 2.0 1.5	a+tsa	0
1597	Arabela	not	maj̃a	maj̃a	m a h a	None	Zaparoan	m a h a	1039	2296	Johansson2021	4 7 3 7	AXBZ	MAHA	4	4.M.C 4.A.V 4.H.C 4.A.V	2.0 1.5 1.75 0.8	maha	0
1719	Candoshi-Shapra	not	nta	nta	ⁿt a	None	Isolate	ⁿt a	1228	2573	Johansson2021	1 7	AX	TA	6	6.T.C 6.A.V	2.0 1.5	ⁿta	0
1840	Chayahuita	not	koʔ	koʔ	k o ʔ	None	Cahuapanan	k o ʔ	1042	2299	Johansson2021	1 7 1	AXN	KUH	8	8.K.C 8.U.V 8.H.c	2.0 1.5 0.8	koʔ	0
1964	Muniche	not	apɾa	apɾa	a p ɾ a	None	Isolate	a p ɾ a	1047	2303	Johansson2021	7 1 5 7	XBCZ	APRA	15	15.A.V 15.P.C 15.R.C 15.A.V	1.5 1.75 1.5 0.8	apɾa	0
2080	Taushiro	not	naʔhiɾo	naʔhiɾo	n a ʔ h i ɾ o	None	Isolate	n a ʔ h i ɾ o	1051	2307	Johansson2021	4 7 1 3 7 5 7	AXBCYBZ	NAHHIRU	23	23.N.C 23.A.V 23.H.C 23.H.C 23.I.V 23.R.C 23.U.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	naʔhiɾo	0
2205	Waorani	not	wĩĩ	wĩĩ	w i i	None	Isolate	w i i	1053	2309	Johansson2021	6 7 7	AXZ	WII	28	28.W.C 28.I.V 28.I.V	2.0 1.5 0.8	wii	0
2459	Proto-Bora-Muinane	not	ʦaʔa	ʦaʔa	ts a ʔ a	None	Boran	ts a ʔ a ( - - )	1040	2297	Seifart2024	2 7 1 7	AXBZ	CAHA	19	19.C.C 19.A.V 19.H.C 19.A.V	2.0 1.5 1.75 0.8	tsaʔa	0
2460	Proto-Bora-Muinane	not	-tɨ	-tɨ	t ɨ	None	Boran	t ɨ	1041	2298	Seifart2024	1 7	AX	TI	19	19.T.C 19.I.V	2.0 1.5	tɨ	0
2461	Bora	not	ʦʰáʔaá	ʦʰáʔaá	tsʰ a ʔ a a	None	Boran	tsʰ a ʔ a.a ( - - )	1040	2297	Seifart2024	2 7 1 7 7	AXBYZ	CAHAA	5	5.C.C 5.A.V 5.H.C 5.A.V 5.A.V	2.0 1.5 1.75 1.3 0.8	tsʰaʔaa	0
2462	Bora	not	-tʰɯ	-tʰɯ	tʰ ɯ	None	Boran	tʰ ɯ	1041	2298	Seifart2024	1 7	AX	TI	5	5.T.C 5.I.V	2.0 1.5	tʰɯ	0
2463	Muinane	not	ʧáʔano	ʧáʔano	tʃ a ʔ a n o	None	Boran	tʃ a ʔ a ( n o )	1040	2297	Seifart2024	1 7 1 7 4 7	AXBYBZ	TAHANU	14	14.T.C 14.A.V 14.H.C 14.A.V 14.N.C 14.U.V	2.0 1.5 1.75 1.3 1.75 0.8	tʃaʔano	0
2464	Muinane	not	-tɨ	-tɨ	t ɨ	None	Boran	t ɨ	1041	2298	Seifart2024	1 7	AX	TI	14	14.T.C 14.I.V	2.0 1.5	tɨ	0
2833	AchuarShiwiar	not	tsá	tsá	ts a	Phonological alternation: atsá	Chicham	ts a	1038	2295	Fast2008	2 7	AX	CA	1	1.C.C 1.A.V	2.0 1.5	tsa	0
3128	Juri	not	tiwá	tiwá	t i w a	Martius: non	Ticuna-Yuri	t i w a	1045	2301	Martius1867	1 7 6 7	AXBZ	TIWA	12	12.T.C 12.I.V 12.W.C 12.A.V	2.0 1.5 1.75 0.8	tiwa	0
3129	Juri	not	ghainà	ghainà	g a i n a	Martius: non	Ticuna-Yuri	g a i n a	1057	2313	Martius1867	1 7 7 4 7	AXYBZ	KAINA	12	12.K.C 12.A.V 12.I.V 12.N.C 12.A.V	2.0 1.5 1.3 1.75 0.8	gaina	0
3234	Coeruna	not	öqué	öqué	o k e	Martius: non	Huitotoan	o k e	524	1672	Martius1867	7 1 7	XBZ	UKE	10	10.U.V 10.K.C 10.E.V	1.5 1.75 0.8	oke	0
3281	Pebas	not	aanoy	aanoy	a a n o j	Martius: non	Peba-Yagua	a a n o j	1049	2305	Martius1867	7 7 4 7 6	XYBYN	AANUJ	18	18.A.V 18.A.V 18.N.C 18.U.V 18.J.c	1.5 1.3 1.75 1.3 0.8	aanoj	0
3330	MiranhaCarapana-Tapuya	not	náni	náni	n a n i	Martius: non	Huitotoan	( n a ) n i	1046	2302	Martius1867	4 7 4 7	AXBZ	NANI	13	13.N.C 13.A.V 13.N.C 13.I.V	2.0 1.5 1.75 0.8	nani	0
3454	Shiwilu	not	-i'n	-i'n	i ʔ n	None	Cahuapanan	i ʔ n	1050	2306	Valenzuela2012	7 1 4	XBC	IHN	21	21.I.V 21.H.C 21.N.C	1.5 1.75 1.5	iʔn	0
3633	Shuar	not	-ch	-ch	tʃ	Because of order of entries, here are the variants: sh,ts	Chicham	tʃ -	1038	2295	Pellizzaro2005	1	A	T	22	22.T.C	2.0	tʃ	0
4039	Urarina	not	aiʲéi	aiʲéi	ai e i	None	Isolate	ai e i	1052	2308	Peña2023	7 7 7	XYZ	AEI	26	26.A.V 26.E.V 26.I.V	1.5 1.3 0.8	aiei	0
4071	Wampis	not	atsa	atsa	a + ts a	atsa means 'no' only if used as an interjection, it is not a negative particle (from a 'copula' tsu 'neg' a 'imperfective')	Chicham	a + ts a	3571	894 2295	Peña2023	7 9 2 7	X_AX	A_CA	27	27.A.V 27._._ 27.C.C 27.A.V	1.5 0.0 2.0 1.5	a+tsa	0
4434	Yagua	not	ne	ne	n e	None	Peba-Yagua	( - - ) n e	1046	2302	Gonzales2023	4 7	AX	NE	32	32.N.C 32.E.V	2.0 1.5	ne	0
4653	Yanesha	not	ama	ama	a m a	None	Arawakan	a m a	1056	2312	Peña2024	7 4 7	XBZ	AMA	34	34.A.V 34.M.C 34.A.V	1.5 1.75 0.8	ama	0
4853	Aguaruna	not	-tsu	-tsu	ts ʊ	Appears with present-tense and remote past tense verbs.	Chicham	ts ʊ	3550	875	Overall2007	2 7	AX	CY	2	2.C.C 2.Y.V	2.0 1.5	tsʊ	0
4854	Aguaruna	not	-tʃa	-tʃa	tʃ a	Appears elsewhere.	Chicham	tʃ a	1038	2295	Overall2007	1 7	AX	TA	2	2.T.C 2.A.V	2.0 1.5	tʃa	0
4855	Wampis	not	-tsu	-tsu	ts u	Appears with imperfective stem and existential verb.	Chicham	ts u	3550	875	Peña2015	2 7	AX	CY	27	27.C.C 27.Y.V	2.0 1.5	tsu	0
4856	Wampis	not	-tʃa	-tʃa	tʃ a	Appears elsewhere.	Chicham	tʃ a	1038	2295	Peña2015	1 7	AX	TA	27	27.T.C 27.A.V	2.0 1.5	tʃa	0
4857	AchuarShiwiar	not	-tsu	-tsu	ts u	None	Chicham	ts u	3550	875	Kohlberger2020	2 7	AX	CY	1	1.C.C 1.Y.V	2.0 1.5	tsu	0
4858	Shuar	not	-tsu	-tsu	ts u	Used in the present tense, remote past, and relative clauses.	Chicham	ts u	3550	875	Saad2014	2 7	AX	CY	22	22.C.C 22.Y.V	2.0 1.5	tsu	0
4859	Shuar	not	-cha	-cha	tʃ a	Used elsewhere.	Chicham	tʃ a	1038	2295	Saad2014	1 7	AX	TA	22	22.T.C 22.A.V	2.0 1.5	tʃa	0
4860	AchuarShiwiar	not	-tʃa	-tʃa	tʃ a	None	Chicham	tʃ a	1038	2295	Kohlberger2020	1 7	AX	TA	1	1.T.C 1.A.V	2.0 1.5	tʃa	0
103	Iquito	old	kumaku	kumaku	k u m a k u	old	Zaparoan	k u m a k u	1065	2341	Michael2022	1 7 4 7 1 7	AXBYBZ	KYMAKY	11	11.K.C 11.Y.V 11.M.C 11.A.V 11.K.C 11.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	kumaku	0
350	Ocaina	old	haʔĩ́ĩ́m̥a	haʔĩ́ĩ́m̥a	h a ʔ iː + m̥ a	old-CLF:M	Huitotoan	h a ʔ iː + m̥ a	1069	2345 1673	Huber2021	3 7 1 7 9 4 7	AXBZ_AX	HAHI_MA	16	16.H.C 16.A.V 16.H.C 16.I.V 16._._ 16.M.C 16.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	haʔiː+m̥a	0
