ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	FAMILY	COGID	COGIDS	MORPHEMES	BORROWING
436	Ocaina	to suck	tsõõʔɲ̥o	tsõõʔɲ̥o	ts !õõ/oː ʔ ɲ̥ o		Huitotoan	0			
437	Ocaina	to suck	gõõ	gõõ	g !õõ/oː		Huitotoan	0			
609	Resigaro	to suck	sooʔ kʰú	sooʔ kʰú	s oː ʔ + kʰ !ú/u		Arawakan	0			
826	WitotoMinica	to suck	hanóde	hanóde	h a n !ó/o d e		Huitotoan	0			
827	WitotoMinica	to suck	ʧiʧóde	ʧiʧóde	tʃ i tʃ !ó/o d e		Huitotoan	0			
828	WitotoMinica	to suck	ʤibáde	ʤibáde	dʒ i b !á/a d e		Huitotoan	0			
1031	WitotoMurui	to suck	harode	harode	h a r o d e		Huitotoan	0			
1032	WitotoMurui	to suck	hakonote	hakonote	h a k o n o t e		Huitotoan	0			
1033	WitotoMurui	to suck	ʤibade	ʤibade	dʒ i b a d e		Huitotoan	0			
1239	WitotoNipode	to suck	ʤiʤóde	ʤiʤóde	dʒ i dʒ !ó/o d e		Huitotoan	0			
1240	WitotoNipode	to suck	moníde	moníde	m o n !í/i d e		Huitotoan	0			
1241	WitotoNipode	to suck	mugúde	mugúde	m u g !ú/u d e		Huitotoan	0			
1358	Aguaruna	to suck	bukunat	bukunat	b ʊ k ʊ n a t		Chicham	0			
1489	Arabela	to suck	monijakonu	monijakonu	m o n i h a k o n u		Zaparoan	0			
1602	Candoshi-Shapra	to suck	kamopʃfmaama	kamopʃimaama	k a m o p ʃ i m aː m a		Candoshi-Shapra	0			
1851	Muniche	to suck	wa	wa	w a		Muniche	0			
2711	AchuarShiwiar	to suck	mukunátin	mukunátin	m u k u n !á/a t i n		Chicham	0			
3327	Shiwilu	to suck	siserapalli	siserapalli	s i s ə ɾ a p a ʎ i		Cahuapanan	0			
3507	Shuar	to suck	muku-n-a	muku-n-a	m u k u + n + a		Chicham	0			
3829	Urarina	to suck	t̪uʰt̪uʷiká	t̪uʰt̪uʷiká	t !̪uʰ/ṳ t !̪uʷ/u i k !á/a		Urarina	0			
3977	Wampis	to suck	mukunat	mukunat	m u k u n a t		Chicham	0			
4195	Yagua	to suck	ya̠rimi	ya̠rimi	j !a̠/a r i m i		Peba-Yagua	0			
4401	Yanesha	to suck	t͡sot͡soteɲet͡s	t͡sot͡soteɲet͡s	ts o ts o t e ɲ e ts		Arawakan	0			
4584	Zaparo	to suck	supɨnu	supɨnu	s u p ɨ n u		Zaparoan	0			
152	Iquito	to swell	purúuni	purúuni	p u r !úu/uː n i	swell	Zaparoan	0			
432	Ocaina	to swell	hɯɯʔxa	hɯɯʔxa	h ɯː ʔ x a		Huitotoan	0			
604	Resigaro	to swell	fóo kʰú	fóo kʰú	f !óo/oː + kʰ !ú/u		Arawakan	0			
820	WitotoMinica	to swell	ɸáide	ɸáide	ɸ !á/a i d e		Huitotoan	0			
821	WitotoMinica	to swell	ɸíipukude	ɸíipukude	ɸ !íi/iː p u k u d e		Huitotoan	0			
1027	WitotoMurui	to swell	θɯɾide	θɯɾide	θ ɯ ɾ i d e		Huitotoan	0			
1232	WitotoNipode	to swell	uahátide	uahátide	u a h !á/a t i d e		Huitotoan	0			
2519	Proto-Bora-Muinane	to swell	huuri-	huuri-	h u u r i			0			
2520	Bora	to swell	oóri	oóri	o !ó/o r i		Boran	0			
2521	Muinane	to swell	húúri-ʔi	húúri-ʔi	h !ú/u !ú/u r i + ʔ i		Boran	0			
3509	Shuar	to swell	tanká-r	tanká-r	t a ŋ k !á/a + ɾ		Chicham	0			
3845	Urarina	to swell	n̪ĩhĩĩɾ̺íɲã	n̪ĩhĩĩɾ̺íɲã	n !̪ĩ/i h !ĩ/i !ĩ/i ɾ !̺í/i ɲ !ã/a		Urarina	0			
4170	Yagua	to swell	sapo	sapo	s a p o		Peba-Yagua	0			
4373	Yanesha	to swell	mʷeseɲets	mʷeseɲets	mʷ e s e ɲ e ts		Arawakan	0			
4586	Zaparo	to swell	muinyu	muinyu	m u i ɲ u		Zaparoan	0			
153	Iquito	to swim	musíini	musíini	m u s !íi/iː n i	swim	Zaparoan	0			
355	Ocaina	to swim	õõʔõ	õõʔõ	!õõ/oː ʔ !õ/o		Huitotoan	0			
545	Resigaro	to swim	oʔβápú	oʔβápú	o ʔ β !á/a p !ú/u		Arawakan	0			
741	WitotoMinica	to swim	ɯ́ɯde	ɯ́ɯde	!ɯ́ɯ/ɯː d e		Huitotoan	0			
955	WitotoMurui	to swim	ɯɯde	ɯɯde	ɯː d e		Huitotoan	0			
1160	WitotoNipode	to swim	ɯ́ɯde	ɯ́ɯde	!ɯ́ɯ/ɯː d e		Huitotoan	0			
1360	Aguaruna	to swim	jukumat	jukumat	j ʊ k ʊ m a t		Chicham	0			
1491	Arabela	to swim	kwanu	kwanu	k ua n u		Zaparoan	0			
1604	Candoshi-Shapra	to swim	koɾiiŋkamaama	koɾiiŋkamaama	k o ɾ iː ŋ k a m aː m a		Candoshi-Shapra	0			
1730	Chayahuita	to swim	yonin	yonin	j o n i n		Cahuapanan	0			
1853	Muniche	to swim	ʂusi	ʂusi	ʂ u s i		Muniche	0			
2068	Waorani	to swim	pãta	pãta	p !ã/a t a		Waorani	0			
2349	Proto-Bora-Muinane	to swim	iʦʦi	iʦʦi	i ts ts i			0			
2350	Bora	to swim	ihʧʰi	ihʧʰi	i h tʃʰ i		Boran	0			
2351	Muinane	to swim	ísi-	ísi-	!í/i s i		Boran	0			
2713	AchuarShiwiar	to swim	yukuáktin	yukuáktin	j u k !uá/ua k t i n	Because of order of the entries and frequency: yukúmkatin	Chicham	0			
3329	Shiwilu	to swim	idunpalli	idunpalli	i ð u m b a ʎ i		Cahuapanan	0			
3510	Shuar	to swim	yukuá-k	yukuá-k	j u k u !á/a + k		Chicham	0			
3785	Urarina	to swim	fʷitʃun̪ã́	fʷitʃun̪ã́	fʷ i tʃ u n !̪ã́/a		Urarina	0			
4000	Wampis	to swim	yukumat	yukumat	j u k u m a t		Chicham	0			
4181	Yagua	to swim	yanuni	yanuni	j a n u n i		Peba-Yagua	0			
4385	Yanesha	to swim	patʲeɲets	patʲeɲets	p a tʲ e ɲ e ts		Arawakan	0			
4587	Zaparo	to swim	ukanu	ukanu	u k a n u		Zaparoan	0			
160	Iquito	to think	saminiijúuni	saminiijúuni	s a m i n iː h !úu/uː n i	think	Zaparoan	0			
343	Ocaina	to think	xomɯɯxoʔjáʤi	xomɯɯxoʔjáʤi	x o m ɯː x o ʔ j !á/a dʒ i		Huitotoan	0			
344	Ocaina	to think	ɸaaʔxa	ɸaaʔxa	ɸ aː ʔ x a		Huitotoan	0			
605	Resigaro	to think	βáfó hénotú	βáfó hénotú	β !á/a f !ó/o + h !é/e n o t !ú/u		Arawakan	0			
822	WitotoMinica	to think	komekɯ ɸakáde	komekɯ ɸakáde	k o m e k ɯ + ɸ a k !á/a d e		Huitotoan	0			
1028	WitotoMurui	to think	komekɯ ɸakade	komekɯ ɸakade	k o m e k ɯ + ɸ a k a d e		Huitotoan	0			
1233	WitotoNipode	to think	komekɯ pakáde	komekɯ pakáde	k o m e k ɯ + p a k !á/a d e		Huitotoan	0			
1234	WitotoNipode	to think	duénaiɗe	duénaiɗe	d u !é/e n a i ɗ e		Huitotoan	0			
1235	WitotoNipode	to think	merɯ́daiɗɯde	merɯ́daiɗɯde	m e !r/ɾ !ɯ́/ɯ d a i ɗ ɯ d e		Huitotoan	0			
1367	Aguaruna	to think	anɨntaimat	anɨntaimat	a n ɨ n t ɛi m a t		Chicham	0			
1498	Arabela	to think	niiʃiɾioj̃onu	niiʃiɾioj̃onu	n iː ʃ i ɾ i o !h̃/h o n u		Zaparoan	0			
1610	Candoshi-Shapra	to think	tʃinamaama	tʃinamaama	tʃ i n a m aː m a		Candoshi-Shapra	0			
1736	Chayahuita	to think	yonkiɾin	yonkiɾin	j o n k i ɾ i n		Cahuapanan	0			
1858	Muniche	to think	nuçta	nuçta	n u ç t a		Muniche	0			
1959	Taushiro	to think	nuʔtʃi	nuʔtʃi	n u ʔ tʃ i		Taushiro	0			
2522	Proto-Bora-Muinane	to think	etʦami-	etʦami-	e t ts a m i			0			
2523	Bora	to think	ɨ́hʦʰaméi	ɨ́hʦʰaméi	!ɨ́/ɨ h tsʰ a m !é/e i		Boran	0			
2524	Muinane	to think	ésámáái-ʔi	ésámáái-ʔi	!é/e s !á/a m !á/a !á/a i + ʔ i		Boran	0			
2721	AchuarShiwiar	to think	nintímratin	nintímratin	n i n t !í/i m r a t i n	Phonolotical alternation: inintímratin	Chicham	0			
3335	Shiwilu	to think	inlli’inupalli	inlli’inupalli	i n ʎ i ʔ i n u p a ʎ i		Cahuapanan	0			
3518	Shuar	to think	enentáim-sa	enentáim-sa	ɨ n ɨ n t !ái/ei m + s a		Chicham	0			
3843	Urarina	to think	kauɨn̪ã́	kauɨn̪ã́	k a u ɨ n !̪ã́/a		Urarina	0			
3986	Wampis	to think	anentaimat	anentaimat	a n e n t a i m a t		Chicham	0			
4187	Yagua	to think	yachipïya̠	yachipïya̠	j a tʃ i p !ï/i j !a̠/a		Peba-Yagua	0			
4393	Yanesha	to think	kotʲapeˀtʃeɲets	kotʲapeˀtʃeɲets	k o tʲ a p e ʔ t ʃ e ɲ e ts		Arawakan	0			
4591	Zaparo	to think	nishinyu	nishinyu	n i ʃ i ɲ u		Zaparoan	0			
164	Iquito	to throw	simaajuutáani	simaajuutáani	s i m aː h uː t !áa/aː n i	throw	Zaparoan	0			
422	Ocaina	to throw	ĩĩtsa	ĩĩtsa	!ĩ/i !ĩ/i ts a		Huitotoan	0			
423	Ocaina	to throw	an̥ããtʲo	an̥ããtʲo	a n̥ !ãã/aː tʲ o		Huitotoan	0			
598	Resigaro	to throw	píʔko	píʔko	p !í/i ʔ k o		Arawakan	0			
811	WitotoMinica	to throw	bɯtáde	bɯtáde	b ɯ t !á/a d e		Huitotoan	0			
812	WitotoMinica	to throw	batáde	batáde	b a t !á/a d e		Huitotoan	0			
813	WitotoMinica	to throw	ɲáɯte	ɲáɯte	ɲ !á/a ɯ t e		Huitotoan	0			
1018	WitotoMurui	to throw	bɯtade	bɯtade	b ɯ t a d e		Huitotoan	0			
1019	WitotoMurui	to throw	nitade	nitade	n i t a d e		Huitotoan	0			
1020	WitotoMurui	to throw	kuaɯtade	kuaɯtade	k u aɯ t a d e		Huitotoan	0			
1224	WitotoNipode	to throw	bɯɗáde	bɯɗáde	b ɯ ɗ !á/a d e		Huitotoan	0			
1225	WitotoNipode	to throw	daiɗáde	daiɗáde	d a i ɗ !á/a d e		Huitotoan	0			
1226	WitotoNipode	to throw	paɯɗe	paɯɗe	p a ɯ ɗ e		Huitotoan	0			
2498	Proto-Bora-Muinane	to throw	piku	piku	p i k u			0			
2499	Bora	to throw	pʰikʰʲo	pʰikʰʲo	pʰ i kʰʲ o		Boran	0			
2500	Muinane	to throw	ɸíkú-ʔi	ɸíkú-ʔi	ɸ !í/i k !ú/u + ʔ i		Boran	0			
2725	AchuarShiwiar	to throw	jíiktin	jíiktin	h !íi/iː k t i n		Chicham	0			
3339	Shiwilu	to throw	pidatapalli	pidatapalli	p i ð a t a p a ʎ i		Cahuapanan	0			
3808	Urarina	to throw	s̪ijeit̪uʷá	s̪ijeit̪uʷá	s i j e i t !̪uʷ/u !á/a		Urarina	0			
4017	Wampis	to throw	nanki	nanki	n a n k i		Chicham	0			
4175	Yagua	to throw	satiriyo̠	satiriyo̠	s a t i r i j !o̠/o		Peba-Yagua	0			
4209	Yagua	to throw	sajasi	sajasi	s a h a s i		Peba-Yagua	0			
4411	Yanesha	to throw	wapoɾeteɲet͡s	wapoɾeteɲet͡s	w a p o ɾ e t e ɲ e ts		Arawakan	0			
4595	Zaparo	to throw	ahatanu	ahatanu	a h a t a n u		Zaparoan	0			
165	Iquito	to tie	tiníini	tiníini	t i n !íi/iː n i	tie or secure a rope to an entity	Zaparoan	0			
426	Ocaina	to tie	okááɸɯ	okááɸɯ	o k !áá/aː ɸ ɯ		Huitotoan	0			
427	Ocaina	to tie	gãã	gãã	g !ãã/aː		Huitotoan	0			
601	Resigaro	to tie	hipon̥ú	hipon̥ú	h i p o n̥ !ú/u		Arawakan	0			
816	WitotoMinica	to tie	kuináde	kuináde	k u i n !á/a d e		Huitotoan	0			
1023	WitotoMurui	to tie	kuinade	kuinade	k ui n a d e		Huitotoan	0			
1229	WitotoNipode	to tie	kuináde	kuináde	k u i n !á/a d e		Huitotoan	0			
1370	Aguaruna	to tie	higkat	higkat	h i ŋ k a t		Chicham	0			
1501	Arabela	to tie	moɾonu	moɾonu	m o ɾ o n u		Zaparoan	0			
1613	Candoshi-Shapra	to tie	kamoɾimaama	kamoɾimaama	k a m o ɾ i m aː m a		Candoshi-Shapra	0			
1739	Chayahuita	to tie	tonpoɾin	tonpoɾin	t o n p o ɾ i n		Cahuapanan	0			
1861	Muniche	to tie	di	di	d i		Muniche	0			
1962	Taushiro	to tie	ɨiʔtaʔ	ɨiʔtaʔ	ɨ i ʔ t a ʔ		Taushiro	0			
2510	Proto-Bora-Muinane	to tie	ʦiʦʦɨ	ʦiʦʦɨ	ts i ts ts ɨ			0			
2511	Proto-Bora-Muinane	to tie	duʔhe-nɨ	duʔhe-nɨ	d u ʔ h e + n ɨ			0			
2512	Bora	to tie	ʧʰíhʧʰɯ	ʧʰíhʧʰɯ	tʃʰ !í/i h tʃʰ ɯ		Boran	0			
2513	Bora	to tie	toʔhɨ́-nɯ	toʔhɨ́-nɯ	t o ʔ h !ɨ́/ɨ + n ɯ		Boran	0			
2514	Muinane	to tie	sísɨ-ʔi	sísɨ-ʔi	s !í/i s ɨ + ʔ i		Boran	0			
2515	Muinane	to tie	dúúhé-nɨ-ʔi	dúúhé-nɨ-ʔi	d !ú/u !ú/u h !é/e + n ɨ + ʔ i		Boran	0			
2726	AchuarShiwiar	to tie	jingkiátin	jingkiátin	h i ŋ kʲ a t i n	More restrictive form: jíniuktin	Chicham	0			
3340	Shiwilu	to tie	tenpu’palli	tenpu’palli	tˀ ə m b u ʔ p a ʎ i		Cahuapanan	0			
3522	Shuar	to tie	jinkiá-	jinkiá-	h i ŋ k i !á/a		Chicham	0			
3854	Urarina	to tie	iʰʧuʷan̪ã́	iʰʧuʷan̪ã́	!iʰ/i̤ tʃ !uʷ/u a n !̪ã́/a		Urarina	0			
4018	Wampis	to tie	jinkat	jinkat	h i n k a t		Chicham	0			
4203	Yagua	to tie	yapichira	yapichira	j a p i tʃ i r a		Peba-Yagua	0			
4207	Yagua	to tie	sapichi	sapichi	s a p i tʃ i		Peba-Yagua	0			
4409	Yanesha	to tie	wankeɲet͡s	wankeɲet͡s	w a n k e ɲ e ts		Arawakan	0			
4596	Zaparo	to tie	marahunu	marahunu	m a r a h u n u		Zaparoan	0			
169	Iquito	to turn (change one's direction)	takɨtɨ́ɨni	takɨtɨ́ɨni	t a k ɨ t !ɨ́ɨ/ɨː n i	turn around	Zaparoan	0			
2730	AchuarShiwiar	to turn (change one's direction)	yántratin	yántratin	j !á/a n t r a t i n	Phonological alternation: ayántratin,yántumratin	Chicham	0			
3344	Shiwilu	to turn (change one's direction)	tamanerapalli	tamanerapalli	t a m a n ə ɾ a p a ʎ i		Cahuapanan	0			
3526	Shuar	to turn (change one's direction)	íik-ia	íik-ia	!íi/iː k + i a		Chicham	0			
4007	Wampis	to turn (change one's direction)	ayantat	ayantat	a j a n t a t		Chicham	0			
4386	Yanesha	to turn (change one's direction)	e'rramateñets	e'rramateñets	eˀ ɾ ɾ a m a t e ɲ e ts		Arawakan	0			
172	Iquito	to vomit	ikiníini	ikiníini	i k i n !íi/iː n i	vomit	Zaparoan	0			
435	Ocaina	to vomit	xooʔxɯ	xooʔxɯ	x oː ʔ x ɯ		Huitotoan	0			
608	Resigaro	to vomit	iʔkan̥ú	iʔkan̥ú	i ʔ k a n̥ !ú/u		Arawakan	0			
825	WitotoMinica	to vomit	kɯkúede	kɯkúede	k ɯ k !ú/u e d e		Huitotoan	0			
1030	WitotoMurui	to vomit	kɯkuede	kɯkuede	k ɯ k u e d e		Huitotoan	0			
1238	WitotoNipode	to vomit	kɯkúede	kɯkúede	k ɯ k !ú/u e d e		Huitotoan	0			
1375	Aguaruna	to vomit	imut	imut	i m ʊ t		Chicham	0			
1506	Arabela	to vomit	makaaniu	makaaniu	m a k aː n i u		Zaparoan	0			
1618	Candoshi-Shapra	to vomit	katamaama	katamaama	k a t a m aː m a		Candoshi-Shapra	0			
1744	Chayahuita	to vomit	imoɾin	imoɾin	i m o ɾ i n		Cahuapanan	0			
1866	Muniche	to vomit	kuki	kuki	k u k i		Muniche	0			
1967	Taushiro	to vomit	aʔxaʔa	aʔxaʔa	a ʔ x a ʔ a		Taushiro	0			
2732	AchuarShiwiar	to vomit	imiúktin	imiúktin	i m i !ú/u k t i n	Phonological alternation: iniúktin	Chicham	0			
3346	Shiwilu	to vomit	enmu’palli	enmu’palli	ə n m u ʔ p a ʎ i		Cahuapanan	0			
3528	Shuar	to vomit	imia-k	imia-k	i m i a + k		Chicham	0			
3797	Urarina	to vomit	n̪aɾuʷaká	n̪aɾuʷaká	n a ɾ !uʷ/u a k !á/a		Urarina	0			
3979	Wampis	to vomit	muit	muit	m u i t		Chicham	0			
4198	Yagua	to vomit	yayanï	yayanï	j a j a n !ï/i		Peba-Yagua	0			
4404	Yanesha	to vomit	atat͡steɲet͡s	atat͡steɲet͡s	a t a ts t e ɲ e ts		Arawakan	0			
4601	Zaparo	to vomit	ikɨninyu	ikɨninyu	i k ɨ n i ɲ u		Zaparoan	0			
173	Iquito	to walk	iikúuni	iikúuni	iː k !úu/uː n i	walk	Zaparoan	0			
357	Ocaina	to walk	maaxa	maaxa	m aː x a		Huitotoan	0			
547	Resigaro	to walk	híʔβu	híʔβu	h !í/i ʔ β u		Arawakan	0			
743	WitotoMinica	to walk	makáde	makáde	m a k !á/a d e		Huitotoan	0			
957	WitotoMurui	to walk	makarite	makarite	m a k a r i t e		Huitotoan	0			
1162	WitotoNipode	to walk	makáde	makáde	m a k !á/a d e		Huitotoan	0			
2355	Proto-Bora-Muinane	to walk	ɨgo	ɨgo	ɨ g o			0			
2356	Proto-Bora-Muinane	to walk	poo	poo	p o o			0			
2357	Bora	to walk	ɯʧe	ɯʧe	ɯ tʃ e		Boran	0			
2358	Bora	to walk	pʰeé	pʰeé	pʰ e !é/e		Boran	0			
2359	Muinane	to walk	ɨ́ge-ʔi	ɨ́ge-ʔi	!ɨ́/ɨ g e + ʔ i		Boran	0			
2360	Muinane	to walk	ɸée-ʔi	ɸée-ʔi	ɸ !é/e e + ʔ i		Boran	0			
2733	AchuarShiwiar	to walk	wekáasatin	wekáasatin	w ɨ k !áa/aː s a t i n		Chicham	0			
2867	Canichana	to walk	au-xar-cuiyama	au-xar-cuiyama	a u + h a ɾ + k u i j a m a	au = 1SG	Canichana	0			
3347	Shiwilu	to walk	dekkuntapalli	dekkuntapalli	ð ə ˀk k u n d a p a ʎ i		Cahuapanan	0			
3529	Shuar	to walk	weká-sa	weká-sa	w ɨ k !á/a + s a		Chicham	0			
3769	Urarina	to walk	amɨ̃n̪ã́ã	amɨ̃n̪ã́ã	a m !ɨ̃/ɨ n !̪ã́/a !ã/a		Urarina	0			
4002	Wampis	to walk	wekat	wekat	w e k a t		Chicham	0			
4179	Yagua	to walk	yarupï	yarupï	j a r u p !ï/i		Peba-Yagua	0			
4602	Zaparo	to walk	awkunu	awkunu	au k u n u		Zaparoan	0			
175	Iquito	to wash	sikitáani	sikitáani	s i k i t !áa/aː n i	wash	Zaparoan	0			
390	Ocaina	to wash	hoxootɯ	hoxootɯ	h o x oː t ɯ		Huitotoan	0			
567	Resigaro	to wash	hipu	hipu	h i p u		Arawakan	0			
773	WitotoMinica	to wash	hokóde	hokóde	h o k !ó/o d e		Huitotoan	0			
982	WitotoMurui	to wash	hokode	hokode	h o k o d e		Huitotoan	0			
1186	WitotoNipode	to wash	hokóde	hokóde	h o k !ó/o d e		Huitotoan	0			
2421	Proto-Bora-Muinane	to wash	nittɨ-	nittɨ-	n i t t ɨ			0			
2422	Bora	to wash	nihtʰʲɯ	nihtʰʲɯ	n i h tʰʲ ɯ		Boran	0			
2423	Muinane	to wash	níttɨ-ʔi	níttɨ-ʔi	n !í/i t t ɨ + ʔ i		Boran	0			
2735	AchuarShiwiar	to wash	nijártin	nijártin	n i h !á/a r t i n		Chicham	0			
3348	Shiwilu	to wash	pamu’palli	pamu’palli	p a m u ʔ p a ʎ i	There is a specific form for ‘washing clothes’: peksa’dunpalli	Cahuapanan	0			
3530	Shuar	to wash	nijiá-r	nijiá-r	n i h i !á/a + ɾ		Chicham	0			
3852	Urarina	to wash	kɨl̪eeká	kɨl̪eeká	k ɨ l e e k !á/a		Urarina	0			
4013	Wampis	to wash	nijat	nijat	n i h a t		Chicham	0			
4211	Yagua	to wash	sasuta	sasuta	s a s u t a		Peba-Yagua	0			
4415	Yanesha	to wash	epanateɲet͡s	epanateɲet͡s	e p a n a t e ɲ e ts		Arawakan	0			
4603	Zaparo	to wash	tsukiryawhunu	tsukiryawhunu	ts u k i rʲ au h u n u		Zaparoan	0			
189	Iquito	to wipe	pɨ́ɨni	pɨ́ɨni	p !ɨ́ɨ/ɨː n i	wipe or clean oneself after defecating	Zaparoan	0			
2748	AchuarShiwiar	to wipe	pakuíchau awajsatin	pakuíchau awajsatin	p a k !uí/ui tʃ au + a w a h s a t i n	Phonological alternation: pakuíchau awáasatin	Chicham	0			
3361	Shiwilu	to wipe	nawerapalli	nawerapalli	n a w ə ɾ a p a ʎ i		Cahuapanan	0			
3875	Urarina	to wipe	kad̺ɨd̺ɨn̪ã́	kad̺ɨd̺ɨn̪ã́	k a d ɨ d ɨ n !̪ã́/a		Urarina	0			
4014	Wampis	to wipe	japimat	japimat	h a p i m a t		Chicham	0			
4416	Yanesha	to wipe	et͡ʃeɲet͡s	et͡ʃeɲet͡s	e tʃ e ɲ e ts		Arawakan	0			
166	Iquito	tongue	nɨɨti	nɨɨti	n ɨː t i	tongue	Zaparoan	0			
195	Ocaina	tongue	hĩɲṍṍʔɸɯ	hĩɲṍṍʔɸɯ	h !ĩ/i ɲ !ṍṍ/oː ʔ ɸ ɯ		Huitotoan	0			
447	Resigaro	tongue	eʔhéepé	eʔhéepé	e ʔ h !ée/eː p !é/e		Arawakan	0			
617	WitotoMinica	tongue	iɯ́ɸe	iɯ́ɸe	i !ɯ́/ɯ ɸ e		Huitotoan	0			
839	WitotoMurui	tongue	iɯɸe	iɯɸe	i ɯ ɸ e		Huitotoan	0			
1049	WitotoNipode	tongue	iɯ́pe	iɯ́pe	i !ɯ́/ɯ p e		Huitotoan	0			
1371	Aguaruna	tongue	idai	idai	i d ɛi		Chicham	0			
1502	Arabela	tongue	niti	niti	n i t i		Zaparoan	0			
1614	Candoshi-Shapra	tongue	niapoɾitʃ	niapoɾitʃ	n i a p o ɾ i tʃ		Candoshi-Shapra	0			
1740	Chayahuita	tongue	nɨnɨɾa	nɨnɨɾa	n ɨ n ɨ ɾ a		Cahuapanan	0			
1862	Muniche	tongue	tɨɾa	tɨɾa	t ɨ ɾ a		Muniche	0			
1963	Taushiro	tongue	aʔkɨhɨʔ	aʔkɨhɨʔ	a ʔ k ɨ h ɨ ʔ		Taushiro	0			
2075	Waorani	tongue	õdõgẽdẽwa	õdõgẽdẽwa	!õ/o d !õ/o g !ẽ/e d !ẽ/e w a		Waorani	0			
2093	Proto-Bora-Muinane	tongue	nehe	nehe	n e h e			0			
2094	Bora	tongue	nɨ́ɨ́hɨ-kʷa	nɨ́ɨ́hɨ-kʷa	n !ɨ́/ɨ !ɨ́/ɨ h ɨ + kʷ a		Boran	0			
2095	Muinane	tongue	néhe-ba	néhe-ba	n !é/e h e + b a		Boran	0			
2727	AchuarShiwiar	tongue	iná̃ĩ	iná̃ĩ	i n !á̃/a !ĩ/i	Phonological alternation: inĩá̃ĩ	Chicham	0			
2785	Andoa	tongue	níti	níti	n !í/i t i		Zaparoan	0			
2863	Canichana	tongue	au-chava	au-chava	a u + tʃ a v a	au = 1SG	Canichana	0			
3341	Shiwilu	tongue	ñinekla	ñinekla	ɲ i n ə ˀk l a		Cahuapanan	0			
3523	Shuar	tongue	iniái	iniái	i n i !ái/ei		Chicham	0			
3549	Chibito	tongue	moaltsǔ (malsu)	moaltsǔ	m o a l ts !ǔ/u	Tessmann: Zunge	Hibito-Cholon	0			
3569	Omurano	tongue	nateto	nateto	n a t e t o	Tessmann: Zunge	Omurano	0			
3629	Tequiraca	tongue	axlī́ū	axlī́ū	a x l !ī́/i !ū/u	Tessmann: Zunge	Aewa	0			
3707	Urarina	tongue	l̪el̪é	l̪el̪é	l e l !̪é/e		Urarina	0			
3963	Wampis	tongue	inai	inai	i n a i		Chicham	0			
4105	Yagua	tongue	dachi	dachi	d a tʃ i		Peba-Yagua	0			
4288	Yanesha	tongue	neɲet͡s	neɲet͡s	n e ɲ e ts		Arawakan	0			
4597	Zaparo	tongue	riricha	riricha	r i r i tʃ a		Zaparoan	0			
167	Iquito	tooth (front rather than molar)	iika	iika	iː k a	tooth or fang	Zaparoan	0			
197	Ocaina	tooth (front rather than molar)	aʔtiiʔtʲo	aʔtiiʔtʲo	a ʔ t iː ʔ tʲ o		Huitotoan	0			
449	Resigaro	tooth (front rather than molar)	oné	oné	o n !é/e		Arawakan	0			
619	WitotoMinica	tooth (front rather than molar)	íθido	íθido	!í/i θ i d o		Huitotoan	0			
841	WitotoMurui	tooth (front rather than molar)	iθido	iθido	i θ i d o		Huitotoan	0			
1051	WitotoNipode	tooth (front rather than molar)	ítido	ítido	!í/i t i d o		Huitotoan	0			
1372	Aguaruna	tooth (front rather than molar)	dai	dai	d ɛi		Chicham	0			
1503	Arabela	tooth (front rather than molar)	kwiaj̃a	kwiaj̃a	k i a !h̃/h a		Zaparoan	0			
1615	Candoshi-Shapra	tooth (front rather than molar)	nassitʃ	nassitʃ	n a s s i tʃ		Candoshi-Shapra	0			
1741	Chayahuita	tooth (front rather than molar)	natɨʔ	natɨʔ	n a t ɨ ʔ		Cahuapanan	0			
1863	Muniche	tooth (front rather than molar)	diɾa	diɾa	d i ɾ a		Muniche	0			
1964	Taushiro	tooth (front rather than molar)	aɲunɨ	aɲunɨ	a ɲ u n ɨ		Taushiro	0			
2076	Waorani	tooth (front rather than molar)	baga	baga	b a g a		Waorani	0			
2099	Proto-Bora-Muinane	tooth (front rather than molar)	iʔgai	iʔgai	i ʔ g a i			0			
2100	Bora	tooth (front rather than molar)	íʔkʷáhɨɨ́	íʔkʷáhɨɨ́	!í/i ʔ kʷ !á/a h ɨ !ɨ́/ɨ		Boran	0			
2101	Muinane	tooth (front rather than molar)	íígai	íígai	!í/i !í/i g a i		Boran	0			
2728	AchuarShiwiar	tooth (front rather than molar)	nái	nái	n !ái/ɨi		Chicham	0			
2786	Andoa	tooth (front rather than molar)	ikyajá	ikyajá	i kʲ a h !á/a		Zaparoan	0			
2864	Canichana	tooth (front rather than molar)	eu-huti	eu-huti	e u + h u t i	eu = 1SG	Canichana	0			
2913	Juri	tooth (front rather than molar)	ti tschäco	ti tschäco	t i + dʒ !ä/a c o	Martius: dens	Ticuna-Yuri	0			
2914	Juri	tooth (front rather than molar)	su-seko	su-seko	s u + s e k o	Martius: dens	Ticuna-Yuri	0			
2915	Juri	tooth (front rather than molar)	(tcha) tikou	tikou	t i k o u	Martius: dens	Ticuna-Yuri	0			
3044	Coeruna	tooth (front rather than molar)	cuirí	cuirí	k u i ɾ !í/i	Martius: dens	Huitotoan	0			
3097	Pebas	tooth (front rather than molar)	viala	viala	v i a l a	Martius: dens	Peba-Yagua	0			
