Doculect A	Doculect B	Concept	Form A	Form B	Cogid	Distance from Identity Score	Levenshtein Distance	Bigram Distance	Trigram Distance	Combined Distance	Same Family?
Andoa	Zaparo	louse	s o kʷ a n a h a	s u k a n a w a	1149	0.48	0.375	0.375	0.3333333333333333	0.3908333333333333	yes
Andoa	AchuarShiwiar	mother	a n o kʷ a	n u k u r	1207	0.6799999999999999	1.0	0.8	0.6666666666666666	0.7866666666666666	no
Andoa	Shuar	mother	a n o kʷ a	n u k u	1207	0.6799999999999999	0.8	0.8	0.6666666666666666	0.7366666666666667	no
Andoa	Wampis	mother	a n o kʷ a	n u k u r i	1207	0.72	1.0	0.8333333333333334	0.7142857142857143	0.8169047619047619	no
Andoa	Zaparo	mother	a n o kʷ a	a n u	1207	0.6	0.6	0.5	0.49999999999999994	0.5499999999999999	yes
Andoa	Iquito	nose	n a h u kʷ a	n a h i k a	1379	0.48	0.3333333333333333	0.3333333333333333	0.2857142857142857	0.358095238095238	yes
Andoa	Aguaruna	nose	n a h u kʷ a	n ʊ h i	1379	0.6799999999999999	0.6666666666666666	0.5833333333333334	0.5714285714285714	0.625357142857143	no
Andoa	Arabela	nose	n a h u kʷ a	n a h a k ua	1379	0.43999999999999995	0.5	0.4166666666666667	0.3333333333333333	0.4225	yes
Andoa	AchuarShiwiar	nose	n a h u kʷ a	n u h i	1379	0.6799999999999999	0.6666666666666666	0.5833333333333334	0.5238095238095238	0.613452380952381	no
Andoa	Shuar	nose	n a h u kʷ a	n u h i	1379	0.6799999999999999	0.6666666666666666	0.5833333333333334	0.5238095238095238	0.613452380952381	no
Andoa	Wampis	nose	n a h u kʷ a	n u h i	1379	0.6799999999999999	0.6666666666666666	0.5833333333333334	0.5238095238095238	0.613452380952381	no
Andoa	Zaparo	nose	n a h u kʷ a	n a h u k a	1379	0.4	0.16666666666666666	0.16666666666666666	0.14285714285714285	0.21904761904761905	yes
Andoa	Arabela	person	p ɨ a n o	p u ɨ h a n o	1477	0.6	0.2857142857142857	0.42857142857142855	0.375	0.42232142857142857	yes
Andoa	Arabela	rotten (especially log)	m o kʷ a ʃ i	m o k uɨː k a	1620	0.48	0.6666666666666666	0.5833333333333334	0.47619047619047616	0.5515476190476191	yes
Andoa	Zaparo	rotten (especially log)	m o kʷ a ʃ i	m u k a k a	1620	0.48	0.6666666666666666	0.5833333333333334	0.5238095238095237	0.5634523809523809	yes
Andoa	Iquito	salt	i tʃ o h a	iː s a h a	1636	0.52	0.6	0.6	0.5	0.555	yes
Andoa	Zaparo	salt	i tʃ o h a	i tʃ a hʷ a	1636	0.43999999999999995	0.4	0.4	0.3333333333333333	0.3933333333333333	yes
Andoa	Arabela	sun	o p a n a n o	p a n a n u	2007	0.6	0.2857142857142857	0.2857142857142857	0.29166666666666663	0.36577380952380945	yes
Andoa	Zaparo	sun	o p a n a n o	j a n au kʷ a	2007	0.6	0.7142857142857143	0.6428571428571429	0.5	0.6142857142857143	yes
Andoa	Iquito	tongue	n i t i	n ɨː t i	2874	0.43999999999999995	0.25	0.25	0.13333333333333333	0.2683333333333333	yes
Andoa	Arabela	tongue	n i t i	n i t i	2874	0.24	0.0	0.0	0.0	0.06	yes
Andoa	Iquito	tooth (front rather than molar)	i kʲ a h a	iː k a	2892	0.64	0.8	0.8	0.6111111111111112	0.7127777777777778	yes
Andoa	Arabela	tooth (front rather than molar)	i kʲ a h a	k i a h a	2892	0.6	0.4	0.3	0.2222222222222222	0.38055555555555554	yes
Andoa	Tequiraca	tooth (front rather than molar)	i kʲ a h a	a k a	2892	0.72	0.6	0.7	0.611111111111111	0.6577777777777777	no
Andoa	Ocaina	tree	a m a k a	a m̥ ɯɯ ɲ̥ a	2913	0.6	0.6	0.6	0.38888888888888884	0.5472222222222222	no
Andoa	WitotoMinica	tree	a m a k a	a m e n a	2913	0.6	0.4	0.4	0.2222222222222222	0.40555555555555556	no
Andoa	WitotoMurui	tree	a m a k a	a m e n a	2913	0.6	0.4	0.4	0.2222222222222222	0.40555555555555556	no
Andoa	WitotoNipode	tree	a m a k a	a m e n a	2913	0.56	0.4	0.4	0.2222222222222222	0.39555555555555555	no
Andoa	Iquito	water	m o a k a	aː k a	2959	0.64	0.6	0.6	0.49999999999999994	0.585	yes
Andoa	Arabela	water	m o a k a	m o w a k a	2959	0.6	0.16666666666666666	0.25	0.23809523809523808	0.3136904761904762	yes
Andoa	Proto-Bora-Muinane	white	o ʃ i ʃ i a	ts e ts e e	3060	0.6799999999999999	1.0	0.9166666666666666	0.8095238095238095	0.851547619047619	no
Andoa	Bora	white	o ʃ i ʃ i a	tsʰ ɨ tsʰ ɨ	3060	0.6799999999999999	1.0	0.9166666666666666	0.8095238095238095	0.851547619047619	no
Andoa	Muinane	white	o ʃ i ʃ i a	s e s e e n e	3060	0.6799999999999999	1.0	0.9285714285714286	0.8333333333333334	0.8604761904761905	no
Andoa	Iquito	woman	m a a h i	m ɨː s a h i	3181	0.64	0.3333333333333333	0.25	0.23809523809523808	0.3653571428571429	yes
Andoa	Arabela	woman	m a a h i	m aː h i	3181	0.6	0.4	0.4	0.3888888888888889	0.4472222222222222	yes
Andoa	Zaparo	woods	n a kʷ a h a	n a k u h i ɲ a	3203	0.6	0.5	0.5625	0.4444444444444444	0.5267361111111111	yes
Canichana	Yagua	one	m e ɾ e k e	t a r a k i	1444	0.56	0.8333333333333334	0.75	0.6666666666666666	0.7025	no
Canichana	Iquito	to rain	n i n a	a n iː n i	2606	0.72	0.6	0.6	0.4444444444444444	0.5911111111111111	no
Juri	Juri	white	ʔ a ɾ e	a ʔ ɾ e	3068	0.52	0.25	0.25	0.13333333333333333	0.28833333333333333	yes
Juri	Juri	white	ʔ a ɾ e	a a ɾ e	3068	0.48	0.25	0.25	0.2	0.295	yes
Juri	Juri	white	a ʔ ɾ e	ʔ a ɾ e	3068	0.52	0.25	0.25	0.13333333333333333	0.28833333333333333	yes
Juri	Juri	white	a ʔ ɾ e	a a ɾ e	3068	0.52	0.25	0.25	0.2	0.305	yes
Juri	Juri	white	a a ɾ e	ʔ a ɾ e	3068	0.48	0.25	0.125	0.06666666666666667	0.23041666666666666	yes
Juri	Juri	white	a a ɾ e	a ʔ ɾ e	3068	0.52	0.25	0.125	0.06666666666666667	0.24041666666666667	yes
Juri	Juri	water	o ɾ a	c o o ɾ a	2966	0.48	0.4	0.5	0.3888888888888889	0.4422222222222222	yes
Juri	Juri	water	o ɾ a	g o a ɾ a q	2966	0.48	0.5	0.6666666666666666	0.5714285714285714	0.5545238095238094	yes
Juri	Juri	water	c o o ɾ a	o ɾ a	2966	0.48	0.4	0.4	0.38888888888888884	0.4172222222222222	yes
Juri	Juri	water	c o o ɾ a	g o a ɾ a q	2966	0.48	0.5	0.4166666666666667	0.38095238095238093	0.4444047619047619	yes
Juri	Juri	water	g o a ɾ a q	o ɾ a	2966	0.48	0.5	0.6666666666666666	0.5238095238095238	0.5426190476190476	yes
Juri	Juri	water	g o a ɾ a q	c o o ɾ a	2966	0.48	0.5	0.5	0.42857142857142855	0.47714285714285715	yes
Juri	Iquito	tree	n o i n l n o	n aː n a	2914	0.76	0.7142857142857143	0.6428571428571429	0.5833333333333333	0.6751190476190476	no
Juri	Arabela	tree	n o i n l n o	n aː n a	2914	0.72	0.7142857142857143	0.6428571428571429	0.5833333333333333	0.6651190476190476	no
Juri	Juri	tree	n o i n l n o	n o i n o	2914	0.48	0.2857142857142857	0.2857142857142857	0.29166666666666663	0.33577380952380953	yes
Juri	Coeruna	tree	n o i n l n o	t a i n a	2914	0.6799999999999999	0.7142857142857143	0.6428571428571429	0.5833333333333333	0.6551190476190476	no
Juri	Urarina	tree	n o i n l n o	n ɨ ɨ n a	2914	0.76	0.7142857142857143	0.6428571428571429	0.5416666666666666	0.6647023809523809	no
Juri	Yagua	tree	n o i n l n o	n i n u	2914	0.72	0.5714285714285714	0.5714285714285714	0.5416666666666666	0.6011309523809524	no
Juri	Zaparo	tree	n o i n l n o	n a k u n a	2914	0.72	0.7142857142857143	0.6428571428571429	0.5416666666666666	0.6547023809523809	no
Juri	Iquito	tree	n o i n o	n aː n a	2914	0.76	0.6	0.5	0.5	0.59	no
Juri	Arabela	tree	n o i n o	n aː n a	2914	0.72	0.6	0.5	0.5	0.58	no
Juri	Juri	tree	n o i n o	n o i n l n o	2914	0.48	0.2857142857142857	0.2857142857142857	0.29166666666666663	0.33577380952380953	yes
Juri	Coeruna	tree	n o i n o	t a i n a	2914	0.56	0.6	0.5	0.4444444444444444	0.5261111111111112	no
Juri	Urarina	tree	n o i n o	n ɨ ɨ n a	2914	0.6	0.6	0.5	0.4444444444444444	0.5361111111111111	no
Juri	Yagua	tree	n o i n o	n i n u	2914	0.72	0.4	0.4	0.38888888888888884	0.4772222222222222	no
Juri	Zaparo	tree	n o i n o	n a k u n a	2914	0.72	0.6666666666666666	0.5833333333333334	0.5238095238095238	0.623452380952381	no
Juri	Juri	hair	s u k i ɾ i u i i	t i k i ɾ i u	865	0.48	0.4444444444444444	0.4444444444444444	0.4	0.4422222222222222	yes
Juri	Juri	hair	t i k i ɾ i u	s u k i ɾ i u i i	865	0.48	0.4444444444444444	0.4444444444444444	0.4	0.4422222222222222	yes
Juri	Juri	head	s u + k i ɾ i u	k i ɾ e u	923	0.52	0.5	0.5625	0.48148148148148145	0.5159953703703704	yes
Juri	Juri	head	k i ɾ e u	s u + k i ɾ i u	923	0.52	0.5	0.5625	0.5185185185185185	0.5252546296296297	yes
Juri	Juri	day (opposite of night rather than time measure)	o a	o a ʔ	346	0.48	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.36999999999999994	yes
Juri	Juri	day (opposite of night rather than time measure)	o a ʔ	o a	346	0.48	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.36999999999999994	yes
Juri	Juri	I	ts u u	s u u	7	0.36	0.3333333333333333	0.3333333333333333	0.25	0.31916666666666665	yes
Juri	Juri	I	s u u	ts u u	7	0.36	0.3333333333333333	0.3333333333333333	0.25	0.31916666666666665	yes
Juri	Ticuna	person	dʒ o k o	d u a	1481	0.64	1.0	0.875	0.7333333333333333	0.8120833333333334	yes
Juri	AchuarShiwiar	fire	h i	h i	635	0.28	0.0	0.0	0.0	0.07	no
Juri	Shuar	fire	h i	h i	635	0.31999999999999995	0.0	0.0	0.0	0.07999999999999999	no
Juri	Wampis	fire	h i	h iː	635	0.56	0.5	0.25	0.2222222222222222	0.3830555555555556	no
Juri	Juri	long	m a e e	m e j e	1147	0.48	0.5	0.25	0.2	0.3575	yes
Juri	Juri	long	m e j e	m a e e	1147	0.48	0.5	0.375	0.26666666666666666	0.40541666666666665	yes
Juri	Juri	hand	dʒ u + e n o o	s u + u n o o	875	0.4	0.2857142857142857	0.2857142857142857	0.24999999999999997	0.3053571428571428	yes
Juri	Juri	hand	s u + u n o o	dʒ u + e n o o	875	0.4	0.2857142857142857	0.2857142857142857	0.20833333333333331	0.2949404761904762	yes
Juri	Juri	black	dʒ u ʔ i	t u j i	241	0.36	0.5	0.5	0.39999999999999997	0.43999999999999995	yes
Juri	Juri	black	t u j i	dʒ u ʔ i	241	0.36	0.5	0.5	0.39999999999999997	0.43999999999999995	yes
Juri	Juri	night	t a i a e b o i	e p o ɾ i	1366	0.48	0.75	0.75	0.6666666666666665	0.6616666666666666	yes
Juri	Juri	night	e p o ɾ i	t a i a e b o i	1366	0.48	0.75	0.75	0.6666666666666665	0.6616666666666666	yes
Juri	Ticuna	eye	i t i	ʔ e t ɯ	520	0.64	0.75	0.625	0.6	0.65375	yes
Juri	Proto-Bora-Muinane	eye	i t i	a dʒ ɨ + ɨ	520	0.76	1.0	0.9	0.7777777777777778	0.8594444444444445	no
Juri	Bora	eye	i t i	ʔ a tʃ ɯ + ɯ	520	0.76	1.0	0.9166666666666666	0.8095238095238095	0.871547619047619	no
Juri	Muinane	eye	i t i	a a dʒ ɨ + ɨ	520	0.76	1.0	0.9166666666666666	0.8095238095238095	0.871547619047619	no
Juri	Juri	foot	dʒ u + o t i	u + o t i	741	0.48	0.16666666666666666	0.25	0.23809523809523808	0.28369047619047616	yes
Juri	Juri	foot	u + o t i	dʒ u + o t i	741	0.48	0.16666666666666666	0.25	0.19047619047619047	0.2717857142857143	yes
Juri	Chayahuita	root	n a t i	i t ɨ ʔ	1585	0.72	1.0	0.75	0.5999999999999999	0.7674999999999998	no
Juri	Pebas	root	n a t i	n a t a j	1585	0.6799999999999999	0.4	0.3	0.3333333333333333	0.42833333333333334	no
Juri	Shiwilu	root	n a t i	i tˀ ə k	1585	0.72	1.0	0.875	0.7333333333333333	0.8320833333333333	no
Juri	Juri	red	a ʔ ɾ e	a ɾ e	1499	0.48	0.25	0.375	0.3333333333333333	0.3595833333333333	yes
Juri	Juri	red	a ʔ ɾ e	a ʔ ɾ i	1499	0.31999999999999995	0.25	0.125	0.13333333333333333	0.2070833333333333	yes
Juri	Juri	red	a ɾ e	a ʔ ɾ e	1499	0.48	0.25	0.375	0.3333333333333333	0.3595833333333333	yes
Juri	Juri	red	a ɾ e	a ʔ ɾ i	1499	0.48	0.5	0.5	0.39999999999999997	0.47	yes
Juri	Juri	red	a ʔ ɾ i	a ʔ ɾ e	1499	0.31999999999999995	0.25	0.125	0.13333333333333333	0.2070833333333333	yes
Juri	Juri	red	a ʔ ɾ i	a ɾ e	1499	0.48	0.5	0.5	0.39999999999999997	0.47	yes
Juri	Juri	woods	n o i h u	n o i j u	3207	0.36	0.2	0.2	0.16666666666666666	0.23166666666666666	yes
Juri	Juri	woods	n o i j u	n o i h u	3207	0.36	0.2	0.2	0.16666666666666666	0.23166666666666666	yes
Juri	Juri	ye	w i k u	w i u	3236	0.48	0.25	0.375	0.3333333333333333	0.3595833333333333	yes
Juri	Juri	ye	w i u	w i k u	3236	0.48	0.25	0.375	0.3333333333333333	0.3595833333333333	yes
Juri	Juri	one	g o m e a	c o m a a	1448	0.31999999999999995	0.4	0.4	0.3333333333333333	0.36333333333333334	yes
Juri	Juri	one	g o m e a	c o m e e ʔ	1448	0.48	0.5	0.4166666666666667	0.38095238095238093	0.4444047619047619	yes
Juri	Tequiraca	one	g o m e a	i s m a w a	1448	0.72	0.6666666666666666	0.6666666666666666	0.5714285714285714	0.6561904761904762	no
Juri	Juri	one	c o m a a	g o m e a	1448	0.31999999999999995	0.4	0.3	0.2222222222222222	0.3105555555555556	yes
Juri	Juri	one	c o m a a	c o m e e ʔ	1448	0.48	0.5	0.4166666666666667	0.38095238095238093	0.4444047619047619	yes
Juri	Tequiraca	one	c o m a a	i s m a w a	1448	0.72	0.5	0.5	0.42857142857142855	0.5371428571428571	no
Juri	Juri	one	c o m e e ʔ	g o m e a	1448	0.48	0.5	0.3333333333333333	0.3333333333333333	0.4116666666666666	yes
Juri	Juri	one	c o m e e ʔ	c o m a a	1448	0.48	0.5	0.4166666666666667	0.38095238095238093	0.4444047619047619	yes
Juri	Tequiraca	one	c o m e e ʔ	i s m a w a	1448	0.72	0.8333333333333334	0.75	0.6666666666666666	0.7424999999999999	no
Juri	Juri	four	t a ɾ i o o m a	t a ɾ a a o b a	764	0.36	0.375	0.3125	0.25925925925925924	0.3266898148148148	yes
Juri	Juri	four	t a ɾ a a o b a	t a ɾ i o o m a	764	0.36	0.375	0.375	0.29629629629629634	0.35157407407407404	yes
Coeruna	Ocaina	water	n ɨ ʔ o	ɲ oː	2965	0.64	1.0	0.875	0.7333333333333333	0.8120833333333334	yes
Coeruna	Ocaina	water	n ɨ ʔ o	ɲ oː h ɯ	2965	0.52	1.0	0.875	0.7333333333333333	0.7820833333333334	yes
Coeruna	MiranhaCarapana-Tapuya	water	n ɨ ʔ o	n o ʔ w i	2965	0.6	0.6	0.5	0.4444444444444444	0.5361111111111111	yes
Coeruna	Iquito	tree	t a i n a	n aː n a	2914	0.76	0.6	0.6	0.5	0.615	no
Coeruna	Arabela	tree	t a i n a	n aː n a	2914	0.72	0.6	0.6	0.5	0.605	no
Coeruna	Juri	tree	t a i n a	n o i n l n o	2914	0.6799999999999999	0.7142857142857143	0.6428571428571429	0.5833333333333333	0.6551190476190476	no
Coeruna	Juri	tree	t a i n a	n o i n o	2914	0.56	0.6	0.5	0.4444444444444444	0.5261111111111112	no
Coeruna	Urarina	tree	t a i n a	n ɨ ɨ n a	2914	0.64	0.6	0.6	0.5	0.585	no
Coeruna	Yagua	tree	t a i n a	n i n u	2914	0.72	0.6	0.5	0.5000000000000001	0.58	no
Coeruna	Zaparo	tree	t a i n a	n a k u n a	2914	0.72	0.5	0.5	0.47619047619047616	0.549047619047619	no
Coeruna	WitotoMinica	neck	k o n a m o o	k ɯ m o h ɯ	1329	0.64	0.7142857142857143	0.5714285714285714	0.5	0.6064285714285714	yes
Coeruna	WitotoMinica	neck	k o n a m o o	k ɯ m aɯ	1329	0.64	0.7142857142857143	0.6428571428571429	0.6666666666666666	0.665952380952381	yes
Coeruna	WitotoMinica	neck	k o n a m o o	k ɯ m oɯ	1329	0.64	0.7142857142857143	0.6428571428571429	0.6666666666666666	0.665952380952381	yes
Coeruna	WitotoMinica	neck	k o n a m o o	k ɯ m o k ai ɾ o	1329	0.64	0.75	0.625	0.48148148148148145	0.6241203703703704	yes
Coeruna	WitotoMurui	neck	k o n a m o o	k ɯ m a g oɯ	1329	0.64	0.7142857142857143	0.6428571428571429	0.5416666666666666	0.634702380952381	yes
Coeruna	WitotoNipode	neck	k o n a m o o	k ɯ m o k ai ɾ o	1329	0.64	0.75	0.625	0.48148148148148145	0.6241203703703704	yes
Coeruna	MiranhaCarapana-Tapuya	neck	k o n a m o o	g a n o m o g a	1329	0.6	0.625	0.5	0.4074074074074074	0.5331018518518519	yes
Coeruna	Pebas	tooth (front rather than molar)	k u i ɾ i	v i a l a	2897	0.56	1.0	0.8	0.6666666666666666	0.7566666666666667	no
Coeruna	Ocaina	hand	k u n i a	o n̥ oː	873	0.64	1.0	0.9	0.7777777777777778	0.8294444444444444	yes
Coeruna	Ocaina	hand	k u n i a	o n̥ oː p o	873	0.64	1.0	0.9	0.7777777777777778	0.8294444444444444	yes
Coeruna	WitotoMinica	hand	k u n i a	o n oɯ	873	0.64	0.8	0.7	0.7222222222222222	0.7155555555555555	yes
Coeruna	WitotoMurui	hand	k u n i a	o n o dʒ ɯ	873	0.64	1.0	0.8	0.6666666666666666	0.7766666666666667	yes
Coeruna	WitotoMurui	hand	k u n i a	o n oɯ	873	0.64	0.8	0.7	0.7222222222222222	0.7155555555555555	yes
Coeruna	WitotoNipode	hand	k u n i a	o n oɯ	873	0.64	0.8	0.7	0.7222222222222222	0.7155555555555555	yes
Coeruna	MiranhaCarapana-Tapuya	hand	k u n i a	g a n o a g a	873	0.6	0.7142857142857143	0.7142857142857143	0.6249999999999999	0.6633928571428571	yes
Coeruna	Urarina	woman	i n o n i	e n e	3187	0.72	0.8	0.7	0.5555555555555556	0.6938888888888888	no
Coeruna	Aguaruna	not	o k e	a ts a	1400	0.6	1.0	0.8333333333333334	0.6666666666666666	0.775	no
Coeruna	AchuarShiwiar	not	o k e	ts a	1400	0.72	1.0	0.8333333333333334	0.6666666666666666	0.8049999999999999	no
Coeruna	Wampis	not	o k e	a ts a	1400	0.6	1.0	0.8333333333333334	0.6666666666666666	0.775	no
Coeruna	Aguaruna	sun	a o k e	ɨ ts a	2006	0.72	1.0	0.875	0.6666666666666666	0.8154166666666666	no
Coeruna	AchuarShiwiar	sun	a o k e	ts aː	2006	0.72	1.0	0.875	0.7333333333333333	0.8320833333333333	no
Coeruna	Wampis	sun	a o k e	e ts a	2006	0.72	1.0	0.875	0.6666666666666666	0.8154166666666666	no
Pebas	Yagua	white	p a p a s e j	p u p a s i	3073	0.64	0.42857142857142855	0.35714285714285715	0.3333333333333333	0.43976190476190474	yes
Pebas	Yanesha	water	ai n	o ɲ	2969	0.56	1.0	0.75	0.5555555555555555	0.7163888888888889	no
Pebas	Yagua	ear	m i t i w a	t u w a	466	0.64	0.5	0.5833333333333334	0.5238095238095238	0.5617857142857143	yes
Pebas	Coeruna	tooth (front rather than molar)	v i a l a	k u i ɾ i	2897	0.56	1.0	0.8	0.6666666666666666	0.7566666666666667	no
Pebas	Yagua	river	n o w a	n a w a	1561	0.48	0.25	0.25	0.2	0.295	yes
Pebas	Chayahuita	root	n a t a j	i t ɨ ʔ	1585	0.72	0.8	0.7	0.6666666666666666	0.7216666666666666	no
Pebas	Juri	root	n a t a j	n a t i	1585	0.6799999999999999	0.4	0.3	0.27777777777777773	0.41444444444444445	no
Pebas	Shiwilu	root	n a t a j	i tˀ ə k	1585	0.72	1.0	0.9	0.7777777777777778	0.8494444444444444	no
Pebas	Yagua	sand	t e n tʃ a	t i tʃ a	1657	0.64	0.4	0.4	0.3888888888888889	0.4572222222222222	yes
Pebas	Ocaina	sun	w a n a	n ɯː n a	2017	0.6	0.5	0.5	0.3333333333333333	0.48333333333333334	no
Pebas	Yameo	dog	n e m e j	n i a m i	392	0.64	0.8	0.6	0.49999999999999994	0.635	yes
MiranhaCarapana-Tapuya	AchuarShiwiar	animal	t ɨ k e	t a ŋ k u	44	0.72	0.6	0.5	0.5	0.58	no
MiranhaCarapana-Tapuya	Shuar	animal	t ɨ k e	t a ŋ k u	44	0.72	0.6	0.5	0.5	0.58	no
MiranhaCarapana-Tapuya	Ocaina	water	n o ʔ w i	ɲ oː	2965	0.64	1.0	0.9	0.7777777777777778	0.8294444444444444	yes
MiranhaCarapana-Tapuya	Ocaina	water	n o ʔ w i	ɲ oː h ɯ	2965	0.64	1.0	0.9	0.7777777777777778	0.8294444444444444	yes
MiranhaCarapana-Tapuya	Coeruna	water	n o ʔ w i	n ɨ ʔ o	2965	0.6	0.6	0.5	0.4444444444444444	0.5361111111111111	yes
MiranhaCarapana-Tapuya	WitotoMinica	neck	g a n o m o g a	k ɯ m o h ɯ	1329	0.64	0.75	0.6875	0.5925925925925927	0.6675231481481482	yes
MiranhaCarapana-Tapuya	WitotoMinica	neck	g a n o m o g a	k ɯ m aɯ	1329	0.64	0.875	0.8125	0.7777777777777778	0.7763194444444445	yes
MiranhaCarapana-Tapuya	WitotoMinica	neck	g a n o m o g a	k ɯ m oɯ	1329	0.64	0.875	0.8125	0.7777777777777778	0.7763194444444445	yes
MiranhaCarapana-Tapuya	WitotoMinica	neck	g a n o m o g a	k ɯ m o k ai ɾ o	1329	0.52	0.875	0.8125	0.6296296296296298	0.7092824074074074	yes
MiranhaCarapana-Tapuya	WitotoMurui	neck	g a n o m o g a	k ɯ m a g oɯ	1329	0.64	0.75	0.6875	0.5925925925925924	0.6675231481481482	yes
MiranhaCarapana-Tapuya	WitotoNipode	neck	g a n o m o g a	k ɯ m o k ai ɾ o	1329	0.52	0.875	0.8125	0.6296296296296298	0.7092824074074074	yes
MiranhaCarapana-Tapuya	Coeruna	neck	g a n o m o g a	k o n a m o o	1329	0.6	0.625	0.5625	0.4444444444444444	0.5579861111111111	yes
MiranhaCarapana-Tapuya	Iquito	I	k u i	k i	2	0.72	0.3333333333333333	0.5	0.41666666666666663	0.49249999999999994	no
MiranhaCarapana-Tapuya	Ocaina	I	k u i	x o	2	0.64	1.0	0.8333333333333334	0.6666666666666666	0.785	yes
MiranhaCarapana-Tapuya	Ocaina	I	k u i	x o ɯ	2	0.52	1.0	0.8333333333333334	0.6666666666666666	0.755	yes
MiranhaCarapana-Tapuya	WitotoMinica	I	k u i	k u e	2	0.48	0.3333333333333333	0.16666666666666666	0.16666666666666666	0.2866666666666666	yes
MiranhaCarapana-Tapuya	WitotoMurui	I	k u i	k u e	2	0.48	0.3333333333333333	0.16666666666666666	0.16666666666666666	0.2866666666666666	yes
MiranhaCarapana-Tapuya	WitotoNipode	I	k u i	k u e	2	0.48	0.3333333333333333	0.16666666666666666	0.16666666666666666	0.2866666666666666	yes
MiranhaCarapana-Tapuya	Arabela	I	k u i	k ua	2	0.72	0.6666666666666666	0.5	0.5	0.5966666666666667	no
MiranhaCarapana-Tapuya	Chayahuita	I	k u i	k a	2	0.72	0.6666666666666666	0.5	0.5	0.5966666666666667	no
MiranhaCarapana-Tapuya	Andoa	I	k u i	k i h a	2	0.72	0.75	0.5	0.4666666666666666	0.6091666666666666	no
MiranhaCarapana-Tapuya	Shiwilu	I	k u i	kʷ a	2	0.72	1.0	0.8333333333333334	0.6666666666666666	0.8049999999999999	no
MiranhaCarapana-Tapuya	Urarina	I	k u i	k a n ɨ	2	0.72	0.75	0.625	0.5333333333333333	0.6570833333333332	no
MiranhaCarapana-Tapuya	Zaparo	I	k u i	kʷ i hʲ a	2	0.72	1.0	0.75	0.6666666666666666	0.7841666666666666	no
MiranhaCarapana-Tapuya	Ticuna	yellow	n o ʔ o k e a	d e ʔ e	3269	0.72	0.7142857142857143	0.7857142857142857	0.7083333333333333	0.7320833333333332	no
MiranhaCarapana-Tapuya	Ocaina	hand	g a n o a g a	o n̥ oː	873	0.64	0.8571428571428571	0.8571428571428571	0.7916666666666666	0.7864880952380952	yes
MiranhaCarapana-Tapuya	Ocaina	hand	g a n o a g a	o n̥ oː p o	873	0.64	1.0	0.8571428571428571	0.75	0.8117857142857143	yes
MiranhaCarapana-Tapuya	WitotoMinica	hand	g a n o a g a	o n oɯ	873	0.64	0.8571428571428571	0.7857142857142857	0.7083333333333334	0.7477976190476191	yes
MiranhaCarapana-Tapuya	WitotoMurui	hand	g a n o a g a	o n o dʒ ɯ	873	0.64	0.7142857142857143	0.6428571428571429	0.6250000000000001	0.6555357142857143	yes
MiranhaCarapana-Tapuya	WitotoMurui	hand	g a n o a g a	o n oɯ	873	0.64	0.8571428571428571	0.7857142857142857	0.7083333333333334	0.7477976190476191	yes
MiranhaCarapana-Tapuya	WitotoNipode	hand	g a n o a g a	o n oɯ	873	0.64	0.8571428571428571	0.7857142857142857	0.7083333333333334	0.7477976190476191	yes
MiranhaCarapana-Tapuya	Coeruna	hand	g a n o a g a	k u n i a	873	0.6	0.7142857142857143	0.7142857142857143	0.6249999999999999	0.6633928571428571	yes
MiranhaCarapana-Tapuya	Ocaina	woman	a m i	m aː m i	3189	0.64	0.5	0.5	0.39999999999999997	0.51	yes
MiranhaCarapana-Tapuya	Ocaina	not	n a n i	aː ɲ i	1407	0.6799999999999999	0.75	0.75	0.6	0.695	yes
MiranhaCarapana-Tapuya	Ocaina	not	n a n i	ɲ i	1407	0.64	0.75	0.75	0.6666666666666666	0.7016666666666667	yes
MiranhaCarapana-Tapuya	Ocaina	not	n a n i	ɲ̥ i	1407	0.64	0.75	0.75	0.6666666666666666	0.7016666666666667	yes
MiranhaCarapana-Tapuya	Resigaro	not	n a n i	n iː	1407	0.72	0.75	0.625	0.5333333333333333	0.6570833333333332	no
MiranhaCarapana-Tapuya	WitotoMinica	not	n a n i	ɲ e	1407	0.64	1.0	0.875	0.7333333333333333	0.8120833333333334	yes
MiranhaCarapana-Tapuya	WitotoMurui	not	n a n i	ɲ e	1407	0.64	1.0	0.875	0.7333333333333333	0.8120833333333334	yes
MiranhaCarapana-Tapuya	WitotoNipode	not	n a n i	ɲ e	1407	0.64	1.0	0.875	0.7333333333333333	0.8120833333333334	yes
