Doculect A	Doculect B	Concept	Form A	Form B	Cogid	Distance from Identity Score	Levenshtein Distance	Bigram Distance	Trigram Distance	Combined Distance	Same Family?
Muinane	Proto-Bora-Muinane	not	t ɨ	t ɨ	1403	0.19999999999999996	0.0	0.0	0.0	0.04999999999999999	no
Muinane	Bora	not	t ɨ	tʰ ɯ	1403	0.4	1.0	0.75	0.5555555555555555	0.6763888888888888	yes
Muinane	Shuar	not	t ɨ	tʃ	1403	0.72	1.0	0.75	0.6666666666666666	0.7841666666666666	no
Proto-Bora-Muinane	Bora	all (of a number)	p a + n o	pʰ a + n ɛ ɛ + ɾ ɛ	16	0.6799999999999999	0.6666666666666666	0.6111111111111112	0.6	0.6394444444444445	no
Proto-Bora-Muinane	Muinane	all (of a number)	p a + n o	ɸ a a + n o	16	0.64	0.3333333333333333	0.3333333333333333	0.2857142857142857	0.39809523809523806	no
Bora	Proto-Bora-Muinane	all (of a number)	pʰ a + n ɛ ɛ + ɾ ɛ	p a + n o	16	0.6799999999999999	0.6666666666666666	0.6111111111111112	0.6	0.6394444444444445	no
Bora	Muinane	all (of a number)	pʰ a + n ɛ ɛ + ɾ ɛ	ɸ a a + n o	16	0.64	0.7777777777777778	0.7222222222222222	0.6333333333333333	0.6933333333333334	yes
Muinane	Proto-Bora-Muinane	all (of a number)	ɸ a a + n o	p a + n o	16	0.64	0.3333333333333333	0.25	0.23809523809523808	0.3653571428571429	no
Muinane	Bora	all (of a number)	ɸ a a + n o	pʰ a + n ɛ ɛ + ɾ ɛ	16	0.64	0.7777777777777778	0.6666666666666666	0.5666666666666667	0.6627777777777777	yes
Proto-Bora-Muinane	Bora	many	m i t a	m i tʰʲ a + n ɛ	1174	0.72	0.5714285714285714	0.5714285714285714	0.5416666666666666	0.6011309523809524	no
Proto-Bora-Muinane	Muinane	many	m i t a	m i tʲ a	1174	0.43999999999999995	0.25	0.25	0.2	0.285	no
Bora	Proto-Bora-Muinane	many	m i tʰʲ a + n ɛ	m i t a	1174	0.72	0.5714285714285714	0.5714285714285714	0.5416666666666666	0.6011309523809524	no
Bora	Muinane	many	m i tʰʲ a + n ɛ	m i tʲ a	1174	0.6799999999999999	0.5714285714285714	0.5714285714285714	0.5416666666666666	0.5911309523809524	yes
Muinane	Proto-Bora-Muinane	many	m i tʲ a	m i t a	1174	0.43999999999999995	0.25	0.25	0.2	0.285	no
Muinane	Bora	many	m i tʲ a	m i tʰʲ a + n ɛ	1174	0.6799999999999999	0.5714285714285714	0.5714285714285714	0.5416666666666666	0.5911309523809524	yes
Proto-Bora-Muinane	Bora	long	k a a m o	kʰ a a m ɛ + n ɛ	1126	0.6799999999999999	0.625	0.5625	0.5555555555555556	0.6057638888888889	no
Proto-Bora-Muinane	Muinane	long	k a a m o	k a a m o + β o + n o	1126	0.6799999999999999	0.5454545454545454	0.5454545454545454	0.5277777777777778	0.5746717171717172	no
Bora	Proto-Bora-Muinane	long	kʰ a a m ɛ + n ɛ	k a a m o	1126	0.6799999999999999	0.625	0.5625	0.5555555555555556	0.6057638888888889	no
Bora	Muinane	long	kʰ a a m ɛ + n ɛ	k a a m o + β o + n o	1126	0.64	0.5454545454545454	0.5	0.4722222222222221	0.539419191919192	yes
Muinane	Proto-Bora-Muinane	long	k a a m o + β o + n o	k a a m o	1126	0.6799999999999999	0.5454545454545454	0.5454545454545454	0.5277777777777778	0.5746717171717172	no
Muinane	Bora	long	k a a m o + β o + n o	kʰ a a m ɛ + n ɛ	1126	0.64	0.5454545454545454	0.5	0.4722222222222221	0.539419191919192	yes
Proto-Bora-Muinane	Bora	bark	m e e ʔ u	m ɨ ɨ ʔ o	124	0.48	0.6	0.5	0.4444444444444444	0.5061111111111112	no
Proto-Bora-Muinane	Muinane	bark	m e e ʔ u	k u u + m e e ʔ u	124	0.6799999999999999	0.4444444444444444	0.5	0.4666666666666666	0.5227777777777778	no
Bora	Proto-Bora-Muinane	bark	m ɨ ɨ ʔ o	m e e ʔ u	124	0.48	0.6	0.5	0.4444444444444444	0.5061111111111112	no
Bora	Muinane	bark	m ɨ ɨ ʔ o	k u u + m e e ʔ u	124	0.64	0.7777777777777778	0.7777777777777778	0.7333333333333333	0.7322222222222222	yes
Muinane	Proto-Bora-Muinane	bark	k u u + m e e ʔ u	m e e ʔ u	124	0.6799999999999999	0.4444444444444444	0.5	0.4666666666666666	0.5227777777777778	no
Muinane	Bora	bark	k u u + m e e ʔ u	m ɨ ɨ ʔ o	124	0.64	0.7777777777777778	0.7777777777777778	0.7333333333333333	0.7322222222222222	yes
Proto-Bora-Muinane	WitotoMinica	blood	t ɨ ɨ	d ɯ e	268	0.56	1.0	0.8333333333333334	0.6666666666666666	0.765	no
Proto-Bora-Muinane	WitotoMurui	blood	t ɨ ɨ	d ɯ e	268	0.56	1.0	0.8333333333333334	0.6666666666666666	0.765	no
Proto-Bora-Muinane	WitotoMurui	blood	t ɨ ɨ	d ɯ r u e	268	0.72	1.0	0.9	0.7777777777777778	0.8494444444444444	no
Proto-Bora-Muinane	WitotoNipode	blood	t ɨ ɨ	d ɯ e	268	0.56	1.0	0.8333333333333334	0.6666666666666666	0.765	no
Proto-Bora-Muinane	Muinane	blood	t ɨ ɨ	t ɨ ɨ + h o ʔ o	268	0.72	0.625	0.625	0.5925925925925926	0.6406481481481481	no
Proto-Bora-Muinane	Muinane	blood	t ɨ ɨ	t ɨ ɨ + h o ʔ o	268	0.6799999999999999	0.625	0.625	0.5925925925925926	0.6306481481481481	no
Muinane	WitotoMinica	blood	t ɨ ɨ + h o ʔ o	d ɯ e	268	0.76	1.0	0.9375	0.8518518518518519	0.887337962962963	no
Muinane	WitotoMurui	blood	t ɨ ɨ + h o ʔ o	d ɯ e	268	0.76	1.0	0.9375	0.8518518518518519	0.887337962962963	no
Muinane	WitotoMurui	blood	t ɨ ɨ + h o ʔ o	d ɯ r u e	268	0.76	1.0	0.9375	0.8518518518518519	0.887337962962963	no
Muinane	WitotoNipode	blood	t ɨ ɨ + h o ʔ o	d ɯ e	268	0.76	1.0	0.9375	0.8518518518518519	0.887337962962963	no
Muinane	Proto-Bora-Muinane	blood	t ɨ ɨ + h o ʔ o	t ɨ ɨ	268	0.72	0.625	0.625	0.5925925925925926	0.6406481481481481	no
Muinane	Proto-Bora-Muinane	blood	t ɨ ɨ + h o ʔ o	t ɨ ɨ	268	0.6799999999999999	0.625	0.625	0.5925925925925926	0.6306481481481481	no
Proto-Bora-Muinane	Bora	fat (organic substance)	d ɨ ɨ r ɨ + b a	t ɯ ɯ ɾ ɯ + p a	563	0.43999999999999995	0.75	0.75	0.6666666666666666	0.6516666666666666	no
Proto-Bora-Muinane	Muinane	fat (organic substance)	d ɨ ɨ r ɨ + b a	d ɨ ɨ r ɨ + b a	563	0.28	0.0	0.0	0.0	0.07	no
Bora	Proto-Bora-Muinane	fat (organic substance)	t ɯ ɯ ɾ ɯ + p a	d ɨ ɨ r ɨ + b a	563	0.43999999999999995	0.75	0.75	0.6666666666666666	0.6516666666666666	no
Bora	Muinane	fat (organic substance)	t ɯ ɯ ɾ ɯ + p a	d ɨ ɨ r ɨ + b a	563	0.4	0.75	0.75	0.6666666666666666	0.6416666666666666	yes
Muinane	Proto-Bora-Muinane	fat (organic substance)	d ɨ ɨ r ɨ + b a	d ɨ ɨ r ɨ + b a	563	0.28	0.0	0.0	0.0	0.07	no
Muinane	Bora	fat (organic substance)	d ɨ ɨ r ɨ + b a	t ɯ ɯ ɾ ɯ + p a	563	0.4	0.75	0.75	0.6666666666666666	0.6416666666666666	yes
Proto-Bora-Muinane	Bora	egg	i i ʔ ɨ	i i ʔʲ ɯ ɯ + ɯ	500	0.6799999999999999	0.7142857142857143	0.6428571428571429	0.5833333333333334	0.6551190476190476	no
Proto-Bora-Muinane	Muinane	egg	i i ʔ ɨ	i i j ɨ	500	0.52	0.25	0.25	0.2	0.305	no
Bora	Proto-Bora-Muinane	egg	i i ʔʲ ɯ ɯ + ɯ	i i ʔ ɨ	500	0.6799999999999999	0.7142857142857143	0.6428571428571429	0.5833333333333334	0.6551190476190476	no
Bora	Muinane	egg	i i ʔʲ ɯ ɯ + ɯ	i i j ɨ	500	0.64	0.7142857142857143	0.6428571428571429	0.5833333333333334	0.6451190476190477	yes
Muinane	Proto-Bora-Muinane	egg	i i j ɨ	i i ʔ ɨ	500	0.52	0.25	0.25	0.2	0.305	no
Muinane	Bora	egg	i i j ɨ	i i ʔʲ ɯ ɯ + ɯ	500	0.64	0.7142857142857143	0.6428571428571429	0.5833333333333334	0.6451190476190477	yes
Bora	Muinane	feather (larger feathers rather than down)	ɨ ʔ h ɨ n ɛ	i h e e n e	594	0.6	0.8333333333333334	0.6666666666666666	0.5714285714285714	0.6678571428571429	yes
Muinane	Bora	feather (larger feathers rather than down)	i h e e n e	ɨ ʔ h ɨ n ɛ	594	0.6	0.8333333333333334	0.6666666666666666	0.5714285714285714	0.6678571428571429	yes
Proto-Bora-Muinane	Bora	belly	i i ʔ b a	i ʔ p a + ɯ	152	0.72	0.6666666666666666	0.5	0.4285714285714285	0.5788095238095238	no
Proto-Bora-Muinane	Muinane	belly	i i ʔ b a	i i b a	152	0.6799999999999999	0.2	0.3	0.27777777777777773	0.3644444444444444	no
Proto-Bora-Muinane	Bora	belly	i i ʔ b a	i ʔ p a ɯ	152	0.6799999999999999	0.6	0.4	0.27777777777777773	0.48944444444444435	no
Proto-Bora-Muinane	Muinane	belly	i i ʔ b a	i i b a	152	0.64	0.2	0.3	0.27777777777777773	0.35444444444444445	no
Bora	Proto-Bora-Muinane	belly	i ʔ p a ɯ	i i ʔ b a	152	0.64	0.6	0.5	0.3888888888888889	0.5322222222222223	no
Bora	Bora	belly	i ʔ p a ɯ	i ʔ p a + ɯ	152	0.52	0.16666666666666666	0.25	0.23809523809523808	0.29369047619047617	yes
Bora	Muinane	belly	i ʔ p a ɯ	i i b a	152	0.6	0.6	0.6	0.5	0.575	yes
Bora	Proto-Bora-Muinane	belly	i ʔ p a ɯ	i i ʔ b a	152	0.6799999999999999	0.6	0.5	0.3888888888888889	0.5422222222222222	no
Bora	Muinane	belly	i ʔ p a ɯ	i i b a	152	0.64	0.6	0.6	0.5	0.585	yes
Muinane	Proto-Bora-Muinane	belly	i i b a	i i ʔ b a	152	0.6799999999999999	0.2	0.3	0.2222222222222222	0.3505555555555555	no
Muinane	Bora	belly	i i b a	i ʔ p a + ɯ	152	0.6799999999999999	0.6666666666666666	0.5833333333333334	0.5238095238095237	0.613452380952381	yes
Muinane	Proto-Bora-Muinane	belly	i i b a	i i ʔ b a	152	0.64	0.2	0.3	0.2222222222222222	0.3405555555555556	no
Muinane	Bora	belly	i i b a	i ʔ p a ɯ	152	0.64	0.6	0.5	0.3888888888888889	0.5322222222222223	yes
Proto-Bora-Muinane	Bora	liver	i ʔ g a n o o	i ʔ kʷ a n ɛ ɛ	1112	0.48	0.42857142857142855	0.35714285714285715	0.3333333333333333	0.39976190476190476	no
Proto-Bora-Muinane	Muinane	liver	i ʔ g a n o o	i g a n o	1112	0.64	0.2857142857142857	0.35714285714285715	0.3333333333333333	0.40404761904761904	no
Bora	Proto-Bora-Muinane	liver	i ʔ kʷ a n ɛ ɛ	i ʔ g a n o o	1112	0.48	0.42857142857142855	0.35714285714285715	0.3333333333333333	0.39976190476190476	no
Bora	Muinane	liver	i ʔ kʷ a n ɛ ɛ	i g a n o	1112	0.6	0.5714285714285714	0.5	0.5416666666666667	0.5532738095238094	yes
Muinane	Proto-Bora-Muinane	liver	i g a n o	i ʔ g a n o o	1112	0.64	0.2857142857142857	0.35714285714285715	0.375	0.41446428571428573	no
Muinane	Bora	liver	i g a n o	i ʔ kʷ a n ɛ ɛ	1112	0.6	0.5714285714285714	0.5	0.5416666666666667	0.5532738095238094	yes
Proto-Bora-Muinane	Bora	to drink	a d u	a t o	2311	0.48	0.6666666666666666	0.5	0.41666666666666663	0.5158333333333333	no
Proto-Bora-Muinane	Muinane	to drink	a d u	a d u	2311	0.28	0.0	0.0	0.0	0.07	no
Bora	Proto-Bora-Muinane	to drink	a t o	a d u	2311	0.48	0.6666666666666666	0.5	0.41666666666666663	0.5158333333333333	no
Bora	Muinane	to drink	a t o	a d u	2311	0.43999999999999995	0.6666666666666666	0.5	0.41666666666666663	0.5058333333333332	yes
Muinane	Proto-Bora-Muinane	to drink	a d u	a d u	2311	0.28	0.0	0.0	0.0	0.07	no
Muinane	Bora	to drink	a d u	a t o	2311	0.43999999999999995	0.6666666666666666	0.5	0.41666666666666663	0.5058333333333332	yes
Proto-Bora-Muinane	Bora	to eat	m a tʃ tʃ u	m a h tʃʰ o o	2330	0.64	0.6666666666666666	0.5833333333333334	0.5238095238095238	0.603452380952381	no
Proto-Bora-Muinane	Muinane	to eat	m a tʃ tʃ u	m a tʃ tʃ u	2330	0.28	0.0	0.0	0.0	0.07	no
Bora	Proto-Bora-Muinane	to eat	m a h tʃʰ o o	m a tʃ tʃ u	2330	0.64	0.6666666666666666	0.5833333333333334	0.5238095238095238	0.603452380952381	no
Bora	Muinane	to eat	m a h tʃʰ o o	m a tʃ tʃ u	2330	0.6	0.6666666666666666	0.5833333333333334	0.5238095238095238	0.593452380952381	yes
Muinane	Proto-Bora-Muinane	to eat	m a tʃ tʃ u	m a tʃ tʃ u	2330	0.28	0.0	0.0	0.0	0.07	no
Muinane	Bora	to eat	m a tʃ tʃ u	m a h tʃʰ o o	2330	0.6	0.6666666666666666	0.5833333333333334	0.5238095238095238	0.593452380952381	yes
Proto-Bora-Muinane	Bora	to bite	e e ʔ d u	ɨ ʔ t o	2184	0.64	0.8	0.7	0.6666666666666666	0.7016666666666665	no
Proto-Bora-Muinane	Muinane	to bite	e e ʔ d u	e e d u	2184	0.64	0.2	0.3	0.27777777777777773	0.35444444444444445	no
Bora	Proto-Bora-Muinane	to bite	ɨ ʔ t o	e e ʔ d u	2184	0.64	0.8	0.7	0.6666666666666666	0.7016666666666665	no
Bora	Muinane	to bite	ɨ ʔ t o	e e d u	2184	0.6	1.0	0.875	0.7333333333333333	0.8020833333333334	yes
Muinane	Proto-Bora-Muinane	to bite	e e d u	e e ʔ d u	2184	0.64	0.2	0.3	0.2222222222222222	0.3405555555555556	no
Muinane	Bora	to bite	e e d u	ɨ ʔ t o	2184	0.6	1.0	0.875	0.7333333333333333	0.8020833333333334	yes
Proto-Bora-Muinane	Bora	see	a i t t ɨ m e	a h tʰʲ ɯ m ɨ	1704	0.64	0.7142857142857143	0.6428571428571429	0.5416666666666666	0.634702380952381	no
Proto-Bora-Muinane	Muinane	see	a i t t ɨ m e	a t tʲ ɨ m e	1704	0.64	0.2857142857142857	0.2857142857142857	0.24999999999999997	0.3653571428571428	no
Bora	Proto-Bora-Muinane	see	a h tʰʲ ɯ m ɨ	a i t t ɨ m e	1704	0.64	0.7142857142857143	0.6428571428571429	0.5416666666666666	0.634702380952381	no
Bora	Muinane	see	a h tʰʲ ɯ m ɨ	a t tʲ ɨ m e	1704	0.48	0.6666666666666666	0.5833333333333334	0.4761904761904762	0.5515476190476191	yes
Muinane	Proto-Bora-Muinane	see	a t tʲ ɨ m e	a i t t ɨ m e	1704	0.64	0.2857142857142857	0.35714285714285715	0.29166666666666663	0.39363095238095236	no
Muinane	Bora	see	a t tʲ ɨ m e	a h tʰʲ ɯ m ɨ	1704	0.48	0.6666666666666666	0.5833333333333334	0.4761904761904762	0.5515476190476191	yes
Proto-Bora-Muinane	Bora	to hear	g o o b u	tʃ ɛ ɛ p o	2448	0.48	1.0	0.9	0.7222222222222222	0.7755555555555556	no
Proto-Bora-Muinane	Muinane	to hear	g o o b u	g u u b u	2448	0.48	0.4	0.4	0.3333333333333333	0.4033333333333333	no
Bora	Proto-Bora-Muinane	to hear	tʃ ɛ ɛ p o	g o o b u	2448	0.48	1.0	0.9	0.7222222222222222	0.7755555555555556	no
Bora	Muinane	to hear	tʃ ɛ ɛ p o	g u u b u	2448	0.43999999999999995	1.0	0.9	0.7777777777777778	0.7794444444444444	yes
Muinane	Proto-Bora-Muinane	to hear	g u u b u	g o o b u	2448	0.48	0.4	0.4	0.27777777777777773	0.3894444444444444	no
Muinane	Bora	to hear	g u u b u	tʃ ɛ ɛ p o	2448	0.43999999999999995	1.0	0.9	0.7777777777777778	0.7794444444444444	yes
Proto-Bora-Muinane	Bora	sleep	k ɨ g a	kʰ ɯ kʷ a	1827	0.43999999999999995	0.75	0.75	0.6	0.635	no
Proto-Bora-Muinane	Muinane	sleep	k ɨ g a	k ɨ g a	1827	0.28	0.0	0.0	0.0	0.07	no
Bora	Proto-Bora-Muinane	sleep	kʰ ɯ kʷ a	k ɨ g a	1827	0.43999999999999995	0.75	0.75	0.6	0.635	no
Bora	Muinane	sleep	kʰ ɯ kʷ a	k ɨ g a	1827	0.4	0.75	0.75	0.6	0.625	yes
Muinane	Proto-Bora-Muinane	sleep	k ɨ g a	k ɨ g a	1827	0.28	0.0	0.0	0.0	0.07	no
Muinane	Bora	sleep	k ɨ g a	kʰ ɯ kʷ a	1827	0.4	0.75	0.75	0.6	0.625	yes
Proto-Bora-Muinane	Bora	to die	g i h e + β o	ts ɨ h ɨ + β ɛ	2275	0.52	0.5714285714285714	0.5	0.45833333333333337	0.5124404761904762	no
Proto-Bora-Muinane	Muinane	to die	g i h e + β o	g i h e + β e + ʔ i	2275	0.6799999999999999	0.4	0.35	0.3636363636363636	0.4484090909090909	no
Bora	Proto-Bora-Muinane	to die	ts ɨ h ɨ + β ɛ	g i h e + β o	2275	0.52	0.5714285714285714	0.5	0.45833333333333337	0.5124404761904762	no
Bora	Muinane	to die	ts ɨ h ɨ + β ɛ	g i h e + β e + ʔ i	2275	0.64	0.7	0.65	0.6363636363636364	0.656590909090909	yes
Muinane	Proto-Bora-Muinane	to die	g i h e + β e + ʔ i	g i h e + β o	2275	0.6799999999999999	0.4	0.35	0.3636363636363636	0.4484090909090909	no
Muinane	Bora	to die	g i h e + β e + ʔ i	ts ɨ h ɨ + β ɛ	2275	0.64	0.7	0.65	0.6363636363636364	0.656590909090909	yes
Proto-Bora-Muinane	Bora	to kill	g ɨ h e + β o + ts u	ts ɨ h ɨ + β ɛ + tsʰ o	2504	0.52	0.5	0.45	0.4242424242424242	0.473560606060606	no
Bora	Proto-Bora-Muinane	to kill	ts ɨ h ɨ + β ɛ + tsʰ o	g ɨ h e + β o + ts u	2504	0.52	0.5	0.45	0.3939393939393939	0.46598484848484845	no
Proto-Bora-Muinane	Bora	to swim	i ts ts i	i h tʃʰ i	2760	0.52	0.5	0.5	0.39999999999999997	0.48	no
Proto-Bora-Muinane	Muinane	to swim	i ts ts i	i s i	2760	0.64	0.5	0.5	0.4666666666666667	0.5266666666666667	no
Bora	Proto-Bora-Muinane	to swim	i h tʃʰ i	i ts ts i	2760	0.52	0.5	0.5	0.39999999999999997	0.48	no
Bora	Muinane	to swim	i h tʃʰ i	i s i	2760	0.6	0.5	0.5	0.4666666666666667	0.5166666666666667	yes
Muinane	Proto-Bora-Muinane	to swim	i s i	i ts ts i	2760	0.64	0.5	0.5	0.39999999999999997	0.51	no
Muinane	Bora	to swim	i s i	i h tʃʰ i	2760	0.6	0.5	0.5	0.39999999999999997	0.5	yes
Proto-Bora-Muinane	Bora	to fly	g a ʔ p o	kʷ a ʔ pʰ ɛ	2408	0.48	0.6	0.5	0.4444444444444444	0.5061111111111112	no
Proto-Bora-Muinane	Muinane	to fly	g a ʔ p o	g a ʔ a ɸ e + ʔ i	2408	0.6799999999999999	0.6666666666666666	0.6111111111111112	0.5666666666666667	0.6311111111111112	no
Bora	Proto-Bora-Muinane	to fly	kʷ a ʔ pʰ ɛ	g a ʔ p o	2408	0.48	0.6	0.5	0.4444444444444444	0.5061111111111112	no
Bora	Muinane	to fly	kʷ a ʔ pʰ ɛ	g a ʔ a ɸ e + ʔ i	2408	0.64	0.7777777777777778	0.7222222222222222	0.6666666666666667	0.7016666666666667	yes
Muinane	Proto-Bora-Muinane	to fly	g a ʔ a ɸ e + ʔ i	g a ʔ p o	2408	0.6799999999999999	0.6666666666666666	0.6111111111111112	0.5333333333333333	0.6227777777777778	no
Muinane	Bora	to fly	g a ʔ a ɸ e + ʔ i	kʷ a ʔ pʰ ɛ	2408	0.64	0.7777777777777778	0.7222222222222222	0.6333333333333333	0.6933333333333334	yes
Proto-Bora-Muinane	Bora	to walk	ɨ g o	ɯ tʃ ɛ	2846	0.48	1.0	0.8333333333333334	0.6666666666666666	0.745	no
Proto-Bora-Muinane	Muinane	to walk	ɨ g o	ɨ g e + ʔ i	2846	0.6799999999999999	0.6666666666666666	0.5833333333333334	0.5714285714285714	0.625357142857143	no
Proto-Bora-Muinane	Bora	to walk	p o o	pʰ ɛ ɛ	2854	0.48	1.0	0.8333333333333334	0.6666666666666666	0.745	no
Bora	Proto-Bora-Muinane	to walk	ɯ tʃ ɛ	ɨ g o	2846	0.48	1.0	0.8333333333333334	0.6666666666666666	0.745	no
Bora	Muinane	to walk	ɯ tʃ ɛ	ɨ g e + ʔ i	2846	0.64	1.0	0.9166666666666666	0.8095238095238095	0.841547619047619	yes
Bora	Proto-Bora-Muinane	to walk	pʰ ɛ ɛ	p o o	2854	0.48	1.0	0.8333333333333334	0.6666666666666666	0.745	no
Muinane	Proto-Bora-Muinane	to walk	ɨ g e + ʔ i	ɨ g o	2846	0.6799999999999999	0.6666666666666666	0.5833333333333334	0.5714285714285714	0.625357142857143	no
Muinane	Bora	to walk	ɨ g e + ʔ i	ɯ tʃ ɛ	2846	0.64	1.0	0.9166666666666666	0.8095238095238095	0.841547619047619	yes
Proto-Bora-Muinane	Bora	to come	ts a a	tsʰ a a	2236	0.43999999999999995	0.3333333333333333	0.3333333333333333	0.25	0.3391666666666666	no
Proto-Bora-Muinane	Muinane	to come	ts a a	s a a + ʔ i	2236	0.6799999999999999	0.6666666666666666	0.6666666666666666	0.619047619047619	0.6580952380952381	no
Bora	Proto-Bora-Muinane	to come	tsʰ a a	ts a a	2236	0.43999999999999995	0.3333333333333333	0.3333333333333333	0.25	0.3391666666666666	no
Bora	Muinane	to come	tsʰ a a	s a a + ʔ i	2236	0.64	0.6666666666666666	0.6666666666666666	0.619047619047619	0.6480952380952381	yes
Muinane	Proto-Bora-Muinane	to come	s a a + ʔ i	ts a a	2236	0.6799999999999999	0.6666666666666666	0.6666666666666666	0.619047619047619	0.6580952380952381	no
Muinane	Bora	to come	s a a + ʔ i	tsʰ a a	2236	0.64	0.6666666666666666	0.6666666666666666	0.619047619047619	0.6480952380952381	yes
Proto-Bora-Muinane	Bora	to give	a k k ɨ	a h kʰ ɯ	2428	0.52	0.75	0.625	0.5333333333333333	0.6070833333333333	no
Proto-Bora-Muinane	Muinane	to give	a k k ɨ	a k k ɨ + ʔ i	2428	0.6799999999999999	0.42857142857142855	0.42857142857142855	0.41666666666666663	0.48845238095238097	no
Bora	Proto-Bora-Muinane	to give	a h kʰ ɯ	a k k ɨ	2428	0.52	0.75	0.625	0.5333333333333333	0.6070833333333333	no
Bora	Muinane	to give	a h kʰ ɯ	a k k ɨ + ʔ i	2428	0.64	0.8571428571428571	0.7857142857142857	0.7083333333333334	0.7477976190476191	yes
Muinane	Proto-Bora-Muinane	to give	a k k ɨ + ʔ i	a k k ɨ	2428	0.6799999999999999	0.42857142857142855	0.42857142857142855	0.41666666666666663	0.48845238095238097	no
Muinane	Bora	to give	a k k ɨ + ʔ i	a h kʰ ɯ	2428	0.64	0.8571428571428571	0.7857142857142857	0.7083333333333334	0.7477976190476191	yes
Proto-Bora-Muinane	Bora	say	n o o	n ɛ ɛ	1683	0.48	0.6666666666666666	0.5	0.41666666666666663	0.5158333333333333	no
Proto-Bora-Muinane	Muinane	say	n o o	n e e + ʔ i	1683	0.6799999999999999	0.8333333333333334	0.75	0.6666666666666667	0.7324999999999999	no
Bora	Proto-Bora-Muinane	say	n ɛ ɛ	n o o	1683	0.48	0.6666666666666666	0.5	0.41666666666666663	0.5158333333333333	no
Bora	Muinane	say	n ɛ ɛ	n e e + ʔ i	1683	0.64	0.8333333333333334	0.75	0.6666666666666667	0.7225000000000001	yes
Muinane	Proto-Bora-Muinane	say	n e e + ʔ i	n o o	1683	0.6799999999999999	0.8333333333333334	0.75	0.6666666666666667	0.7324999999999999	no
Muinane	Bora	say	n e e + ʔ i	n ɛ ɛ	1683	0.64	0.8333333333333334	0.75	0.6666666666666667	0.7225000000000001	yes
Proto-Bora-Muinane	Bora	mountain	g a h ɨ ɨ	kʷ a h ɯ ɯ	1230	0.43999999999999995	0.6	0.5	0.4444444444444444	0.4961111111111111	no
Proto-Bora-Muinane	Muinane	mountain	g a h ɨ ɨ	g a h ɨ	1230	0.64	0.2	0.2	0.16666666666666666	0.3016666666666667	no
Proto-Bora-Muinane	Bora	mountain	b a a ɨ ɨ	p a ɯ ɯ	1244	0.64	0.8	0.6	0.49999999999999994	0.635	no
Proto-Bora-Muinane	Muinane	mountain	b a a ɨ ɨ	b a a ɨ	1244	0.64	0.2	0.2	0.16666666666666666	0.3016666666666667	no
Bora	Proto-Bora-Muinane	mountain	kʷ a h ɯ ɯ	g a h ɨ ɨ	1230	0.43999999999999995	0.6	0.5	0.4444444444444444	0.4961111111111111	no
Bora	Muinane	mountain	kʷ a h ɯ ɯ	g a h ɨ	1230	0.6	0.6	0.5	0.49999999999999994	0.5499999999999999	yes
Bora	Proto-Bora-Muinane	mountain	p a ɯ ɯ	b a a ɨ ɨ	1244	0.64	0.8	0.7	0.611111111111111	0.6877777777777777	no
Bora	Muinane	mountain	p a ɯ ɯ	b a a ɨ	1244	0.43999999999999995	0.75	0.625	0.5333333333333333	0.5870833333333333	yes
Muinane	Proto-Bora-Muinane	mountain	g a h ɨ	g a h ɨ ɨ	1230	0.64	0.2	0.2	0.2222222222222222	0.3155555555555556	no
Muinane	Bora	mountain	g a h ɨ	kʷ a h ɯ ɯ	1230	0.6	0.6	0.5	0.49999999999999994	0.5499999999999999	yes
Muinane	Proto-Bora-Muinane	mountain	b a a ɨ	b a a ɨ ɨ	1244	0.64	0.2	0.2	0.2222222222222222	0.3155555555555556	no
Muinane	Bora	mountain	b a a ɨ	p a ɯ ɯ	1244	0.43999999999999995	0.75	0.5	0.4	0.5225	yes
Proto-Bora-Muinane	Bora	red	t ɨ + p p a i + n o	tʰ ɯ + h pʰ a + ɲ ɛ	1494	0.64	0.7	0.7	0.6363636363636364	0.6690909090909091	no
Proto-Bora-Muinane	Muinane	red	t ɨ + p p a i + n o	t ɨ + ɸ a i + ɲ o	1494	0.64	0.3	0.3	0.3030303030303031	0.38575757575757574	no
Bora	Proto-Bora-Muinane	red	tʰ ɯ + h pʰ a + ɲ ɛ	t ɨ + p p a i + n o	1494	0.64	0.7	0.7	0.6363636363636364	0.6690909090909091	no
Bora	Muinane	red	tʰ ɯ + h pʰ a + ɲ ɛ	t ɨ + ɸ a i + ɲ o	1494	0.56	0.6666666666666666	0.5555555555555556	0.4999999999999999	0.5705555555555555	yes
Muinane	Proto-Bora-Muinane	red	t ɨ + ɸ a i + ɲ o	t ɨ + p p a i + n o	1494	0.64	0.3	0.3	0.3030303030303031	0.38575757575757574	no
Muinane	Bora	red	t ɨ + ɸ a i + ɲ o	tʰ ɯ + h pʰ a + ɲ ɛ	1494	0.56	0.6666666666666666	0.5555555555555556	0.4999999999999999	0.5705555555555555	yes
Proto-Bora-Muinane	Bora	green	a i t t ɨ β a	a h tʰʲ ɯ β a	821	0.64	0.5714285714285714	0.5714285714285714	0.5	0.5707142857142857	no
Proto-Bora-Muinane	Muinane	green	a i t t ɨ β a	a t tʲ ɨ β a + n o	821	0.6799999999999999	0.5555555555555556	0.5555555555555556	0.5	0.5727777777777778	no
